Marca temporal,Ciclo cursante,Edad ,¿Qué carrera estudias?,Género,¿Cuántos cursos lleva?,¿Cuanto tiempo en horas estudia al día?,"Cuál considera que ha sido su nivel de ansiedad, en promedio, antes de rendir cualquier evaluación","Cuál considera que ha sido su nivel de ansiedad, en promedio, después de rendir cualquier evaluación",¿Cuáles han sido sus épocas de mayor ansiedad?,Escala de síntomas físicos [Sensación de angustia o aprensión],"Escala de síntomas físicos [Dificultad para estar quieto, intranquilidad]",Escala de síntomas físicos [Aumento de frecuencia cardiaca (palpitaciones) sin enfermedad conocida que lo justifique],"Escala de síntomas físicos [Fatiga, especialmente importante al final del día]","Escala de síntomas físicos [Alteraciones en el sueño; tardas en quedarte dormido, te despiertas varias veces o despiertas antes de lo previsto]","Escala de síntomas físicos [Sensación de tensión muscular que puede ir acompañada de dolor en determinadas partes de tu cuerpo (cuello, espalda, cabeza, etcétera)]",Escala de síntomas cognitivos [Dificultad para concentrarte],Escala de síntomas cognitivos [Sensación de bloqueo mental],Escala de síntomas cognitivos [Anticipación de acontecimientos negativos. Catastrofismo],Escala de síntomas cognitivos [Falta de memoria (dificultad para recordar cosas)],Escala de síntomas cognitivos [Pensamientos o imágenes desagradables],Escala de síntomas cognitivos [Dificultad para tomar decisiones (por ejemplo “das vueltas a la cabeza” sin llegar a decidirte)],"Escala de síntomas comportamentales para combatir la ansiedad [Fumas, comes o bebes para calmar tu ansiedad]",Escala de síntomas comportamentales para combatir la ansiedad [Evitas o escapas de determinadas situaciones],"Escala de síntomas comportamentales para combatir la ansiedad [Haces movimientos repetitivos (tocarte el pelo, temblor de piernas)]",Escala de síntomas comportamentales para combatir la ansiedad [Te mueves más de lo habitual],Escala de síntomas comportamentales para combatir la ansiedad [Movimientos torpes (por ejemplo se te caen las cosas)],Escala de síntomas comportamentales para combatir la ansiedad [Llanto para aliviar tu malestar],¿Algo dentro de la universidad te cause demasiada ansiedad?,Ha buscado algún tipo de ayuda sobre cómo tratar la ansiedad,"Cuál considera que ha sido su nivel de estrés, en promedio, antes de rendir cualquier evaluación","Cuál considera que ha sido su nivel de estrés, en promedio, después de rendir cualquier evaluación",Cuáles han sido sus épocas de mayor estrés,Escala de síntomas físicos y cognitivos  [Te sientes cansado/a],Escala de síntomas físicos y cognitivos  [Se te hace difícil relajarte o sentirte tranquilo/a],Escala de síntomas físicos y cognitivos  [Se te hace difícil tomar decisiones],Escala de síntomas físicos y cognitivos  [Tienes problemas para pensar con claridad],Escala de síntomas físicos y cognitivos  [Piensas en tus problemas una y otra vez durante el día],Escala de síntomas físicos y cognitivos  [Comes demasiado o muy poco],Escala de síntomas físicos y cognitivos  [Dificultad para conciliar el sueño],"Escala de síntomas físicos y cognitivos  [Dolor de espalda,cuello u otro dolor relacionado con la tensión]",Escala de síntomas físicos y cognitivos  [Uso más seguido de cafeína o nicotina de lo habitual],Escala de síntomas físicos y cognitivos  [Tics nerviosos],Escala de síntomas físicos y cognitivos  [Malestar estomacal],Escala de síntomas físicos y cognitivos  [Irritación con facilidad],Escala de síntomas físicos y cognitivos  [Cambios de humor y sensibilidad],Escala de síntomas físicos y cognitivos  [Dificultad al concentrarse],Escala de síntomas físicos y cognitivos  [Uso de alcohol o drogas para afrontar problemas],Escala de síntomas físicos y cognitivos  [Tu desempeño ha disminuido y presentas problemas para completar tus tareas],Escala de síntomas físicos y cognitivos  [Tendencias a sudar o palpitaciones],Escala de síntomas físicos y cognitivos  [Tentaciones fuertes de no levantarse por la mañana],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que no podía afrontar todas las cosas que tenía que hacer?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia se ha sentido al control de todo?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha estado enfadado porque las cosas que le han ocurrido estaban fuera de su control?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha podido controlar la forma de pasar el tiempo?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que las dificultades se acumulan tanto que no puede superarlas?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha estado afectado por algo que ha ocurrido inesperadamente?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha manejado con éxito los pequeños problemas irritantes de la vida?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que ha afrontado efectivamente los cambios importantes que han estado ocurriendo en su vida?],¿Algo dentro de la universidad que te cause estrés?,Ha buscado algún tipo de ayuda sobre cómo tratar el estrés
21/09/2022 15:29:08,6,20,Ciencia de la computación,Masculino,4,3.5,6,3,Exámenes finales,Casi todos los días,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Demasiadas personas,Sí,7,3,Semana de Entrega de Notas Finales,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Casi nunca,Época de exámenes,Sí
21/09/2022 15:29:35,1,19,Ingeniería Industrial,Femenino,7,3,6,5,Exámenes finales,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,7,7,Exámenes finales,Seguido,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Aveces,Nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,No entender a los profesores,No
21/09/2022 15:31:28,1,23,Ingeniería Industrial,Masculino,7,3,7,6,Exámenes finales,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,En alguna ocasión,Demasiadas personas,Sí,7,6,Entrega de notas parciales,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Nunca,Seguido,Aveces,Aveces,Nunca,Nunca,Seguido,Nunca,Casi nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Mal olor,No
21/09/2022 15:31:52,1,18,Ingeniería Industrial,Masculino,7,3,6,4,Exámenes finales,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Mucho ruido,Sí,6,6,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Aveces,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No tener donde descansar,Sí
21/09/2022 15:31:56,6,20,Ciencia de la computación,Masculino,6,2,7,4,Exámenes finales,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,7,7,Semana de Entrega de Notas Finales,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Aveces,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:32:43,6,20,Ciencia de la computación,Masculino,5,2.5,9,3,Exámenes parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,7,8,Exámenes finales,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:36:44,6,19,Ciencia de la computación,Masculino,6,2.5,8,9,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,10,9,Exámenes finales,Seguido,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Demasiado frío,No
21/09/2022 15:38:13,3,18,Ingeniería Civil,Masculino,6,2,10,10,Entrega de notas parciales,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Demasiadas personas,No,10,10,Exámenes finales,Seguido,Seguido,Aveces,Seguido,Seguido,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Época de exámenes,No
21/09/2022 15:38:32,3,20,Ingeniería Industrial,Masculino,6,2,7,8,Exámenes parciales,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Casi todos los días,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Mucho ruido,Sí,6,5,Entrega de notas parciales,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Demasiado frío,Sí
21/09/2022 15:39:25,3,19,Ingeniería Civil,Masculino,8,2,8,8,Semana de Entrega de Notas Finales,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Mucho ruido,No,9,9,Semana de Entrega de Notas Finales,Seguido,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,No
21/09/2022 15:39:45,3,23,Ingeniería Mecatrónica,Masculino,6,3.5,6,8,Exámenes parciales,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Mucho ruido,No,7,6,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Demasiado frío,No
21/09/2022 15:41:59,3,19,Ingeniería Mecatrónica,Masculino,6,4,5,8,Semana de Entrega de Notas Finales,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Que no respeten tu espacio personal,Sí,5,8,7,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Demasiado frío,Sí
21/09/2022 15:42:34,7,20,Ingeniería Civil,Masculino,7,1.5,10,5,Exámenes parciales,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,4,7,Exámenes parciales,Seguido,Seguido,Aveces,Aveces,Aveces,Siempre,Frecuentemente,Siempre,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Nunca,Aveces,Aveces,De vez en cuando,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Grabaciones,Sí
21/09/2022 15:42:40,2,17,Administración y Negocios Digitales,Masculino,6,1,9,9,Entrega de notas parciales,A menudo,A menudo,Nunca,Casi todos los días,A menudo,En alguna ocasión,Casi todos los días,A menudo,Nunca,En alguna ocasión,Nunca,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,A menudo,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,8,4,Exámenes finales,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Siempre,Seguido,Frecuentemente,Nunca,Aveces,Aveces,Siempre,Siempre,Siempre,Nunca,Seguido,Aveces,Frecuentemente,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:42:40,7,22,Ingeniería Mecatrónica,Masculino,5,2,7,7,Exámenes parciales,En alguna ocasión,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,7,7,Entrega de notas parciales,,Aveces,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Nunca,Seguido,Aveces,Aveces,Frecuentemente,Aveces,Nunca,Seguido,Seguido,Siempre,De vez en cuando,De vez en cuando,A menudo,Casi nunca,Casi nunca,A menudo,A menudo,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:42:55,2,19,Ingeniería Ambiental,Femenino,5,1.5,9,9,Entrega de notas parciales,A menudo,En alguna ocasión,Nunca,Nunca,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,Nunca,Casi todos los días,Nunca,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,Mucha ventilación,No,9,9,Exámenes parciales,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Seguido,Aveces,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Aveces,Nunca,Frecuentemente,Muy a menudo,De vez en cuando,A menudo,Casi nunca,Muy a menudo,Casi nunca,A menudo,A menudo,Grabaciones,No
21/09/2022 15:43:29,4,21,Ingeniería Electrónica,Masculino,8,2,8,9,7,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,Mucho ruido,No,8,9,1,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Seguido,Frecuentemente,Frecuentemente,Aveces,Aveces,Aveces,Frecuentemente,Seguido,Frecuentemente,Nunca,Frecuentemente,Aveces,Frecuentemente,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener donde descansar,No
21/09/2022 15:43:36,2,17,Ciencia de la computación,Masculino,6,3.5,5,3,Entrega de notas parciales,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,5,3,Exámenes parciales,Aveces,Nunca,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,A menudo,De vez en cuando,De vez en cuando,No tener donde descansar,No
21/09/2022 15:43:46,5,21,Ciencia de la computación,Masculino,5,1,10,10,Exámenes parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Demasiadas personas,No,10,10,Entrega de notas parciales,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Demasiado frío,No
21/09/2022 15:44:02,4,18,Ingeniería Mecatrónica,Masculino,5,4,5,3,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Mucho ruido,No,5,3,Exámenes parciales,Frecuentemente,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Seguido,Aveces,Nunca,Aveces,Seguido,Frecuentemente,Casi nunca,Nunca,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,No entender a los profesores,No
21/09/2022 15:45:55,2,17,Bioingeniería,Femenino,4,2,8,7,Exámenes parciales,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,Nunca,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,8,9,Exámenes finales,Aveces,Aveces,Seguido,Nunca,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Seguido,Aveces,Nunca,Aveces,Nunca,Nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:46:51,5,20,Ingeniería Química,Masculino,4,3.5,5,6,Entrega de notas parciales,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Mucho ruido,Sí,4,5,Exámenes parciales,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Época de exámenes,Sí
21/09/2022 15:47:43,5,18,Bioingeniería,Femenino,5,3,9,7,Exámenes parciales,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,Demasiadas personas,No,9,9,Semana de Entrega de Notas Finales,Seguido,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Aveces,Seguido,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Época de exámenes,No
21/09/2022 15:47:46,2,17,Administración y Negocios Digitales,Masculino,6,2,8,3,Semana de Entrega de Notas Finales,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Demasiadas personas,No,7,2,Exámenes finales,Aveces,Seguido,Aveces,Aveces,Frecuentemente,Siempre,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Siempre,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:48:37,7,19,Ingeniería Ambiental,Masculino,7,5,3,3,Exámenes finales,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,A menudo,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,3,8,Exámenes parciales,Seguido,Aveces,Aveces,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Aveces,Nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Época de exámenes,No
21/09/2022 15:51:31,4,21,Ingeniería Industrial,Femenino,6,3,7,8,Exámenes finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,Que no respeten tu espacio personal,Sí,7,8,Exámenes parciales,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Nunca,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Aveces,Seguido,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Época de exámenes,Sí
21/09/2022 15:51:54,2,18,Administración y Negocios Digitales,Masculino,6,5.5,3,8,Entrega de notas parciales,En alguna ocasión,A menudo,Nunca,A menudo,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,A menudo,Nunca,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,Sí,1,2,Exámenes parciales,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Seguido,De vez en cuando,Muy a menudo,Nunca,A menudo,Nunca,Nunca,De vez en cuando,Muy a menudo,No tener donde descansar,Sí
21/09/2022 15:52:00,8,20,Ingeniería Industrial,Femenino,6,3.5,8,7,Exámenes finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,Nunca,A menudo,A menudo,En alguna ocasión,Casi todos los días,Demasiadas personas,No,8,8,Semana de Entrega de Notas Finales,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Nunca,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Frecuentemente,Nunca,Aveces,Nunca,Aveces,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Época de exámenes,No
21/09/2022 15:52:05,4,21,Administración y Negocios Digitales,Masculino,4,5,4,6,Exámenes finales,En alguna ocasión,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,6,8,Exámenes parciales,Aveces,Aveces,Aveces,,Seguido,Seguido,Seguido,,Nunca,Seguido,Seguido,Seguido,Seguido,Aveces,Aveces,Aveces,Nunca,Nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,No tener donde descansar,Sí
21/09/2022 15:52:12,9,20,Ingeniería Ambiental,Masculino,4,1.5,9,8,Exámenes parciales,A menudo,A menudo,A menudo,A menudo,Casi todos los días,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,Sí,9,9,7,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,Sí
21/09/2022 15:52:37,8,20,Ingeniería Ambiental,Femenino,5,2,8,8,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,No tener espacio para estudiar,Sí,9,7,Exámenes parciales,Siempre,Seguido,Seguido,Seguido,Seguido,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Aveces,Frecuentemente,A menudo,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,No entender a los profesores,No
