NOMBRE EMPRESA,RUC,SECTOR,TIPO DE ENTIDAD OTORGANTE DEL BCP,NOMBRE ENTIDAD OTORGANTE DEL BCP,MONTO PRESTAMO,MONTO COBERTURA,DEPARTAMENTO,Tipo Empresa,Condición,Fecha Inicio Actividades,Años Actividad,categoria_antiguedad
AIR COOL SYSTEM SM S.A.C.,20601243513,CONSTRUCCION,BANCA MULTIPLE,BCP,104313,99097.35,LIMA,Sociedad Anonima Cerrada,Activo,5/23/2016,3,tier3
DISTRIBUIDORA Y SERVICIOS JORENM S.A.C.,20601275784,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,204883,194638.85,LIMA,Sociedad Irregular,Activo,6/4/2016,3,tier3
TOZUR E.I.R.L,20601432634,COMERCIO,BANCA MULTIPLE,BCP,130199,123689.05,LIMA,Empresa Individual de Resp. Ltda,Activo,9/1/2016,3,tier3
IMPORTACIONES CESAR MANCI LLA MENDOZA EIRL,20601473551,COMERCIO,BANCA MULTIPLE,BCP,15518,15207.64,LIMA,Empresa Individual de Resp. Ltda,Activo,9/5/2016,3,tier3
VASTION GROUP S.A.C. - VASTION GROUP S.A.C.,20601485525,OTROS SERVICIOS,BANCA MULTIPLE,BANCO BBVA PERU,468201.11,421.380.999,LIMA,Sociedad Anonima Cerrada,Activo,9/7/2016,3,tier3
GALAN INGENIEROS SAC,20601515599,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,230571,219042.45,LIMA,Sociedad Anonima Cerrada,Activo,9/23/2016,3,tier3
MIKA CARPINTERIA INTEGRAL,20601823595,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,INTERBANK,149715,142229.25,LIMA,Empresa Individual de Resp. Ltda,Activo,1/24/2017,3,tier3
TENDENCIAS DESIGN E.I.R.L,20601838592,COMERCIO,BANCA MULTIPLE,BCP,40786,38746.7,LIMA,Empresa Individual de Resp. Ltda,Activo,1/30/2017,3,tier3
INVERSIONES SHANGAI EIRL,20509796441,COMERCIO,BANCA MULTIPLE,MIBANCO,29500,28910,LIMA,Empresa Individual de Resp. Ltda,Activo,2/1/2017,3,tier3
IMPORT ROSWIL E.I.R.L.,20601805961,COMERCIO,BANCA MULTIPLE,INTERBANK,51000,48450,LIMA,Empresa Individual de Resp. Ltda,Activo,2/1/2017,3,tier3
LA CASA DEL PERNO D&R EIRL,20601915741,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,11650,11417,LIMA,Empresa Individual de Resp. Ltda,Activo,3/3/2017,3,tier3
IMPORTADORA AUTOMOTRIZ G L E.I.R.L.,20601933471,COMERCIO,BANCA MULTIPLE,BCP,24483,23993.34,LIMA,Empresa Individual de Resp. Ltda,Activo,3/6/2017,3,tier3
FERTA MEDICA SAC,20601895103,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,69551,66073.45,LIMA,Sociedad Anonima Cerrada,Activo,4/20/2017,3,tier3
FLUYEBOTTLE S.A.C.,20602456537,COMERCIO,BANCA MULTIPLE,BCP,34800,33060,LIMA,Sociedad Anonima Cerrada,Activo,10/17/2017,2,tier4
COMERCIAL IQUITOS S.A.,20103845913,COMERCIO,BANCA MULTIPLE,BCP,558149,502334.1,LORETO,Sociedad Anonima,Activo,1/9/1973,47,tier1
SERVICENTRO BELEN SCRLTDA,20103921873,COMERCIO,BANCA MULTIPLE,SCOTIABANK,425000,382500,LORETO,Soc.Com.Respons. Ltda,Activo,8/24/1987,32,tier1
COOP DE SERVICIOS EDUCACIONALES C ESAR VALLEJO LTDA,20207617173,ENSENANZA,BANCA MULTIPLE,BANCO BBVA PERU,187000,177650,LORETO,"Cooperativas, Sais, Caps",Activo,4/1/1992,28,tier1
RECTIFICADORA EL CIGUENAL E.I.R.L.,20223404929,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,23500,23030,LORETO,Empresa Individual de Resp. Ltda,Activo,6/8/1994,25,tier1
M Y M NEGOCIOS Y SERVICIO S GENERALES S.R.LTDA.,20231931598,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,13162,12898.76,LORETO,Soc.Com.Respons. Ltda,Activo,2/7/1995,25,tier1
MEDIC UNIFORMES EIRL,20409013296,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,16130,15807.4,LORETO,Empresa Individual de Resp. Ltda,Activo,5/19/1999,20,tier1
IMPORTACIONES ISABEL S.A.C.,20451039190,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,99000,94050,LORETO,Sociedad Anonima,Activo,3/28/2000,20,tier1
COMERCIALIZADORA SAN JUAN,20451319800,COMERCIO,BANCA MULTIPLE,INTERBANK,10000000,8000000,LORETO,Sociedad Anonima Cerrada,Activo,11/15/2000,19,tier1
COMSER E.I.R.LTDA.,20451367286,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,85423,81151.85,LORETO,Empresa Individual de Resp. Ltda,Activo,2/20/2001,19,tier1
FUNDACION PARA EL DESARROLLO  AMAZONIA BAJA PERU,20451385187,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,78000,74100,LORETO,Fundacion,Activo,6/12/2001,18,tier1
SERVICIOS MEDICOS GENERALES SAN JUAN SRL,20451400241,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,222190,211080.5,LORETO,Soc.Com.Respons. Ltda,Activo,9/3/2001,18,tier1
DROGUERIA ALEXANDER DISTR IBUIDOR E.I.R.L.,20493170423,COMERCIO,BANCA MULTIPLE,BCP,162573,154444.35,LORETO,Empresa Individual de Resp. Ltda,Activo,8/21/2002,17,tier1
SERVICIOS AERONAUTICOS CAIMM SRL,20493183240,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,300000,285000,LORETO,Soc.Com.Respons. Ltda,Activo,11/6/2002,17,tier1
TROPIC SERVICE E.I.R.L.,20493238320,COMERCIO,BANCA MULTIPLE,BCP,347402,312661.8,LORETO,Empresa Individual de Resp. Ltda,Activo,6/6/2003,16,tier1
INVERSIONES LA OTRA DAMA EIRL,20493341686,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,70000,66500,LORETO,Empresa Individual de Resp. Ltda,Activo,10/1/2004,15,tier1
GRIFO Y SERVICIO TRANSPORTES SANTO TOMAS EIRL,20493388721,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BANCO BBVA PERU,620000,558000,LORETO,Empresa Individual de Resp. Ltda,Activo,4/1/2005,15,tier1
DELFIN AMAZON CRUISES SAC,20493428536,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,3500000,3150000,LORETO,Sociedad Anonima Cerrada,Activo,10/1/2005,14,tier1
D KASA & DECORACIONES S.A .C.,20450171337,COMERCIO,BANCA MULTIPLE,BCP,191488,181913.6,LORETO,Sociedad Anonima Cerrada,Activo,9/19/2006,13,tier1
BOULLOSA MOTORS SRL,20493524179,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,240000,228000,LORETO,Soc.Com.Respons. Ltda,Activo,3/1/2007,13,tier1
DTODO FERRETERA S.A.C.,20493580591,COMERCIO,BANCA MULTIPLE,BCP,1304765,1174288.5,LORETO,Sociedad Anonima Cerrada,Activo,6/1/2007,12,tier1
COMERCIALIZADORA AVICOLA MANUELITA SRL,20493622341,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,110000,104500,LORETO,Soc.Com.Respons. Ltda,Activo,9/1/2007,12,tier1
COMERCIAL Y SERVIC. GENER ALES VISONI EIRL,20493671392,COMERCIO,BANCA MULTIPLE,BCP,6088,5966.24,LORETO,Empresa Individual de Resp. Ltda,Activo,1/14/2008,12,tier1
NEGOCIACIONES EYVER E.I.R.L.,20450290000,COMERCIO,CMAC,CMAC PIURA,21300,20874,LORETO,Empresa Individual de Resp. Ltda,Activo,1/14/2008,12,tier1
EMPRESA DE ESTIBA Y DESESTIBA Y SERVICIOS GENERALE S CURICHI S.R.L.,20528101675,OTROS SERVICIOS,BANCA MULTIPLE,BCP,10839,10622.22,LORETO,Soc.Com.Respons. Ltda,Activo,7/30/2008,11,tier1
MADERERA PEREZ Y SANCHEZ SAC,20528127984,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,INTERAMERICANO,256354.42,243.536.699,LORETO,Sociedad Anonima Cerrada,Activo,10/7/2008,11,tier1
COMERCIAL IMPORTACIONES Y EXPORTACIONES BELLAVISTA S.A.C.,20528179356,COMERCIO,BANCA MULTIPLE,BCP,49575,47096.25,LORETO,Sociedad Anonima Cerrada,Activo,3/11/2009,11,tier1
LUPUNA S.A.C,20528185755,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,696838,627154.2,LORETO,Sociedad Anonima Cerrada,Activo,4/1/2009,11,tier1
TRANSPORTES Y SERVICIOS G UIDO E.I.R.L.,20528225137,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,47211,44850.45,LORETO,Empresa Individual de Resp. Ltda,Activo,7/8/2009,10,tier1
CORPORACION PALMEZ S.A.C,20528233075,COMERCIO,BANCA MULTIPLE,SCOTIABANK,474807,427326.3,LORETO,Sociedad Anonima Cerrada,Activo,8/1/2009,10,tier1
MARIVEL SPA E.I.R.L.,20528313265,OTROS SERVICIOS,BANCA MULTIPLE,BCP,22088,21646.24,LORETO,Empresa Individual de Resp. Ltda,Activo,4/12/2010,10,tier1
SIX S BOUTIQUE EIRL,20528311050,COMERCIO,BANCA MULTIPLE,BCP,25780,25264.4,LORETO,Empresa Individual de Resp. Ltda,Activo,4/19/2010,10,tier1
CERAMICAS EL DRAGON ICARO S.R.L.,20528313427,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BANCO BBVA PERU,82000,77900,LORETO,Soc.Com.Respons. Ltda,Activo,5/15/2010,9,tier2
UNIFORMES TEXTILES SRL,20528330194,COMERCIO,BANCA MULTIPLE,BCP,53003,50352.85,LORETO,Soc.Com.Respons. Ltda,Activo,6/16/2010,9,tier2
DISTRIBUIDORA N & E S.A.C.,20528367519,COMERCIO,BANCA MULTIPLE,BCP,1758561,1582704.9,LORETO,Sociedad Anonima Cerrada,Activo,11/1/2010,9,tier2
COMERCIALIZADORA CARLOS M ANUEL E.I.R.L.,20528458662,COMERCIO,BANCA MULTIPLE,BCP,43330,41163.5,LORETO,Empresa Individual de Resp. Ltda,Activo,6/7/2011,8,tier2
SHIRAMPARI GROUP S.A.C.,20541149741,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,19446,19057.08,LORETO,Sociedad Anonima Cerrada,Activo,2/23/2012,8,tier2
K L IMPORT EXPORT PERU SAC,20541214233,COMERCIO,BANCA MULTIPLE,BCP,2104238,1893814.2,LORETO,Sociedad Anonima Cerrada,Activo,9/12/2012,7,tier2
INVERSIONES JJCH E.I.R.L,20528228233,COMERCIO,BANCA MULTIPLE,BCP,88630,84198.5,LORETO,Empresa Individual de Resp. Ltda,Activo,11/1/2012,7,tier2
COMERCIALIZADORA E INVERSIONES J JULCA E I R L,20541259504,COMERCIO,BANCA MULTIPLE,MIBANCO,34188.5,32479.08,LORETO,Empresa Individual de Resp. Ltda,Activo,1/26/2013,7,tier2
SERVICIOS Y NEGOCIOS GARC IA CHAVEZ S.R.L.,20541262718,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,12198,11954.04,LORETO,Soc.Com.Respons. Ltda,Activo,2/7/2013,7,tier2
INVERS. REPRESEN. EL EXIT OSO E.I.R.L.,20541270141,COMERCIO,BANCA MULTIPLE,BCP,57711,54825.45,LORETO,Empresa Individual de Resp. Ltda,Activo,3/1/2013,7,tier2
CORPORACION MARINO DIESEL E.I.R.L,20541280538,COMERCIO,BANCA MULTIPLE,BCP,73617,69936.15,LORETO,Empresa Individual de Resp. Ltda,Activo,4/2/2013,7,tier2
CHATARRERIA HUGO E.I.R.L,20541298313,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,11544,11313.12,LORETO,Empresa Individual de Resp. Ltda,Activo,6/1/2013,6,tier2
HOGAR ARTEFACTOS DEL ORIENTE E.I.R.L.,20567111041,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,30000,29400,LORETO,Empresa Individual de Resp. Ltda,Activo,7/9/2013,6,tier2
EMBOTELLADORA ARIBAR EMPR ESA INDIVIDUAL DE RESPONS ABILIDAD LIMITADA,20567104428,COMERCIO,BANCA MULTIPLE,BCP,54990,52240.5,LORETO,Empresa Individual de Resp. Ltda,Activo,7/15/2013,6,tier2
INVERSIONES TURISTICAS HOTEL LAS PALMERAS S.A.C.,20567140068,OTROS SERVICIOS,BANCA MULTIPLE,BCP,101010,95959.5,LORETO,Sociedad Anonima Cerrada,Activo,9/25/2013,6,tier2
MULTIVENTAS SAYLENI E.I.R .L.,20567183468,COMERCIO,BANCA MULTIPLE,BCP,277874,263980.3,LORETO,Empresa Individual de Resp. Ltda,Activo,1/24/2014,6,tier2
BOTICA Y LABORATORIO CLIN ICO MARIFARMA S.R.L,20572186491,COMERCIO,BANCA MULTIPLE,BCP,3327,3260.46,LORETO,Soc.Com.Respons. Ltda,Activo,4/24/2014,6,tier2
MODAS EXCLUSIVAS EIRL,20493406486,COMERCIO,BANCA MULTIPLE,BCP,35438,33666.1,LORETO,Empresa Individual de Resp. Ltda,Activo,9/1/2014,5,tier2
SERVICIOS GENERALES L & L EMPRESA INDIVIDUAL DE RE SPONSABILIDAD LIMITADA,20600180976,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,61901,58805.95,LORETO,Empresa Individual de Resp. Ltda,Activo,3/2/2015,5,tier2
MULTIVENTAS MATEO E.I.R.L.,20600207467,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,130000,123500,LORETO,Empresa Individual de Resp. Ltda,Activo,3/11/2015,5,tier2
NEGOCIOS Y SERVICIOS GENERALES VON BANCE LS SCRL,20600323858,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,25000,24500,LORETO,Soc.Com.Respons. Ltda,Activo,5/1/2015,4,tier3
CENTRO ESPECIALIZADOS DE IMAGENES MEDICA S EIRL,20600309065,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BANCO BBVA PERU,40000,38000,LORETO,Empresa Individual de Resp. Ltda,Activo,5/1/2015,4,tier3
ESTACION Y MULTISERVICIOS ECOPETRO EIRL,20600346424,COMERCIO,BANCA MULTIPLE,MIBANCO,125840,119548,LORETO,Empresa Individual de Resp. Ltda,Activo,5/5/2015,4,tier3
INVERSIONES WINORKEY EIRL,20600435613,CONSTRUCCION,BANCA MULTIPLE,BANCO BBVA PERU,174000,165300,LORETO,Empresa Individual de Resp. Ltda,Activo,6/8/2015,4,tier3
RAID-DEL E.I.R.L.,20600533275,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BANCO BBVA PERU,136000,129200,LORETO,Empresa Individual de Resp. Ltda,Activo,7/16/2015,4,tier3
GRUPO OFTALMOLOGICO LASER EIRL.,20600678613,COMERCIO,BANCA MULTIPLE,BCP,50748,48210.6,LORETO,Empresa Individual de Resp. Ltda,Activo,10/1/2015,4,tier3
T & S PERCOL E.I.R.L.,20600731808,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,45167,42908.65,LORETO,Empresa Individual de Resp. Ltda,Activo,11/1/2015,4,tier3
ADERS CORPORATION S.A.C.,20600784651,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,120000,114000,LORETO,Sociedad Anonima Cerrada,Activo,11/4/2015,4,tier3
INVERSIONES IQUITOS PLAST E.I.R.L.,20600802195,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,115000,109250,LORETO,Empresa Individual de Resp. Ltda,Activo,11/11/2015,4,tier3
LA CASA DE LAS ENCHILADAS E.I.R.L.,20601147352,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,369744,332769.6,LORETO,Empresa Individual de Resp. Ltda,Activo,5/1/2016,3,tier3
MANUFACTURAS APAGUENO E.I .R.L.,20601255155,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,14725,14430.5,LORETO,Empresa Individual de Resp. Ltda,Activo,6/1/2016,3,tier3
INVERSIONES A & J VELASQUEZ E.I.R.L.,20601239613,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,200000,190000,LORETO,Empresa Individual de Resp. Ltda,Activo,6/1/2016,3,tier3
BRIGA SERVICIOS GENERALES S.A.C.,20601397979,OTROS SERVICIOS,BANCA MULTIPLE,BCP,29434,28845.32,LORETO,Sociedad Anonima Cerrada,Activo,8/2/2016,3,tier3
LA CASA PLAST EIRL,20601529361,COMERCIO,BANCA MULTIPLE,BCP,935627,842064.3,LORETO,Sociedad Anonima Cerrada,Activo,9/26/2016,3,tier3
COMERCIALIZADORA EL PUMA E.I.R.L.,20601655064,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,156000,148200,LORETO,Empresa Individual de Resp. Ltda,Activo,12/1/2016,3,tier3
CONEXIONES E INSTALACIONES DE LA SELVA E.I.R.L.,20601790361,OTROS SERVICIOS,BANCA MULTIPLE,BANCO BBVA PERU,38000,36100,LORETO,Empresa Individual de Resp. Ltda,Activo,1/10/2017,3,tier3
GROUP INVERSIONES JUDOGA EIRL,20601812992,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,1470000,1323000,LORETO,Empresa Individual de Resp. Ltda,Activo,1/16/2017,3,tier3
INVERSIONES Y NEGOCIOS JAIMITO EIRL,20602074618,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,18000,17640,LORETO,Empresa Individual de Resp. Ltda,Activo,4/26/2017,3,tier3
PROVEEDORA DEL SUR E.I.R. L.,20230767131,COMERCIO,BANCA MULTIPLE,BCP,1137785,1024006.5,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,12/9/1994,25,tier1
TRANSPORTES ARAGON SAC,20337407278,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,300000,285000,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,12/2/1996,23,tier1
INSUMOS INDUSTRIAL POLO S .R.LTDA.,20350402269,COMERCIO,BANCA MULTIPLE,BCP,195135,185378.25,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,10/6/1998,21,tier1
FORESTAL OTORONGO S.A.C,20484479616,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,3385000,3046500,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,2/11/2000,20,tier1
DIMACO E.I.R.L,20526701012,COMERCIO,BANCA MULTIPLE,BCP,406738,366064.2,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,12/1/2000,19,tier1
FRIGORIFICO MANU EIRL,20526896191,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,SCOTIABANK,127000,120650,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,3/1/2001,19,tier1
SALVACION S.R.L.,20527465070,COMERCIO,BANCA MULTIPLE,BCP,54204,51493.8,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,3/1/2005,15,tier1
PERU AMAZONICO E.I.R.L,20527655529,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,34778,33039.1,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,4/3/2006,14,tier1
BOTICA SANTA BEATRIZ S.A. C.,20527660107,COMERCIO,BANCA MULTIPLE,BCP,443347,399012.3,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,4/18/2006,14,tier1
TRANSPORTES DON ARMANDO S.R.L.,20527678065,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,72000,68400,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,6/1/2006,13,tier1
DISTRIBUCIONES YAMAMOTO COMPANY E.I.R.L,20527684898,COMERCIO,BANCA MULTIPLE,SCOTIABANK,285000,270750,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,6/1/2006,13,tier1
DISTRIBUIDORA SENOR DE POTOSI S.R.L.,20527948461,COMERCIO,BANCA MULTIPLE,BCP,2777407,2499666.3,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,10/16/2007,12,tier1
MULTISERVICIOS JHON ANDER SON E.I.R.L.,20528035869,COMERCIO,BANCA MULTIPLE,BCP,175305,166539.75,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,1/4/2008,12,tier1
COMEXSU S.A.,20450564738,COMERCIO,BANCA MULTIPLE,BCP,103830,98638.5,MADRE DE DIOS,Sociedad Anonima,Activo,6/12/2008,11,tier1
MULTISERVICIOS SANTA INES E.I.R.L.,20450551326,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",CMAC,CMAC CUSCO,825000,742500,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,10/6/2008,11,tier1
INVERSIONES TURISTICAS BA AWAJA EXPEDITIONS S.A.C,20450689603,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,109572,104093.4,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,4/1/2009,11,tier1
MULTISERVICIOS URUBAMBA S AC MUR SAC,20490032852,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,79687,75702.65,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,9/1/2009,10,tier1
INVERSIONES RUPER SRL,20490167944,COMERCIO,BANCA MULTIPLE,BCP,92878,88234.1,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,2/8/2010,10,tier1
COMERCIAL LIDO RAMOS E.I.R.L.,20490395220,COMERCIO,CMAC,CMAC CUSCO,39000,37050,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,1/1/2011,9,tier2
GRIFO CHANCAYANA SAC,20490437593,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,383261,344934.9,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,2/15/2011,9,tier2
KAJOMA INVERSIONES EIRL,20490451588,COMERCIO,BANCA MULTIPLE,BCP,21973,21533.54,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,2/15/2011,9,tier2
SERVICENTRO JESUS MARIA E.I.R.L.-SERVICENTRO JESUS MARIA EIRL,20490645277,OTROS SERVICIOS,CMAC,CMAC CUSCO,370000,333000,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,9/1/2011,8,tier2
MARCELO MOTOR S E.I.R.L.,20490584979,COMERCIO,BANCA MULTIPLE,BCP,26752,26216.96,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,10/22/2011,8,tier2
PLACACENTRO TAMBOPATA SOC IEDAD ANONIMA CERRADA,20490822314,COMERCIO,BANCA MULTIPLE,BCP,28699,28125.02,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,3/1/2012,8,tier2
VETERINARIA ANIMALANDIA E .I.R.L.,20490827898,COMERCIO,BANCA MULTIPLE,BCP,22585,22133.3,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,3/1/2012,8,tier2
ELECTRO ARENAS EIRL,20490889907,COMERCIO,BANCA MULTIPLE,BCP,74926,71179.7,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,4/11/2012,8,tier2
AURIFERA OLFEWIM S.A.C,20490916131,MINERIA,BANCA MULTIPLE,BCP,263586,250406.7,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,5/3/2012,7,tier2
INVERSIONES WILMERS S.C.R.L. - INVERSIONES WILMERS S.R.L.,20490922459,COMERCIO,CMAC,CMAC CUSCO,478100,430290,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,5/3/2012,7,tier2
EMPRESA DE TRANSPORTES MORALES DEL SUR EXPRESS S.A.C.,20490775723,COMERCIO,CMAC,CMAC CUSCO,700000,630000,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,6/28/2012,7,tier2
MADERAS INTEROCEANICO E.I .R.L,20491148692,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,5091,4989.18,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,10/17/2012,7,tier2
VIDRIOTEK MALDONADO EIRL,20563890160,INDUSTRIA MANUFACTURERA,CMAC,CMAC CUSCO,61900,58805,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,4/1/2013,7,tier2
GRIFO ALICIA E.I.R.L.,20563945088,COMERCIO,CMAC,CMAC CUSCO,348000,313200,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,5/6/2013,6,tier2
INVERSIONES TURISTICAS LE NA & CARBON E.I.R.L.,20527815313,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,13998,13718.04,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,6/15/2013,6,tier2
CABLESAC EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIM,20542806703,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,MIBANCO,13599,13327.02,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,11/7/2013,6,tier2
TAMBOPATA JUNGLE TOURS PE RU S.C.R.L.,20542847647,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,34220,32509,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,8/13/2014,5,tier2
TECNICAS CONSTRUCTIVAS Y REPRESENTACIONES SAC,20490546376,INDUSTRIA MANUFACTURERA,CMAC,CMAC CUSCO,67000,63650,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,9/12/2014,5,tier2
MULTISERVICIOS GENERALES MAJO EMPRESA INDIVIDUAL D E RESPONSABILIDAD LIMITAD,20542855071,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,35533,33756.35,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,11/1/2014,5,tier2
MAVIZU E I R L,20542858843,COMERCIO,BANCA MULTIPLE,SCOTIABANK,164000,155800,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,12/3/2014,5,tier2
REPUESTOS FLORES EIRL,20600121473,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,75893,72098.35,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,2/9/2015,5,tier2
INVERSIONES TURISTICO LA CASA VIKINGO SRL,20600196368,COMERCIO,CMAC,CMAC CUSCO,140000,133000,MADRE DE DIOS,Soc.Com.Respons. Ltda,Activo,3/6/2015,5,tier2
INVERSIONES MANU DIESEL S .A.C.,20600808151,COMERCIO,BANCA MULTIPLE,BCP,106260,100947,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,12/1/2015,4,tier3
INVERSIONES ROMAFIH EMPRE SA INDIVIDUAL DE RESPONSA BILIDAD LIMITADA,20601179173,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,133444,126771.8,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,5/1/2016,3,tier3
LUPUNA DISTRIBUCIONES S.A .C.,20601404398,COMERCIO,BANCA MULTIPLE,BCP,527833,475049.7,MADRE DE DIOS,Sociedad Anonima Cerrada,Activo,8/4/2016,3,tier3
COPASU E.I.R.L.,20528088806,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,30565,29036.75,MADRE DE DIOS,Empresa Individual de Resp. Ltda,Activo,10/19/2016,3,tier3
