"GENERO","EDAD","MERITO","UNIVERSIDAD","UBICACION_U","PRACTICAS","NUMERO_DE_PERSONAS","ETNIA","BECADO","VIVIENDA","P_SUELDO","INGRESO_SECU_IND","INGRESO_SECU_DEP","INGRESO_OCUPACIÓN_IND","INGRESO_OCUPACIÓN_DEP","FINANCIAMIENTO_F","PRESTAMO_BANCO","CARRERA","NOMBRE_U","T_TRABAJO","CAR_TRA","EMPLEO"
"Masculino","Sí","NO","Privada","LIMA",NA,NA,"Mestizo","No","Independiente","1001 a 1500",0,0,0,5000,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TRUJILLO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,5,"Mestizo","No","Departamento","751 a 1000",600,0,0,1500,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL DE TRUJILLO","No busco trabajo","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LIMA",1,3,"Mestizo","No","Departamento",NA,0,0,0,5000,"No","No","INGENIERÍA MECATRÓNICA","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",1,3,"No sabe","No","Independiente",NA,0,0,4500,0,"Sí","No","ODONTOLOGÍA","UNIVERSIDAD PRIVADA DE HUÁNUCO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","CUSCO",2,2,"Mestizo","No","Independiente","1501 a 2500",0,0,0,3300,"Sí","No","PSICOLOGÍA","UNIVERSIDAD CATÓLICA DE TRUJILLO","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,3500,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD PRIVADA JUAN PABLO II","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","AREQUIPA",2,5,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LA LIBERTAD",3,3,"Mestizo","No","Independiente",NA,0,101.033333333333,0,1250,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD ALAS PERUANAS",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,2,"Mestizo","No","Independiente","Hasta 750",0,0,900,0,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE UCAYALI","Menos de un mes","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",1,4,"Blanco","No","Departamento",NA,0,0,0,1800,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",1,5,"Blanco","No","Independiente","751 a 1000",200,0,800,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Departamento",NA,0,0,0,649.5,"Sí","No","INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","UNIVERSIDAD NACIONAL DE SAN MARTÍN",NA,"No","Sí"
"Masculino","Sí","Tercio Superior","Pública","PUNO",1,5,"Aymara","No","Independiente",NA,0,0,0,1500,"Sí","No","OBSTETRICIA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",1,1,"Quechua","No","Independiente","Hasta 750",0,0,2500,0,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD CATÓLICA SANTA MARÍA","Menos de un mes","Sí","No"
"Femenino","Sí","Quinto Superior","Privada","LIMA",2,2,"Mestizo","No","Independiente",NA,1500,0,0,1500,"Sí","No","ESTOMATOLOGÍA","UNIVERSIDAD NACIONAL DE CAJAMARCA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,5,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","ANCASH",NA,NA,"Mestizo","No","Independiente","1001 a 1500",640,0,0,1300,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD DE LIMA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LAMBAYEQUE",2,3,"Mestizo","No","Independiente",NA,0,0,140,0,"Sí","No","IDIOMAS","UNIVERSIDAD NACIONAL DE JAÉN",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LAMBAYEQUE",1,5,"Negro/mulato/zambo","No","Independiente",NA,0,0,0,1800,"Sí","No","INGENIERÍA MECÁNICA ELÉCTRICA (INGENIERÍA MECÁNICA- ELÉCTRICA E INGENIERÍA MECÁNICA Y ELÉCTRICA)","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LIMA",1,2,"Mestizo","No","Independiente",NA,0,0,0,1515.5,"Sí","No","INGENIERÍA AMBIENTAL","UNIVERSIDAD NACIONAL TECNOLÓGICA DEL CONO SUR DE LIMA",NA,"No","Sí"
"Masculino","Sí","NO","Pública","ANCASH",3,5,"Mestizo","No","Independiente",NA,840,0,0,1450,"Sí","No","BIOLOGÍA EN ACUICULTURA","UNIVERSIDAD NACIONAL SAN LUIS GONZAGA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","CUSCO",4,1,"Quechua","No","Independiente","751 a 1000",0,0,0,680,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","PIURA",2,2,"Mestizo","No","Independiente","1501 a 2500",0,0,0,1800,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ","No busco trabajo","Sí","Sí"
"Masculino","Sí","NO","Privada","LA LIBERTAD",1,1,"Negro/mulato/zambo","No","Independiente","751 a 1000",0,0,0,1000,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD PRIVADA SAN PEDRO","Entre uno a dos años","No","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,5000,"Sí","No","INGENIERÍA INDUSTRIAL Y COMERCIAL","UNIVERSIDAD CIENTÍFICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",3,4,"Blanco","No","Departamento",NA,0,0,0,3050,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",3,3,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","VETERINARIA Y ZOOTECNIA","UNIVERSIDAD INCA GARCILASO DE LA VEGA",NA,NA,"No"
"Femenino","Sí","Tercio Superior","Privada","LA LIBERTAD",4,5,"Mestizo","No","Independiente",NA,0,700,0,1300,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE JAÉN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,1,"Mestizo","No","Independiente","3501 a 4500",0,0,0,2000,"Sí","No","ARQUITECTURA","UNIVERSIDAD NACIONAL DE UCAYALI","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,4,"Mestizo","No","Departamento",NA,0,0,0,1800,"Sí","No","ARTE Y DISEÑO EMPRESARIAL","UNIVERSIDAD CIENTÍFICA DEL PERÚ",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","ANCASH",1,1,"Mestizo","No","Independiente","1001 a 1500",0,400,0,1000,"Sí","No","INGENIERÍA AGRÍCOLA","UNIVERSIDAD NACIONAL DE JULIACA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","AYACUCHO",1,5,"Quechua","No","Departamento","Hasta 750",1200,0,0,1400,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","CAJAMARCA",1,5,"Mestizo","No","Independiente",NA,0,0,0,2700,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","CUSCO",2,1,"Mestizo","No","Independiente","751 a 1000",0,0,2400,0,"Sí","No","PSICOLOGÍA","UNIVERSIDAD CATÓLICA DE TRUJILLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",3,5,"No sabe","No","Independiente",NA,0,0,0,1000,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","FACULTAD DE TEOLOGÍA PONTIFICIA Y CIVIL DE LIMA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","AMAZONAS",5,1,"Mestizo","No","Independiente",NA,0,350,0,1008,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD PRIVADA DEL NORTE",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LA LIBERTAD",1,1,"Quechua","No","Independiente",NA,0,0,2200,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD PRIVADA PERUANO ALEMANA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","SAN MARTIN",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,1500,0,"Sí","No","ARQUITECTURA Y URBANISMO","UNIVERSIDAD NACIONAL DE CHOTA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",NA,NA,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","TURISMO, HOTELERÍA Y GASTRONOMÍA","UNIVERSIDAD CIENTÍFICA DEL SUR","Entre 3 a 6 meses","No","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,1,"Negro/mulato/zambo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","UNIVERSIDAD NACIONAL DE TUMBES",NA,NA,"No"
"Masculino","Sí","Tercio Superior","Privada","LA LIBERTAD",1,1,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD PRIVADA PERUANO ALEMANA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,1300,"Sí","No","ADMINISTRACIÓN DE SERVICIOS TURÍSTICOS    (ADMINISTRACIÓN Y SERVICIOS TURÍSTICOS)","UNIVERSIDAD CIENCIAS DE LA SALUD","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LAMBAYEQUE",1,6,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,NA,"No"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,2,"Mestizo","No","Independiente",NA,0,700,0,1000,"Sí","No","PSICOLOGÍA HUMANA","UNIVERSIDAD NACIONAL DE SAN MARTÍN",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","MADRE DE DIOS",2,5,"Mestizo","No","Independiente","Hasta 750",433,0,300,0,"Sí","No","EDUCACIÓN SECUNDARIA - MATEMÁTICA E INFORMÁTICA","UNIVERSIDAD LATINOAMERICA DE CIMA","Entre 1 a 3 meses","No","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente","2501 a 3500",0,0,0,1200,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE TRUJILLO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,3,"Mestizo","No","Departamento",NA,0,0,0,3000,"Sí","No","ARQUITECTURA","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",NA,NA,"Mestizo","No","Departamento","Hasta 750",0,0,0,4000,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","CALLAO",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1700,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","ANCASH",2,1,"Mestizo","No","Departamento","Hasta 750",0,0,5000,0,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DE JULIACA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","ANCASH",4,6,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1400,"Sí","No","EDUCACIÓN SECUNDARIA","UNIVERSIDAD NACIONAL SAN LUIS GONZAGA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","AREQUIPA",3,1,"Quechua","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE FRONTERA","Entre 1 a 3 meses",NA,"No"
"Masculino","Sí","Tercio Superior","Privada","ICA",1,1,"Blanco","No","Independiente",NA,0,0,0,2400,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PERUANA UNIÓN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LAMBAYEQUE",1,5,"Mestizo","No","Independiente",NA,0,0,0,2258,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",3,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TUMBES","Entre 1 a 3 meses",NA,"No"
"Masculino","Sí","NO","Privada","LORETO",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,3000,"Sí","No","ARQUITECTURA Y URBANISMO","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","LORETO",1,4,"Mestizo","No","Independiente",NA,0,0,0,2100,"Sí","No","INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","UNIVERSIDAD CATÓLICA SAN PABLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","MOQUEGUA",1,5,"Mestizo","No","Independiente",NA,0,0,0,1100,"Sí","No","CONTABILIDAD","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,"No","Sí"
"Femenino","Sí","Tercio Superior","Privada","PUNO",4,6,"No sabe","No","Independiente","1001 a 1500",0,0,0,800,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE SAN MARTÍN","No busco trabajo","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","HUANCAVELICA",2,5,"Mestizo","No","Independiente",NA,0,0,0,2400,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE MOQUEGUA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","MOQUEGUA",1,1,"Aymara","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,NA,"No"
"Femenino","Sí","NO","Privada","PIURA",1,1,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","DERECHO","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,NA,"No"
"Femenino","Sí","Quinto Superior","Privada","PIURA",3,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","EDUCACIÓN INICIAL","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","NO","Privada","PIURA",3,5,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,NA,"No"
"Femenino","Sí","NO","Pública","PIURA",1,2,"Mestizo","No","Independiente",NA,0,0,0,2200,"Sí","No","INGENIERÍA INFORMÁTICA","UNIVERSIDAD ANDINA DEL CUSCO",NA,"No","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",4,1,"Blanco","No","Independiente","Hasta 750",0,0,0,1100,"Sí","No","EDUCACIÓN SECUNDARIA - FILOSOFÍA Y RELIGIÓN","UNIVERSIDAD AUTONOMA SAN FRANCISCO","No busco trabajo","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",3,1,"Quechua","No","Independiente",NA,0,0,0,2000,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD PRIVADA SAN CARLOS",NA,"No","Sí"
"Femenino","Sí","Tercio Superior","Pública","AREQUIPA",1,5,"Mestizo","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","BIOLOGÍA","UNIVERSIDAD NACIONAL DE FRONTERA","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Pública","HUANUCO",1,3,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","CONTABILIDAD","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","PUNO",5,2,"Quechua","No","Independiente",NA,0,0,0,2164,"Sí","Si","ODONTOLOGÍA","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",2,2,"Mestizo","No","Independiente","Hasta 750",0,0,2500,0,"Sí","No","ARQUITECTURA","UNIVERSIDAD NACIONAL DEL ALTIPLANO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","AYACUCHO",3,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,866,"No","No","TRABAJO SOCIAL","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ","Menos de un mes","Sí","No"
"Femenino","Sí","NO","Privada","CAJAMARCA",2,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,700,"Sí","No","PSICOLOGÍA","UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","LA LIBERTAD",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD ALAS PERUANAS","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","TACNA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,4,"Blanco","No","Departamento","Hasta 750",0,0,0,3000,"Sí","No","CIENCIAS DE LA COMUNICACIÓN Y PUBLICIDAD","UNIVERSIDAD NACIONAL DE CAÑETE","No busco trabajo","Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,2500,0,"Sí","No","COMUNICACIONES (COMUNICACIÓN)","UNIVERSIDAD CIENTÍFICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","HUANUCO",1,5,"Blanco","No","Independiente",NA,0,0,0,1200,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","HUANUCO",1,4,"Mestizo","No","Independiente",NA,0,0,0,2600,"Sí","No","OBSTETRICIA","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LIMA",1,1,"Mestizo","No","Independiente",NA,0,0,0,3200,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,5,"Mestizo","No","Independiente","1001 a 1500",350,0,0,500,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL DE UCAYALI","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,2,"Mestizo","No","Independiente",NA,0,0,5000,0,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","No"
"Femenino","Sí","NO","Privada","PUNO",2,5,"Quechua","No","Independiente",NA,0,0,0,800,"Sí","No","COMUNICACIONES (COMUNICACIÓN)","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL DE TRUJILLO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LAMBAYEQUE",2,4,"Mestizo","No","Departamento",NA,400,0,0,4000,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD ESAN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",2,4,"No sabe","No","Independiente",NA,0,0,0,800,"Sí","No","PSICOLOGÍA","UNIVERSIDAD CONTINENTAL DE CIENCIA E INGENIERÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","TACNA",1,2,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","UNIVERSIDAD NACIONAL DE INGENIERÍA",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",1,5,"Mestizo","No","Independiente",NA,0,0,0,3600,"Sí","No","GESTIÓN Y ALTA DIRECCIÓN","UNIVERSIDAD NACIONAL DE CAÑETE",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,3,"Mestizo","No","Independiente","751 a 1000",0,0,0,1200,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE CAJAMARCA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","PIURA",1,5,"Mestizo","No","Departamento",NA,0,0,0,1800,"Sí","No","INGENIERÍA INDUSTRIAL Y SISTEMAS","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","HUANCAVELICA",1,5,"Mestizo","No","Independiente","1501 a 2500",0,0,0,3000,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE MOQUEGUA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LAMBAYEQUE",2,2,"Mestizo","No","Independiente","1501 a 2500",0,0,0,2200,"Sí","No","ENFERMERÍA","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",1,4,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",1,2,"Mestizo","No","Independiente","1001 a 1500",0,0,0,4500,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA","No busco trabajo","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","AREQUIPA",3,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,1400,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL DEL ALTIPLANO","Entre uno a dos años","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",3,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,2000,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","No busco trabajo","No","Sí"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",2,2,"Mestizo","No","Independiente",NA,0,0,0,1800,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",2,2,"Mestizo","No","Independiente",NA,0,1500,0,2000,"Sí","No","INGENIERÍA INFORMÁTICA","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",2,4,"Mestizo","No","Independiente",NA,0,0,0,750,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",2,2,"Blanco","No","Independiente",NA,0,0,0,1400,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE UCAYALI",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,1,"Blanco","No","Independiente",NA,0,0,0,1000,"Sí","No","ADMINISTRACIÓN TURÍSTICA HOTELERA    (ADMINISTRACIÓN TURÍSTICO – HOTELERA)","UNIVERSIDAD PRIVADA JUAN PABLO II",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,5,"Mestizo","No","Independiente",NA,0,0,0,1400,"Sí","No","ADMINISTRACIÓN Y SISTEMAS","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,3,"Mestizo","No","Independiente",NA,0,0,0,2200,"Sí","No","MARKETING Y NEGOCIOS INTERNACIONALES","UNIVERSIDAD NACIONAL DE SAN MARTÍN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","TACNA",1,3,"Negro/mulato/zambo","No","Independiente","2501 a 3500",0,0,0,700,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD NACIONAL DE INGENIERÍA","Meses a menos de un año","Sí","No"
"Masculino","Sí","NO","Privada","LIMA",1,3,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",3,4,"No sabe","No","Departamento","1001 a 1500",0,0,2500,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD NACIONAL DE SAN MARTÍN","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,4,"Mestizo","No","Quinta","Hasta 750",0,0,0,950,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL DE PIURA","Menos de un mes","Sí","Sí"
