"GENERO","MINEDAD","CAP300P324A","SELECT_UNI_GESTION","NOMBRECCDD","CAP300P351","CAP300P353","CAP400P473","CAP300P319_4","CAP100P101","CAP400P472","CAP400P441_MONE","CAP400P440_MONE","CAP400P437_MONE","CAP400P436_MONE","CAP300P319_2","CAP300P319_5","CAP300P312","SELECT_UNI","CAP400P469","CAP400P406","CAP400P401"
2,1,1,2,"LIMA",9,5,6,2,1,3,0,0,0,0,1,2,"ENFERMERÍA","U0005",4,NA,2
2,1,NA,2,"LIMA",3,2,6,2,1,NA,0,0,0,2600,1,2,"ARQUITECTURA","U0025",NA,1,1
2,1,NA,2,"LAMBAYEQUE",1,1,6,2,1,NA,0,0,0,0,2,2,"ADMINISTRACIÓN DE EMPRESAS","U0063",NA,NA,2
2,1,NA,2,"LAMBAYEQUE",1,4,6,2,1,NA,0,0,0,0,1,2,"OBSTETRICIA","U0054",NA,NA,2
1,1,1,2,"AREQUIPA",NA,NA,6,2,1,1,0,0,0,1200,1,2,"INGENIERÍA MECATRÓNICA","U0017",2,1,1
2,1,1,2,"AREQUIPA",3,5,6,2,1,NA,0,0,1500,0,1,2,"OBSTETRICIA","U0017",NA,2,1
2,1,NA,2,"ICA",2,1,6,2,1,NA,0,0,0,900,1,1,"ENFERMERÍA","U0060",NA,1,1
2,1,NA,2,"ANCASH",1,6,6,2,1,1,0,0,0,2500,1,2,"ARQUITECTURA Y URBANISMO","U0023",6,1,1
2,1,2,1,"JUNIN",3,4,1,2,1,NA,0,0,0,1300,1,2,"EDUCACIÓN SECUNDARIA","U0021",NA,1,1
2,1,NA,2,"SAN MARTIN",2,3,6,2,1,4,0,0,0,0,1,2,"CONTABILIDAD Y FINANZAS","U0013",6,NA,2
2,1,NA,2,"LIMA",1,4,5,2,2,NA,0,0,0,3000,1,2,"ECONOMÍA","U0025",NA,1,1
1,1,NA,2,"JUNIN",2,5,6,2,1,NA,0,0,0,2400,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0057",NA,2,1
2,1,NA,1,"LIMA",1,2,6,2,1,NA,0,0,0,2500,1,2,"ZOOTECNIA","U0041",NA,1,1
1,1,NA,2,"LIMA",1,1,1,2,1,NA,0,0,0,1200,1,2,"CONTABILIDAD","U0023",NA,1,1
1,1,NA,2,"AREQUIPA",NA,NA,6,2,1,NA,0,0,0,1200,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0076",NA,1,1
1,1,2,1,"CAJAMARCA",2,5,6,2,1,NA,0,0,0,200,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0028",NA,1,1
2,1,NA,2,"LAMBAYEQUE",2,5,3,2,2,3,0,0,0,948,1,2,"INGENIERÍA AGROINDUSTRIAL Y COMERCIO EXTERIOR","U0079",1,1,1
1,1,NA,1,"CUSCO",1,1,1,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA ELÉCTRICA","U0044",NA,1,1
2,1,1,2,"JUNIN",1,4,6,2,1,NA,0,0,0,2000,1,2,"ENFERMERÍA","U0011",NA,1,1
2,1,NA,2,"LORETO",1,5,6,2,1,NA,750,0,3000,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0089",NA,2,1
2,1,1,1,"TACNA",NA,NA,1,2,1,NA,0,0,0,5400,1,2,"MEDICINA HUMANA","U0024",NA,1,1
2,1,NA,1,"JUNIN",1,4,1,2,1,2,0,0,400,0,2,2,"CIENCIAS DE LA COMUNICACIÓN","U0021",1,2,2
2,1,1,2,"LIMA",1,4,6,2,1,NA,0,0,0,1200,1,2,"PSICOLOGÍA","U0124",NA,1,1
2,1,1,1,"AYACUCHO",3,3,1,2,3,1,0,0,0,750,1,2,"EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","U0019",6,1,1
2,1,NA,2,"APURIMAC",2,5,1,2,1,2,0,0,0,3700,1,2,"ENFERMERÍA","U0125",2,1,1
2,1,NA,2,"APURIMAC",1,3,1,2,1,3,0,0,0,2200,1,2,"CONTABILIDAD","U0125",2,1,1
2,1,NA,2,"AREQUIPA",2,5,6,2,1,1,0,0,0,1000,1,2,"DERECHO","U0059",2,1,1
2,1,NA,1,"CAJAMARCA",1,1,6,2,2,NA,0,0,0,3500,1,2,"ECONOMÍA","U0028",NA,1,1
2,1,NA,2,"CUSCO",1,4,6,2,2,NA,0,0,0,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0049",NA,NA,2
2,1,1,1,"CUSCO",NA,NA,1,2,1,NA,0,649.5,0,1300,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0044",NA,2,1
1,1,1,2,"JUNIN",1,1,1,2,1,NA,0,700,0,1200,1,2,"ADMINISTRACIÓN","U0057",NA,1,1
2,1,1,2,"PUNO",3,5,1,2,1,NA,0,0,0,1200,1,2,"CONTABILIDAD","U0013",NA,1,1
2,1,2,2,"LIMA",1,5,5,2,1,4,0,0,0,3000,1,2,"INGENIERÍA INDUSTRIAL","U0003",3,1,1
1,1,NA,1,"APURIMAC",2,4,1,2,1,4,0,0,0,1400,1,2,"INGENIERÍA DE MINAS","U0103",4,1,1
1,1,NA,2,"LA LIBERTAD",1,1,6,2,1,2,0,0,0,1600,1,2,"INGENIERÍA INDUSTRIAL","U0127",2,1,1
2,1,3,2,"LORETO",1,1,5,2,1,NA,0,0,0,1500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0001",NA,2,1
1,1,NA,2,"LIMA",2,1,5,2,2,2,0,0,0,1500,1,2,"COMUNICACIÓN AUDIOVISUAL","U0033",2,1,1
1,1,NA,1,"HUANCAVELICA",2,5,1,2,1,3,0,0,0,1200,1,2,"INGENIERÍA AGROINDUSTRIAL","U0038",1,1,1
2,1,1,2,"LIMA",1,3,5,2,1,NA,0,0,0,0,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0065",NA,NA,2
1,1,1,1,"CUSCO",NA,NA,1,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA CIVIL","U0044",NA,1,1
1,1,NA,2,"ICA",3,5,6,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA DE SISTEMAS","U0073",NA,1,1
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,1500,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0015",NA,1,1
1,1,2,2,"PIURA",1,3,4,2,1,NA,0,0,0,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0047",NA,NA,2
2,1,1,2,"LIMA",1,4,6,2,1,NA,0,0,0,1500,1,2,"TURISMO Y HOTELERÍA","U0014",NA,1,1
2,1,NA,2,"LIMA",1,4,1,2,1,NA,0,0,0,1200,1,2,"ODONTOLOGÍA","U0124",NA,1,1
2,1,2,2,"LIMA",1,3,4,2,1,NA,1000,0,0,1200,1,2,"BIOLOGÍA","U0005",NA,1,1
1,1,2,2,"LIMA",NA,NA,6,2,1,NA,0,0,0,800,1,2,"INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","U0093",NA,2,1
2,1,NA,2,"LIMA",3,4,6,2,1,NA,1000,0,0,4000,1,2,"OBSTETRICIA","U0056",NA,1,1
2,1,NA,1,"LIMA",2,2,6,2,1,3,0,0,0,0,1,2,"NUTRICIÓN","U0040",1,NA,2
2,1,NA,1,"JUNIN",1,5,1,2,1,1,0,0,0,900,1,2,"INGENIERÍA AGROINDUSTRIAL","U0021",6,2,1
1,1,NA,2,"LIMA",5,2,1,2,1,1,0,0,0,700,1,2,"EDUCACIÓN SECUNDARIA","U0124",2,1,1
1,1,NA,2,"LAMBAYEQUE",1,1,6,2,2,NA,0,0,0,750,2,2,"DERECHO","U0079",NA,2,1
1,1,2,1,"MOQUEGUA",2,2,2,2,1,4,0,0,0,5000,1,2,"INGENIERÍA DE MINAS","U0069",3,1,1
2,1,NA,1,"CUSCO",NA,NA,1,2,1,NA,0,0,0,1300,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0020",NA,1,1
1,1,NA,1,"TACNA",1,1,6,2,1,NA,750,0,0,1400,1,2,"ECONOMÍA AGRARIA","U0024",NA,1,1
1,1,1,1,"LAMBAYEQUE",1,3,5,2,1,NA,0,0,0,2700,1,2,"INGENIERÍA ELECTRÓNICA","U0002",NA,1,1
2,1,1,2,"LIMA",3,3,6,2,1,2,0,0,0,2000,1,2,"TECNOLOGÍA MÉDICA","U0005",3,1,1
1,1,3,2,"LIMA",4,3,5,2,2,3,0,945,0,500,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0065",2,1,1
1,1,NA,1,"ANCASH",3,1,6,2,1,NA,0,0,0,0,1,2,"CIENCIAS DE LA COMUNICACIÓN SOCIAL   (COMUNICACIÓN SOCIAL)","U0029",NA,NA,2
2,1,NA,1,"APURIMAC",2,3,1,2,1,NA,0,0,700,0,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0103",NA,1,2
2,1,NA,1,"HUANCAVELICA",2,5,6,2,1,2,0,0,0,1425,1,2,"CONTABILIDAD","U0038",2,1,1
2,1,1,2,"LIMA",1,2,6,2,1,3,0,0,0,3500,1,2,"ECONOMÍA","U0004",1,1,1
2,1,1,2,"LIMA",1,2,5,2,1,2,0,0,0,1400,1,2,"BIOLOGÍA","U0005",1,1,1
1,1,2,2,"LA LIBERTAD",1,1,6,2,1,3,0,0,0,2060,1,2,"INGENIERÍA ELECTRÓNICA","U0018",1,1,1
2,1,2,2,"LA LIBERTAD",1,5,6,2,1,NA,0,0,0,1500,1,2,"CONTABILIDAD Y FINANZAS","U0082",NA,1,1
2,1,1,1,"LIMA",1,1,1,2,1,1,0,0,0,1400,1,2,"ANTROPOLOGÍA","U0040",6,1,1
2,1,1,1,"AREQUIPA",2,2,6,2,1,3,0,0,0,1500,1,2,"INGENIERÍA PESQUERA","U0035",2,1,1
2,1,1,2,"CUSCO",6,5,1,2,1,1,0,0,0,900,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0049",6,1,1
2,1,NA,2,"HUANCAVELICA",3,1,6,2,1,1,0,0,0,1800,1,2,"PSICOLOGÍA","U0011",2,1,1
2,1,2,1,"AREQUIPA",NA,NA,6,2,1,4,0,0,0,1800,1,2,"INGENIERÍA QUÍMICA","U0035",1,1,1
2,1,1,2,"AREQUIPA",1,5,6,2,1,3,0,0,0,0,1,2,"INGENIERÍA INDUSTRIAL","U0017",2,NA,2
2,1,1,2,"LAMBAYEQUE",2,1,6,2,1,1,60,0,0,866,1,2,"PERIODISMO","U0054",4,2,1
1,1,NA,2,"LIMA",1,5,6,2,1,3,0,0,0,2000,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0128",2,1,2
1,1,2,2,"AREQUIPA",1,5,6,2,3,NA,0,0,0,4500,1,2,"INGENIERÍA INDUSTRIAL","U0076",NA,1,1
1,1,NA,1,"LORETO",3,4,6,2,1,2,0,0,0,2700,1,2,"EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","U0051",6,2,1
2,1,1,2,"LA LIBERTAD",1,1,6,2,1,NA,0,0,0,1500,1,2,"OBSTETRICIA","U0018",NA,1,1
2,1,2,1,"AYACUCHO",1,1,1,2,1,2,0,0,0,0,1,2,"CONTABILIDAD Y AUDITORIA","U0019",1,NA,2
1,1,NA,1,"LAMBAYEQUE",1,2,6,2,1,NA,0,0,0,1300,1,2,"EDUCACIÓN SECUNDARIA - IDIOMA EXTRANJERO/ORIGINARIO","U0002",NA,1,1
1,1,NA,1,"SAN MARTIN",3,2,6,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA - IDIOMA EXTRANJERO/ORIGINARIO","U0034",NA,NA,2
2,1,NA,2,"LIMA",2,3,6,2,1,NA,0,0,0,1600,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0016",NA,1,2
1,1,NA,2,"LIMA",2,5,5,2,1,NA,0,0,0,8000,1,2,"INGENIERÍA INDUSTRIAL","U0033",NA,1,1
2,1,NA,2,"LIMA",1,3,6,2,1,NA,0,0,0,0,1,2,"MEDICINA HUMANA","U0025",NA,NA,2
2,1,NA,1,"LIMA",7,3,1,2,1,1,0,0,0,0,1,2,"ENFERMERÍA","U0037",5,NA,2
2,1,NA,2,"ANCASH",3,5,1,2,1,1,0,700,0,1000,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0023",2,2,1
2,1,1,1,"LIMA",2,1,6,2,1,1,0,0,0,0,1,2,"ENFERMERÍA","U0015",1,NA,2
1,1,NA,2,"AREQUIPA",1,1,6,2,1,NA,0,0,0,750,1,2,"ESTOMATOLOGÍA","U0056",NA,1,1
1,1,1,1,"PUNO",7,5,1,2,1,NA,0,0,0,700,1,2,"EDUCACIÓN PRIMARIA","U0020",NA,1,1
2,1,2,1,"ANCASH",2,2,6,2,1,1,0,0,0,1299,1,2,"BIOLOGÍA EN ACUICULTURA","U0029",4,1,1
2,1,2,2,"AREQUIPA",1,1,6,2,1,NA,0,0,0,1500,1,2,"FARMACIA Y BIOQUÍMICA","U0017",NA,1,1
2,1,NA,2,"LIMA",1,1,1,2,1,NA,0,0,2000,0,1,2,"DERECHO","U0016",NA,1,1
2,1,NA,1,"LIMA",1,5,6,2,1,NA,1250,0,0,1000,1,2,"TERAPIA FÍSICA Y REHABILITACIÓN","U0040",NA,1,1
2,1,1,1,"LIMA",1,1,6,2,1,3,0,0,0,4000,1,2,"DERECHO","U0041",2,1,1
1,1,1,1,"LIMA",2,1,4,2,1,2,560,0,1815.78947368421,0,2,2,"ADMINISTRACIÓN DE EMPRESAS","U0015",2,1,1
2,1,1,2,"ICA",1,3,6,2,1,NA,0,0,0,1400,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0056",NA,1,2
1,1,1,1,"ICA",5,2,6,2,1,1,0,0,500,0,2,2,"INGENIERÍA SANITARIA Y AMBIENTAL","U0030",2,1,1
1,1,1,2,"LIMA",2,2,6,2,1,3,0,0,0,1600,1,2,"ADMINISTRACIÓN Y MARKETING","U0076",2,1,1
2,1,1,1,"CAJAMARCA",NA,NA,6,2,1,NA,0,0,0,0,1,2,"TURISMO Y HOTELERÍA","U0028",NA,NA,2
1,1,1,1,"LIMA",8,1,6,2,1,NA,0,0,0,2500,2,2,"MATEMÁTICA E INFORMÁTICA","U0048",NA,1,1
2,1,NA,1,"LIMA",2,2,6,2,1,NA,0,0,0,650,1,2,"EDUCACIÓN INICIAL","U0041",NA,1,1
1,1,NA,2,"ANCASH",2,4,1,2,1,1,0,300,0,1050,2,2,"ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS","U0058",3,2,1
2,1,2,1,"APURIMAC",3,1,1,2,1,NA,0,0,0,1150,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0105",NA,1,1
2,1,NA,2,"LAMBAYEQUE",4,5,6,2,1,NA,0,0,0,1036,1,2,"ENFERMERÍA","U0063",NA,1,1
2,1,1,1,"LIMA",1,5,6,2,1,NA,0,0,0,2400,1,2,"INGENIERÍA INFORMÁTICA","U0040",NA,1,1
1,1,1,2,"TACNA",3,1,6,2,1,3,0,0,0,2000,1,2,"INGENIERÍA DE SISTEMAS","U0013",2,1,1
2,1,1,2,"LIMA",3,4,6,2,2,5,0,0,0,3000,1,2,"ARQUITECTURA","U0025",1,1,1
1,1,NA,2,"AREQUIPA",NA,NA,6,2,2,NA,0,0,0,1900,1,2,"INGENIERÍA INDUSTRIAL","U0017",NA,1,1
1,1,2,1,"PUNO",6,1,2,2,1,1,0,0,0,800,1,2,"EDUCACIÓN FÍSICA","U0020",1,2,1
1,1,3,2,"LIMA",1,3,6,2,2,3,500,0,5000,0,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0003",2,1,1
1,1,NA,1,"HUANUCO",4,2,6,2,1,NA,0,0,0,1000,1,2,"EDUCACIÓN SECUNDARIA","U0043",NA,1,1
2,1,1,2,"ANCASH",2,1,6,2,1,NA,0,0,0,1600,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0036",NA,1,1
1,1,1,1,"CALLAO",2,3,6,2,1,3,0,0,0,1800,1,2,"INGENIERÍA ELÉCTRICA","U0015",3,1,1
1,1,NA,2,"LIMA",2,4,6,2,1,NA,6000,0,0,3000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0092",NA,1,1
2,1,2,1,"PIURA",2,5,6,2,1,NA,0,0,0,1700,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0046",NA,1,1
2,1,1,1,"PUNO",3,2,2,2,1,NA,0,0,0,450,1,2,"EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","U0020",NA,1,1
2,1,NA,1,"LORETO",3,2,6,2,1,3,0,1400,0,1500,1,2,"EDUCACIÓN SECUNDARIA - BIOLOGÍA Y QUÍMICA","U0051",2,2,1
1,1,NA,1,"ICA",3,2,6,2,1,1,0,0,0,1545,1,2,"ARQUEOLOGÍA","U0030",2,2,1
1,1,1,1,"LIMA",1,3,6,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA DE SISTEMAS","U0123",NA,1,1
2,1,NA,2,"LIMA",10,3,6,2,1,3,0,0,0,0,1,2,"MEDICINA VETERINARIA Y ZOOTECNIA","U0005",1,NA,2
1,1,NA,2,"AREQUIPA",NA,NA,6,2,1,NA,0,0,0,450,1,2,"INGENIERÍA DE SISTEMAS","U0056",NA,2,1
2,1,2,1,"ICA",2,3,6,2,1,NA,0,0,0,1500,1,2,"CONTABILIDAD","U0030",NA,1,1
2,1,NA,1,"LA LIBERTAD",1,1,6,2,1,2,0,0,0,1400,1,2,"INGENIERÍA METALÚRGICA (INGENIERÍA DE METALÚRGIA)","U0045",3,1,1
1,1,1,1,"TACNA",NA,NA,6,2,1,2,0,0,0,1600,1,2,"INGENIERÍA MECÁNICA","U0024",3,1,1
1,1,1,1,"LAMBAYEQUE",2,4,6,2,1,1,0,0,0,1500,1,2,"INGENIERÍA MECÁNICA ELÉCTRICA (INGENIERÍA MECÁNICA- ELÉCTRICA E INGENIERÍA MECÁNICA Y ELÉCTRICA)","U0002",2,1,2
2,1,1,1,"PASCO",1,1,1,2,1,NA,0,0,0,2108,1,2,"ADMINISTRACIÓN","U0032",NA,1,1
2,1,NA,1,"ANCASH",4,3,1,2,1,1,0,0,0,800,1,2,"TURISMO","U0037",1,1,1
2,1,1,2,"LIMA",6,1,6,2,2,7,0,800,0,3800,1,2,"MEDICINA HUMANA","U0060",1,1,1
2,1,NA,2,"LIMA",1,2,5,2,2,2,0,0,0,6000,1,2,"DERECHO","U0003",3,1,1
2,1,1,1,"AMAZONAS",3,5,6,2,1,3,0,0,0,1800,1,2,"ENFERMERÍA","U0078",2,1,1
2,1,2,2,"AREQUIPA",2,4,6,2,1,2,2000,0,2000,0,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0059",1,1,1
2,1,NA,1,"MADRE DE DIOS",2,5,1,2,1,1,0,0,0,1300,2,2,"ECOTURISMO","U0102",6,1,1
2,1,1,1,"ICA",2,2,6,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN PRIMARIA","U0030",NA,NA,2
2,1,NA,2,"UCAYALI",1,1,6,2,1,1,0,0,0,830,1,2,"ADMINISTRACIÓN DE NEGOCIOS","U0062",3,1,1
2,1,NA,2,"LIMA",NA,NA,6,2,1,NA,0,0,0,700,1,2,"FARMACIA Y BIOQUÍMICA","U0124",NA,2,1
2,1,NA,1,"CUSCO",2,5,6,2,1,3,0,0,0,1350,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0044",2,1,1
2,1,NA,1,"SAN MARTIN",1,1,6,2,1,3,120,0,0,600,1,2,"INGENIERÍA AGROINDUSTRIAL","U0034",5,2,2
1,1,NA,1,"SAN MARTIN",1,2,6,2,1,3,900,0,0,1800,1,2,"INGENIERÍA CIVIL","U0034",1,1,1
2,1,1,2,"LIMA",2,1,6,2,2,4,0,0,0,2800,1,2,"DERECHO","U0003",3,1,1
2,1,NA,2,"LIMA",1,1,6,2,1,NA,0,0,0,1800,1,2,"INGENIERÍA INDUSTRIAL","U0003",NA,1,1
2,1,1,2,"LIMA",1,1,5,2,2,NA,0,0,0,0,1,2,"COMUNICACIONES (COMUNICACIÓN)","U0003",NA,NA,2
1,1,1,1,"SAN MARTIN",1,2,6,2,1,3,0,0,0,1500,1,2,"INGENIERÍA AMBIENTAL","U0034",2,1,1
1,1,NA,2,"LIMA",1,1,3,2,1,3,0,0,0,4800,1,2,"INGENIERÍA DE SISTEMAS","U0128",2,1,1
2,1,NA,1,"LIMA",5,2,6,2,1,2,0,0,2200,0,1,2,"DISCAPACIDAD INTELECTUAL Y MULTIDISCAPACIDAD","U0040",3,1,1
1,1,NA,2,"AREQUIPA",2,1,6,2,1,3,0,860,1200,0,1,2,"DERECHO","U0017",2,1,2
2,1,1,1,"CUSCO",2,1,1,2,1,1,0,0,0,5000,1,2,"INGENIERÍA AGROINDUSTRIAL","U0044",1,2,1
2,1,NA,1,"SAN MARTIN",2,1,6,2,2,1,0,0,0,1217,1,2,"EDUCACIÓN INICIAL","U0034",1,1,1
1,1,2,2,"AREQUIPA",2,1,4,2,1,1,0,0,0,700,1,2,"MARKETING Y PUBLICIDAD","U0017",1,1,1
1,1,2,1,"LIMA",1,5,5,2,2,5,0,2000,0,6500,1,2,"INGENIERÍA ESTADÍSTICA E INFORMÁTICA","U0026",1,1,1
1,1,NA,1,"CAJAMARCA",1,1,6,2,1,NA,0,0,0,600,1,2,"INGENIERÍA DE SISTEMAS","U0028",NA,1,2
2,1,NA,1,"HUANUCO",1,1,1,2,1,NA,0,0,0,2000,1,2,"ZOOTECNIA","U0042",NA,1,1
1,1,1,1,"PIURA",NA,NA,6,2,1,NA,0,0,0,3000,1,2,"OBSTETRICIA","U0046",NA,2,1
2,1,1,2,"CAJAMARCA",2,2,6,2,1,NA,0,0,0,1500,1,2,"ADMINISTRACIÓN","U0018",NA,1,1
2,1,NA,2,"APURIMAC",1,1,5,2,1,NA,0,0,0,0,1,2,"CONTABILIDAD","U0125",NA,NA,2
2,1,1,2,"LIMA",2,5,6,2,1,1,0,0,0,3000,1,2,"DERECHO","U0033",6,1,1
2,1,NA,2,"MOQUEGUA",1,5,2,2,1,NA,0,0,0,0,1,2,"OBSTETRICIA","U0053",NA,NA,2
1,1,1,1,"APURIMAC",NA,NA,1,2,1,NA,0,600,0,1500,1,2,"INGENIERÍA DE SISTEMAS","U0105",NA,1,1
1,1,1,1,"AMAZONAS",4,1,6,2,1,3,200,0,0,1100,1,2,"EDUCACIÓN PRIMARIA","U0078",1,1,1
2,1,NA,2,"LAMBAYEQUE",3,2,6,2,1,1,0,0,0,900,1,2,"EDUCACIÓN INICIAL","U0063",2,1,1
1,1,1,2,"LAMBAYEQUE",1,5,8,2,1,4,0,0,0,2400,1,2,"INGENIERÍA INDUSTRIAL","U0063",3,1,1
1,1,1,2,"LIMA",1,1,6,2,1,NA,0,0,0,0,1,2,"ARQUITECTURA","U0056",NA,NA,2
2,1,1,1,"CAJAMARCA",2,1,6,2,3,NA,0,0,0,2000,1,2,"ADMINISTRACIÓN","U0028",NA,1,1
1,1,NA,2,"HUANUCO",1,1,8,2,1,NA,0,0,0,2200,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0009",NA,1,1
1,1,NA,1,"LA LIBERTAD",1,2,6,2,1,NA,0,0,0,2000,1,2,"INGENIERÍA AGRÍCOLA","U0045",NA,1,1
2,1,2,2,"AREQUIPA",2,5,6,2,1,1,600,0,0,2200,1,2,"DERECHO","U0017",4,1,1
1,1,1,1,"CUSCO",2,2,1,2,1,1,0,500,0,3500,1,2,"ARQUITECTURA","U0044",1,1,1
1,1,NA,1,"ANCASH",1,2,1,2,1,1,0,0,0,129.9,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0029",4,2,2
1,1,NA,1,"HUANUCO",1,5,8,2,1,2,0,0,0,1144,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0042",3,1,1
2,1,NA,2,"HUANUCO",2,1,6,2,1,NA,0,0,0,2000,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0009",NA,1,1
2,1,1,1,"LIMA",3,1,6,2,1,2,0,0,0,1100,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0041",6,2,1
2,1,1,1,"TACNA",1,1,6,2,1,NA,0,0,0,750,1,2,"CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","U0024",NA,1,1
2,1,3,2,"LAMBAYEQUE",NA,NA,6,2,1,3,0,0,0,2800,1,2,"CONTABILIDAD","U0079",2,1,1
2,1,NA,2,"LORETO",1,3,6,2,1,5,200,0,0,360,1,2,"OBSTETRICIA","U0001",3,2,1
2,1,1,2,"LA LIBERTAD",2,1,6,2,1,1,0,0,0,1200,1,2,"DERECHO","U0018",2,1,1
1,1,1,2,"LA LIBERTAD",2,3,6,2,1,NA,1000,0,0,1000,1,2,"DERECHO","U0036",NA,1,1
1,1,2,1,"HUANUCO",2,2,1,2,1,NA,0,0,0,2000,1,2,"ENFERMERÍA","U0043",NA,1,1
1,1,1,1,"LA LIBERTAD",2,2,6,2,1,2,0,0,0,2600,1,2,"ADMINISTRACIÓN","U0045",2,1,1
1,1,NA,1,"ANCASH",1,1,8,2,1,1,0,0,0,3000,1,2,"INGENIERÍA CIVIL","U0029",1,1,1
2,1,NA,2,"MOQUEGUA",1,4,6,2,1,NA,400,0,0,500,1,2,"ODONTOLOGÍA","U0053",NA,1,1
2,1,NA,1,"LIMA",1,5,7,2,1,NA,0,0,0,1000,1,2,"INGENIERÍA AMBIENTAL","U0026",NA,1,1
1,1,NA,1,"LIMA",1,2,6,2,1,NA,0,0,0,3500,1,2,"INGENIERÍA INDUSTRIAL","U0026",NA,1,1
1,1,1,1,"JUNIN",1,2,6,2,1,3,0,0,0,2000,1,2,"CONTABILIDAD","U0021",6,1,1
1,1,NA,1,"LIMA",1,1,6,2,2,2,0,0,0,2500,1,2,"INGENIERÍA MECÁNICA ELÉCTRICA Y MECATRÓNICA","U0039",1,1,1
1,1,NA,1,"LAMBAYEQUE",1,5,6,2,1,1,0,0,0,0,1,2,"INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","U0002",6,NA,2
2,1,1,1,"ANCASH",5,3,6,2,1,NA,0,0,120,0,1,2,"EDUCACIÓN PRIMARIA","U0029",NA,1,2
2,1,1,1,"LIMA",6,5,6,2,1,NA,0,0,0,1200,1,2,"TECNOLOGÍA MÉDICA","U0027",NA,1,1
2,1,1,2,"PUNO",5,4,6,2,3,1,0,0,0,2500,1,2,"ENFERMERÍA","U0067",1,1,1
1,1,NA,1,"TACNA",1,1,6,2,1,2,0,0,0,1800,1,2,"INGENIERÍA MECÁNICA","U0024",3,1,1
2,1,1,2,"LA LIBERTAD",1,1,6,2,1,3,0,0,0,0,1,2,"INGENIERÍA DE SISTEMAS","U0127",3,NA,2
