"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"3908",18.5,"SAN MARTIN","PE-5N",711,"DESPISTE",0,1,-71.56,-75.18,"2020","DICIEMBRE","25"
"3909",6.17,"LAMBAYEQUE","PE-1N",844,"CHOQUE",0,0,-66.81,-78.1,"2020","DICIEMBRE","25"
"3910",17.33,"AREQUIPA","PE-1S",866,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","25"
"3911",14.67,"PUNO","PE-3S",1467,"DESPISTE",0,2,-14.16,-69.98,"2020","DICIEMBRE","25"
"3912",13.25,"JUNIN","PE-22",12,"DESPISTE",0,2,-10.85,-74.01,"2020","DICIEMBRE","26"
"3913",23.5,"LAMBAYEQUE","PE-06A",44,"CHOQUE",0,0,-66.81,-78.1,"2020","DICIEMBRE","26"
"3914",18.17,"LIMA","PE-1S",58,"DESPISTE",0,1,-11.96,-76.96,"2020","DICIEMBRE","26"
"3915",18.83,"ANCASH","PE-16",88,"CHOQUE",0,0,-92.75,-76.44,"2020","DICIEMBRE","26"
"3916",7.67,"AREQUIPA","PE-34A",131,"DESPISTE",0,0,-15.6,-70.47,"2020","DICIEMBRE","26"
"3917",9.5,"AYACUCHO","PE-28A",242,"DESPISTE",0,2,-12.84,-73.78,"2020","DICIEMBRE","26"
"3918",7.5,"AYACUCHO","PE-28A",315,"DESPISTE",0,0,-12.84,-73.78,"2020","DICIEMBRE","26"
"3919",21,"MADRE DE DIOS","PE-30C",327,"CHOQUE",0,2,-10.24,-69.19,"2020","DICIEMBRE","26"
"3920",14,"ICA","PE-1S",330,"CHOQUE",0,3,-13.93,-74.27,"2020","DICIEMBRE","26"
"3921",16,"LA LIBERTAD","PE-1N",485,"DESPISTE",0,0,-80.57,-77.53,"2020","DICIEMBRE","26"
"3922",6.42,"TACNA","PE-1S",1247,"DESPISTE",0,1,-18,-69.76,"2020","DICIEMBRE","26"
"3923",10,"TACNA","PE-1S",1250,"CHOQUE",0,12,-18,-69.76,"2020","DICIEMBRE","26"
"3924",11.5,"PUNO","PE-3S",1402,"CHOQUE",0,0,-14.16,-69.98,"2020","DICIEMBRE","26"
"3925",14.67,"PASCO","PA-545",0,"DESPISTE",3,0,-9.33,-75.74,"2020","DICIEMBRE","27"
"3926",12.5,"PIURA","PE-1N",3,"CHOQUE",0,1,-50.22,-79.35,"2020","DICIEMBRE","27"
"3927",5.75,"AREQUIPA","PE-34A",3,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","27"
"3928",11,"JUNIN","PE-3S",12,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","27"
"3929",14.5,"ANCASH","AN-110",20,"CHOQUE",0,0,-92.75,-76.44,"2020","DICIEMBRE","27"
"3930",21,"SAN MARTIN","PE-5NB",30,"DESPISTE",0,1,-71.56,-75.18,"2020","DICIEMBRE","27"
"3931",2,"LIMA","PE-22",41,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","27"
"3932",15.17,"LIMA","PE-22",51,"DESPISTE",0,2,-11.96,-76.96,"2020","DICIEMBRE","27"
"3933",17.17,"JUNIN","PE-22B",56,"CHOQUE",0,1,-10.85,-74.01,"2020","DICIEMBRE","27"
"3934",15,"LIMA","PE-22",60,"CHOQUE",0,5,-11.96,-76.96,"2020","DICIEMBRE","27"
"3935",7.5,"LAMBAYEQUE","PE-1NJ",62,"ATROPELLO",1,0,-66.81,-78.1,"2020","DICIEMBRE","27"
"3936",4.5,"ANCASH","PE-3N",70,"DESPISTE",0,0,-92.75,-76.44,"2020","DICIEMBRE","27"
"3937",20,"LIMA","PE-1N",71,"DESPISTE",0,2,-11.96,-76.96,"2020","DICIEMBRE","27"
"3938",10,"LIMA","PE-22",85,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","27"
"3939",0.5,"TACNA","PE-36A",127,"DESPISTE",0,0,-18,-69.76,"2020","DICIEMBRE","27"
"3940",18.67,"LIMA","PE-22",130,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","27"
"3941",9.25,"HUANUCO","PE-22",130,"CHOQUE",0,1,-98.8,-75.76,"2020","DICIEMBRE","27"
"3942",14.83,"JUNIN","PE-22",156,"CHOQUE",7,2,-10.85,-74.01,"2020","DICIEMBRE","27"
"3943",19,"LIMA","PE-1N",215,"DESPISTE",0,0,-11.96,-76.96,"2020","DICIEMBRE","27"
"3944",20.67,"AMAZONAS","PE-5N",222,"CHOQUE",0,1,-50.85,-77.89,"2020","DICIEMBRE","27"
"3945",16.5,"MADRE DE DIOS","PE-30C",318,"CHOQUE",0,2,-10.24,-69.19,"2020","DICIEMBRE","27"
"3946",8.5,"SAN MARTIN","PE-5N",379,"CHOQUE",0,1,-71.56,-75.18,"2020","DICIEMBRE","27"
"3947",8.5,"LIMA","PE-22",1330,"CHOQUE",0,2,-11.96,-76.96,"2020","DICIEMBRE","27"
"3948",7,"PUNO","PE-3S",1473,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","27"
"3949",16,"AYACUCHO","AY-585",22,"DESPISTE",1,13,-12.84,-73.78,"2020","DICIEMBRE","28"
"3950",13.75,"JUNIN","PE-3SD",30,"DESPISTE",0,3,-10.85,-74.01,"2020","DICIEMBRE","28"
"3951",10,"AREQUIPA","PE-30",39,"DESPISTE",0,0,-15.6,-70.47,"2020","DICIEMBRE","28"
"3952",5,"PIURA","PE-5N",41,"DESPISTE",1,3,-50.22,-79.35,"2020","DICIEMBRE","28"
"3953",18.17,"LIMA","PE-22",51,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","28"
"3954",8.67,"JUNIN","PE-3NA",62,"DESPISTE",0,2,-10.85,-74.01,"2020","DICIEMBRE","28"
"3955",8.08,"PUNO","PE-34H",68,"DESPISTE",2,15,-14.16,-69.98,"2020","DICIEMBRE","28"
"3956",4.08,"JUNIN","PE-22",76,"DESPISTE",0,0,-10.85,-74.01,"2020","DICIEMBRE","28"
"3957",11,"LIMA","PE-1N",77,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","28"
"3958",4,"PUNO","PE-34H",108,"ESPECIAL",0,0,-14.16,-69.98,"2020","DICIEMBRE","28"
"3959",19,"LIMA","PE-1S",126,"CHOQUE",0,1,-11.96,-76.96,"2020","DICIEMBRE","28"
"3960",4,"AREQUIPA","PE-34A",158,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","28"
"3961",12,"AREQUIPA","PE-34A",172,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","28"
"3962",13.17,"TUMBES","PE-1N",222,"CHOQUE",0,3,-34.44,-79.58,"2020","DICIEMBRE","28"
"3963",6.75,"PUNO","PE-34A",269,"CHOQUE",0,9,-14.16,-69.98,"2020","DICIEMBRE","28"
"3964",8.75,"ICA","PE-1S",432,"CHOQUE",0,3,-13.93,-74.27,"2020","DICIEMBRE","28"
"3965",8,"TACNA","PE-1S",1167,"CHOQUE",0,5,-18,-69.76,"2020","DICIEMBRE","28"
"3966",9.33,"UCAYALI","PE-5N",15,"CHOQUE",0,2,-97.75,NA,"2020","DICIEMBRE","29"
"3967",4.17,"ANCASH","AN-107",17,"DESPISTE",0,18,-92.75,-76.44,"2020","DICIEMBRE","29"
"3968",17.92,"TACNA","PE-1SD",33,"CHOQUE",0,1,-18,-69.76,"2020","DICIEMBRE","29"
"3969",18,"LAMBAYEQUE","PE-5N",44,"CHOQUE",0,2,-66.81,-78.1,"2020","DICIEMBRE","29"
"3970",18,"PIURA","PE-1N",65,"CHOQUE",0,0,-50.22,-79.35,"2020","DICIEMBRE","29"
"3971",20.25,"JUNIN","PE-5S",77,"CHOQUE",0,2,-10.85,-74.01,"2020","DICIEMBRE","29"
"3972",14,"PUNO","PE-34H",83,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","29"
"3973",5.83,"LAMBAYEQUE","PE-1NJ",118,"DESPISTE",0,1,-66.81,-78.1,"2020","DICIEMBRE","29"
"3974",12.57,"LIMA","PE-1N",148,"DESPISTE",0,2,-11.96,-76.96,"2020","DICIEMBRE","29"
"3975",4,"AREQUIPA","PE-34A",172,"VOLCADURA",0,0,-15.6,-70.47,"2020","DICIEMBRE","29"
"3976",15.5,"APURIMAC","PE-30A",182,"DESPISTE",1,3,-13.95,NA,"2020","DICIEMBRE","29"
"3977",14.83,"PUNO","PE-34A",241,"DESPISTE",0,0,-14.16,-69.98,"2020","DICIEMBRE","29"
"3978",5,"PUNO","PE-34A",268,"DESPISTE",0,1,-14.16,-69.98,"2020","DICIEMBRE","29"
"3979",13.25,"APURIMAC","PE-30A",269,"DESPISTE",0,0,-13.95,NA,"2020","DICIEMBRE","29"
"3980",3,"MADRE DE DIOS","PE-30C",412,"DESPISTE",0,0,-10.24,-69.19,"2020","DICIEMBRE","29"
"3981",19.5,"SAN MARTIN","PE-5N",515,"DESPISTE",0,2,-71.56,-75.18,"2020","DICIEMBRE","29"
"3982",6.67,"AREQUIPA","PE-1S",868,"DESPISTE",0,4,-15.6,-70.47,"2020","DICIEMBRE","29"
"3983",22.92,"AREQUIPA","PE-1S",953,"CHOQUE",0,2,-15.6,-70.47,"2020","DICIEMBRE","29"
"3984",18.5,"CUSCO","PE-3S",1112,"ATROPELLO",0,1,-12.47,-70.04,"2020","DICIEMBRE","29"
"3985",7,"CUSCO","PE-34G",2,"DESPISTE",0,0,-12.47,-70.04,"2020","DICIEMBRE","30"
"3986",21.83,"ICA","PE-30A",18,"DESPISTE",0,1,-13.93,-74.27,"2020","DICIEMBRE","30"
"3987",0.25,"JUNIN","PE-22",38,"CHOQUE",1,0,-10.85,-74.01,"2020","DICIEMBRE","30"
"3988",11.67,"ANCASH","PE-3N",47,"DESPISTE",0,0,-92.75,-76.44,"2020","DICIEMBRE","30"
"3989",18.83,"JUNIN","PE-22",51,"DESPISTE",1,5,-10.85,-74.01,"2020","DICIEMBRE","30"
"3990",11,"JUNIN","PE-22B",68,"ESPECIAL",0,1,-10.85,-74.01,"2020","DICIEMBRE","30"
"3991",8.25,"CUSCO","PE-28B",93,"CHOQUE",0,1,-12.47,-70.04,"2020","DICIEMBRE","30"
"3992",11,"JUNIN","PE-3S",100,"CHOQUE",0,2,-10.85,-74.01,"2020","DICIEMBRE","30"
"3993",1,"LIMA","PE-1S",110,"ATROPELLO",2,1,-11.96,-76.96,"2020","DICIEMBRE","30"
"3994",16.33,"LAMBAYEQUE","PE-1N",759,"DESPISTE",0,1,-66.81,-78.1,"2020","DICIEMBRE","30"
"3995",17.25,"APURIMAC","PE-3S",814,"CHOQUE",0,8,-13.95,NA,"2020","DICIEMBRE","30"
"3996",10.58,"LAMBAYEQUE","PE-1N",824,"CHOQUE",0,0,-66.81,-78.1,"2020","DICIEMBRE","30"
"3997",17.83,"AREQUIPA","PE-1S",964,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","30"
"3998",20.75,"AREQUIPA","PE-1S",973,"CHOQUE",0,5,-15.6,-70.47,"2020","DICIEMBRE","30"
"3999",5,"TACNA","PE-1S",1114,"DESPISTE",0,3,-18,-69.76,"2020","DICIEMBRE","30"
"4000",16.33,"TACNA","PE-1S",1148,"CHOQUE",0,0,-18,-69.76,"2020","DICIEMBRE","30"
"4001",1.25,"AREQUIPA","AR-105",9,"CHOQUE",0,0,-15.6,-70.47,"2020","DICIEMBRE","31"
"4002",22.83,"LIMA","PE-1N",48,"CHOQUE",0,0,-11.96,-76.96,"2020","DICIEMBRE","31"
"4003",2,"CAJAMARCA","PE-08",59,"DESPISTE",0,5,-70.39,-77.49,"2020","DICIEMBRE","31"
"4004",20.58,"CAJAMARCA","PE-08B",93,"CHOQUE",0,0,-70.39,-77.49,"2020","DICIEMBRE","31"
"4005",23.67,"LAMBAYEQUE","PE-1NJ",114,"ATROPELLO",0,2,-66.81,-78.1,"2020","DICIEMBRE","31"
"4006",6.5,"AYACUCHO","PE-28A",301,"CHOQUE",0,3,-12.84,-73.78,"2020","DICIEMBRE","31"
"4007",20.5,"SAN MARTIN","PE-5N",462,"DESPISTE",0,1,-71.56,-75.18,"2020","DICIEMBRE","31"
"4008",9.83,"HUANUCO","PE-5N",518,"CHOQUE",1,0,-98.8,-75.76,"2020","DICIEMBRE","31"
"4009",13.5,"AREQUIPA","PE-1S",959,"CHOQUE",0,4,-15.6,-70.47,"2020","DICIEMBRE","31"
"4010",14.42,"PIURA","PE-1N",1142,"DESPISTE",0,1,-50.22,-79.35,"2020","DICIEMBRE","31"
"4011",12.67,"CUSCO","PE-30C",8,"DESPISTE",0,1,-12.47,-70.04,"2021","ENERO","01"
"4012",7,"CAJAMARCA","PE-3N",9,"DESPISTE",0,1,-70.39,-77.49,"2021","ENERO","01"
"4013",18.83,"TACNA","PE-1SD",9,"DESPISTE",0,1,-18,-69.76,"2021","ENERO","01"
"4014",7.5,"LIMA","PE-1S",20,"DESPISTE",0,0,-11.96,-76.96,"2021","ENERO","01"
"4015",21.5,"HUANUCO","PE-18A",127,"CHOQUE",0,1,-98.8,-75.76,"2021","ENERO","01"
"4016",20.5,"AMAZONAS","PE-08B",391,"ESPECIAL",0,0,-50.85,-77.89,"2021","ENERO","01"
"4017",3.5,"AREQUIPA","PE-1S",659,"DESPISTE",1,3,-15.6,-70.47,"2021","ENERO","01"
"4018",5,"CUSCO","PE-3S",1107,"CHOQUE",0,0,-12.47,-70.04,"2021","ENERO","01"
"4019",17.5,"PUNO","PE-3S",1272,"DESPISTE",0,2,-14.16,-69.98,"2021","ENERO","01"
"4020",13,"AMAZONAS","PE-108",13,"DESPISTE",0,0,-50.85,-77.89,"2021","ENERO","02"
"4021",19.5,"LIMA","PE-1NE",44,"CHOQUE",0,1,-11.96,-76.96,"2021","ENERO","02"
"4022",NA,"CAJAMARCA","PE-08",83,"DESPISTE",0,2,-70.39,-77.49,"2021","ENERO","02"
"4023",18.83,"LIMA","PE-1N",116,"DESPISTE",0,0,-11.96,-76.96,"2021","ENERO","02"
"4024",10.5,"JUNIN","PE-22",147,"CHOQUE",1,3,-10.85,-74.01,"2021","ENERO","02"
"4025",17.75,"JUNIN","PE-22",161,"CHOQUE",0,1,-10.85,-74.01,"2021","ENERO","02"
"4026",8.5,"PUNO","PE-34A",217,"CHOQUE",0,2,-14.16,-69.98,"2021","ENERO","02"
"4027",10.5,"HUANUCO","PE-3N",243,"DESPISTE",0,0,-98.8,-75.76,"2021","ENERO","02"
"4028",7.83,"ICA","PE-1S",470,"DESPISTE",0,5,-13.93,-74.27,"2021","ENERO","02"
"4029",8.83,"APURIMAC","PE-3S",598,"DESPISTE",0,0,-13.95,NA,"2021","ENERO","02"
"4030",17.5,"LAMBAYEQUE","PE-1N",862,"CHOQUE",0,4,-66.81,-78.1,"2021","ENERO","02"
"4031",10.83,"LIMA","PE-1S",21,"DESPISTE",0,1,-11.96,-76.96,"2021","ENERO","03"
"4032",8.17,"LIMA","PE-20A",31,"DESPISTE",0,1,-11.96,-76.96,"2021","ENERO","03"
"4033",15,"JUNIN","PE-3S",42,"CHOQUE",0,3,-10.85,-74.01,"2021","ENERO","03"
"4034",19.75,"LAMBAYEQUE","PE-1NJ",58,"CHOQUE",0,0,-66.81,-78.1,"2021","ENERO","03"
"4035",20,"CUSCO","PE-28B",96,"DESPISTE",0,4,-12.47,-70.04,"2021","ENERO","03"
"4036",13,"LIMA","PE-1N",126,"DESPISTE",0,1,-11.96,-76.96,"2021","ENERO","03"
"4037",21,"JUNIN","PE-5S",138,"ATROPELLO",1,0,-10.85,-74.01,"2021","ENERO","03"
"4038",16.58,"CAJAMARCA","PE-08B",147,"DESPISTE",0,1,-70.39,-77.49,"2021","ENERO","03"
"4039",7.5,"AREQUIPA","PE-34A",160,"DESPISTE",0,0,-15.6,-70.47,"2021","ENERO","03"
"4040",8.42,"ICA","PE-1S",199,"DESPISTE",0,0,-13.93,-74.27,"2021","ENERO","03"
"4041",7,"AYACUCHO","PE-28A",308,"DESPISTE",0,0,-12.84,-73.78,"2021","ENERO","03"
"4042",19.5,"AMAZONAS","PE-08B",337,"DESPISTE",0,1,-50.85,-77.89,"2021","ENERO","03"
"4043",3.75,"MADRE DE DIOS","PE-30C",379,"DESPISTE",0,0,-10.24,-69.19,"2021","ENERO","03"
"4044",9.5,"LA LIBERTAD","PE-1N",599,"CHOQUE",1,1,-80.57,-77.53,"2021","ENERO","03"
"4045",0.17,"APURIMAC","PE-3S",767,"DESPISTE",0,0,-13.95,NA,"2021","ENERO","03"
"4046",6.42,"AREQUIPA","PE-1S",859,"DESPISTE",0,3,-15.6,-70.47,"2021","ENERO","03"
"4047",14.5,"CAJAMARCA","PE-109",NA,"CHOQUE",0,3,-70.39,-77.49,"2021","ENERO","03"
"4048",7.5,"ANCASH","PE-14",0,"CHOQUE",0,5,-92.75,-76.44,"2021","ENERO","04"
"4049",4,"AREQUIPA","PE-34",2,"CHOQUE",1,2,-15.6,-70.47,"2021","ENERO","04"
"4050",6.5,"CAJAMARCA","PE-5N",2,"CHOQUE",0,2,-70.39,-77.49,"2021","ENERO","04"
"4051",7,"PIURA","PE-1N",7,"CHOQUE",0,1,-50.22,-79.35,"2021","ENERO","04"
"4052",14,"CUSCO","PE-28G",9,"ESPECIAL",1,0,-12.47,-70.04,"2021","ENERO","04"
"4053",7.5,"AREQUIPA","PE-34A",11,"CHOQUE",0,0,-15.6,-70.47,"2021","ENERO","04"
"4054",16.17,"HUANCAVELICA","PE-3S",16,"VOLCADURA",0,0,-11.22,-73.03,"2021","ENERO","04"
"4055",14.5,"JUNIN","PE-22B",21,"DESPISTE",0,0,-10.85,-74.01,"2021","ENERO","04"
"4056",14.5,"UCAYALI","PE-18C",30,"CHOQUE",0,0,-97.75,NA,"2021","ENERO","04"
"4057",18,"AREQUIPA","PE-34A",61,"CHOQUE",0,0,-15.6,-70.47,"2021","ENERO","04"
"4058",16.17,"CAJAMARCA","PE-3N",63,"CHOQUE",0,1,-70.39,-77.49,"2021","ENERO","04"
"4059",18.75,"LAMBAYEQUE","PE-1NJ",71,"CHOQUE",0,4,-66.81,-78.1,"2021","ENERO","04"
"4060",6,"JUNIN","PE-5S",116,"CHOQUE",0,0,-10.85,-74.01,"2021","ENERO","04"
"4061",7.33,"LIMA","PE-22",120,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","04"
"4062",7.5,"PASCO","PE-5N",123,"DESPISTE",4,12,-9.33,-75.74,"2021","ENERO","04"
"4063",23.75,"ICA","PE-1S",283,"CHOQUE",0,1,-13.93,-74.27,"2021","ENERO","04"
"4064",3,"ICA","PE-1S",312,"CHOQUE",0,2,-13.93,-74.27,"2021","ENERO","04"
"4065",18.33,"PUNO","PE-30C",320,"DESPISTE",0,1,-14.16,-69.98,"2021","ENERO","04"
"4066",7.5,"UCAYALI","PE-5N",395,"DESPISTE",4,18,-97.75,NA,"2021","ENERO","04"
"4067",13.33,"ANCASH","PE-1N",419,"DESPISTE",0,2,-92.75,-76.44,"2021","ENERO","04"
"4068",10.83,"SAN MARTIN","PE-5N",464,"DESPISTE",0,1,-71.56,-75.18,"2021","ENERO","04"
"4069",19.92,"CUSCO","PE-3S",1110,"ATROPELLO",0,3,-12.47,-70.04,"2021","ENERO","04"
"4070",14.5,"TACNA","PE-1S",1155,"DESPISTE",0,3,-18,-69.76,"2021","ENERO","04"
"4071",16,"JUNIN","PE-22B",1,"DESPISTE",0,4,-10.85,-74.01,"2021","ENERO","05"
"4072",14.17,"LIMA","PE-18",8,"ATROPELLO",0,2,-11.96,-76.96,"2021","ENERO","05"
"4073",6.33,"MOQUEGUA","PE-36",12,"DESPISTE",0,0,-16.81,-69.07,"2021","ENERO","05"
"4074",14.17,"LORETO","PE-5N",14,"CHOQUE",0,0,-41.68,-73.79,"2021","ENERO","05"
"4075",10.5,"LIMA","PE-1NA",16,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","05"
"4076",11.17,"CAJAMARCA","PE-3N",41,"DESPISTE",0,1,-70.39,-77.49,"2021","ENERO","05"
"4077",22.5,"LIMA","PE-1S",83,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","05"
"4078",18.5,"PIURA","PE-1N",138,"CHOQUE",0,0,-50.22,-79.35,"2021","ENERO","05"
"4079",23,"LIMA","PE-1N",189,"ATROPELLO",1,0,-11.96,-76.96,"2021","ENERO","05"
"4080",8.33,"APURIMAC","PE-30A",348,"CHOQUE",0,0,-13.95,NA,"2021","ENERO","05"
"4081",2.58,"LAMBAYEQUE","PE-1N",876,"DESPISTE",0,0,-66.81,-78.1,"2021","ENERO","05"
"4082",2.58,"LAMBAYEQUE","PE-1N",876,"DESPISTE",0,0,-66.81,-78.1,"2021","ENERO","05"
"4083",6.5,"CUSCO","PE-3S",1073,"DESPISTE",0,0,-12.47,-70.04,"2021","ENERO","05"
"4084",22.75,"CUSCO","PE-28F",15,"CHOQUE",0,2,-12.47,-70.04,"2021","ENERO","06"
"4085",7.25,"JUNIN","PE-3N",43,"CHOQUE",0,0,-10.85,-74.01,"2021","ENERO","06"
"4086",5.33,"PUNO","PE-34H",43,"ATROPELLO",1,0,-14.16,-69.98,"2021","ENERO","06"
"4087",23.92,"LIMA","PE-1N",44,"DESPISTE",0,2,-11.96,-76.96,"2021","ENERO","06"
"4088",12.17,"JUNIN","PE-3N",62,"DESPISTE",0,5,-10.85,-74.01,"2021","ENERO","06"
"4089",11.5,"ANCASH","PE-3N",115,"DESPISTE",0,0,-92.75,-76.44,"2021","ENERO","06"
"4090",5.33,"LIMA","PE-22",120,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","06"
"4091",15.17,"LIMA","PE-1N",122,"DESPISTE",0,0,-11.96,-76.96,"2021","ENERO","06"
"4092",9.75,"JUNIN","PE-24",147,"CHOQUE",0,4,-10.85,-74.01,"2021","ENERO","06"
"4093",8.82,"LIMA","PE-1S",152,"CHOQUE",0,1,-11.96,-76.96,"2021","ENERO","06"
"4094",5.75,"HUANUCO","PE-3N",211,"DESPISTE",0,1,-98.8,-75.76,"2021","ENERO","06"
"4095",19.17,"PUNO","PE-34A",223,"DESPISTE",0,1,-14.16,-69.98,"2021","ENERO","06"
"4096",9.75,"ANCASH","PE-1N",410,"CHOQUE",0,1,-92.75,-76.44,"2021","ENERO","06"
"4097",21,"AREQUIPA","PE-1S",967,"ATROPELLO",0,1,-15.6,-70.47,"2021","ENERO","06"
"4098",14.75,"LIMA","PE-20",24,"VOLCADURA",0,1,-11.96,-76.96,"2021","ENERO","07"
"4099",21,"TACNA","PE-1SD",24,"CHOQUE",0,1,-18,-69.76,"2021","ENERO","07"
"4100",9.33,"LIMA","PE-1S",76,"DESPISTE",0,4,-11.96,-76.96,"2021","ENERO","07"
"4101",13,"JUNIN","PE-5S",110,"CHOQUE",0,1,-10.85,-74.01,"2021","ENERO","07"
"4102",15,"ICA","PE-1S",336,"CHOQUE",0,0,-13.93,-74.27,"2021","ENERO","07"
"4103",10.58,"ANCASH","PE-1N",392,"CHOQUE",0,1,-92.75,-76.44,"2021","ENERO","07"
"4104",18.67,"LA LIBERTAD","PE-1N",558,"CHOQUE",0,4,-80.57,-77.53,"2021","ENERO","07"
"4105",15.5,"SAN MARTIN","PE-5N",661,"CHOQUE",0,0,-71.56,-75.18,"2021","ENERO","07"
"4106",16.25,"SAN MARTIN","PE-5N",663,"DESPISTE",0,2,-71.56,-75.18,"2021","ENERO","07"
"4107",9.67,"AREQUIPA","PE-1S",932,"CHOQUE",0,3,-15.6,-70.47,"2021","ENERO","07"
"4108",11.5,"AREQUIPA","PE-1S",1042,"DESPISTE",0,0,-15.6,-70.47,"2021","ENERO","07"
"4109",10,"MOQUEGUA","PE-108",23,"DESPISTE",0,0,-16.81,-69.07,"2021","ENERO","08"
"4110",3.33,"AREQUIPA","PE-105",54,"VOLCADURA",0,0,-15.6,-70.47,"2021","ENERO","08"
"4111",11,"AREQUIPA","PE-105",55,"DESPISTE",0,0,-15.6,-70.47,"2021","ENERO","08"
"4112",20,"JUNIN","PE-3S",56,"CHOQUE",0,3,-10.85,-74.01,"2021","ENERO","08"
"4113",15,"LIMA","PE-1S",87,"CHOQUE",0,2,-11.96,-76.96,"2021","ENERO","08"
"4114",16.5,"LIMA","PE-1N",113,"DESPISTE",0,1,-11.96,-76.96,"2021","ENERO","08"
"4115",11.67,"JUNIN","PE-22",137,"DESPISTE",0,0,-10.85,-74.01,"2021","ENERO","08"
"4116",21.5,"LIMA","PE-1S",146,"CHOQUE",0,1,-11.96,-76.96,"2021","ENERO","08"
"4117",NA,"CAJAMARCA","PE-08",159,"CHOQUE",0,3,-70.39,-77.49,"2021","ENERO","08"
"4118",5.5,"HUANCAVELICA","PE-3S",213,"DESPISTE",0,0,-11.22,-73.03,"2021","ENERO","08"
"4119",23.92,"ANCASH","PE-1N",449,"CHOQUE",0,0,-92.75,-76.44,"2021","ENERO","08"
"4120",12.67,"HUANUCO","PE-5N",453,"CHOQUE",0,0,-98.8,-75.76,"2021","ENERO","08"
"4121",15.5,"AREQUIPA","PE-1S",633,"DESPISTE",0,1,-15.6,-70.47,"2021","ENERO","08"
"4122",11.5,"LAMBAYEQUE","PE-1N",862,"CHOQUE",0,5,-66.81,-78.1,"2021","ENERO","08"
"4123",16.83,"AREQUIPA","PE-1S",913,"CHOQUE",0,0,-15.6,-70.47,"2021","ENERO","08"
"4124",6.67,"MOQUEGUA","PE-1S",1150,"CHOQUE",0,0,-16.81,-69.07,"2021","ENERO","08"
"4125",5.5,"MOQUEGUA","PE-1S",1183,"CHOQUE",0,1,-16.81,-69.07,"2021","ENERO","08"
"4126",13.5,"CAJAMARCA","PE-08B",11,"DESPISTE",0,0,-70.39,-77.49,"2021","ENERO","09"
"4127",7,"LIMA","PE-1S",52,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","09"
"4128",8.5,"CUSCO","PE-3SG",71,"CHOQUE",1,1,-12.47,-70.04,"2021","ENERO","09"
"4129",7.5,"LIMA","PE-22",125,"DESPISTE",0,0,-11.96,-76.96,"2021","ENERO","09"
"4130",9.27,"HUANUCO","PE-18A",132,"CHOQUE",0,0,-98.8,-75.76,"2021","ENERO","09"
"4131",16.5,"JUNIN","PE-3N",135,"CHOQUE",0,6,-10.85,-74.01,"2021","ENERO","09"
"4132",16.17,"LIMA","PE-1S",164,"DESPISTE",0,0,-11.96,-76.96,"2021","ENERO","09"
"4133",12.42,"JUNIN","PE-24",241,"CHOQUE",0,0,-10.85,-74.01,"2021","ENERO","09"
"4134",16.42,"AMAZONAS","PE-108",315,"DESPISTE",0,4,-50.85,-77.89,"2021","ENERO","09"
"4135",8.5,"ANCASH","PE-1N",345,"DESPISTE",0,1,-92.75,-76.44,"2021","ENERO","09"
"4136",17.75,"SAN MARTIN","PE-5N",474,"DESPISTE",0,0,-71.56,-75.18,"2021","ENERO","09"
"4137",7,"AREQUIPA","PE-1S",508,"CHOQUE",2,2,-15.6,-70.47,"2021","ENERO","09"
"4138",17.33,"UCAYALI","PE-5N",15,"CHOQUE",0,1,-97.75,NA,"2021","ENERO","10"
"4139",20.5,"HUANUCO","PE-18A",21,"CHOQUE",0,0,-98.8,-75.76,"2021","ENERO","10"
"4140",17,"LIMA","PE-1S",21,"CHOQUE",0,0,-11.96,-76.96,"2021","ENERO","10"
"4141",11.92,"JUNIN","PE-3N",32,"DESPISTE",0,2,-10.85,-74.01,"2021","ENERO","10"
"4142",11.92,"JUNIN","PE-3S",32,"DESPISTE",0,4,-10.85,-74.01,"2021","ENERO","10"
"4143",18.25,"LIMA","PE-22",36,"CHOQUE",0,3,-11.96,-76.96,"2021","ENERO","10"
