Year,Make,Model,Kilometres,Body_Type,Engine,Transmission,Drivetrain,Exterior_Colour,Interior_Colour,Passengers,Doors,Fuel_Type,City,Highway,Price
2015,Kia,Optima,108133,Sedan,4,6 Speed Automatic,FWD,Silver,Black,5,4,Gasoline Hybrid,"6,7","6,1",18995
2018,Kia,Optima,126515,Sedan,4,Automatic,FWD,Snow Pearl White,Black,5,4,Gas,"9,3","6,6",18999
2019,Kia,Soul,136524,Wagon,4,Automatic,FWD,Onyx,Black,5,4,Gas,"9,5","7,8",19999
2022,Kia,Rio,150,Hatchback,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"7,455","5,79",20684
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Radiant Red (MET),Black,5,4,Gas,"7,455","5,79",21453
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"7,455","5,79",21453
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Ultra Silver (MET),Black,5,4,Gas,"7,455","5,79",21453
2017,Kia,Sorento,145000,SUV,6,Automatic,AWD,Ebony Black,Black,7,4,Gas,"13,2","9,3",21888
2023,Kia,Forte,155,Sedan,4,CVT,FWD,Aurora Black,Black,5,4,Gas,"8,345","6,1675",22195
2018,Kia,Sorento,94979,SUV,4,6 Speed Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"11,2","8,3",22699
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Ice Blue,Black,5,4,Gas,"7,455","5,79",22853
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Ultra Silver (MET),Black,5,4,Gas,"7,455","5,79",22853
2022,Kia,Forte,100,Sedan,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"8,345","6,1675",23684
2021,Kia,Seltos,75243,SUV,4,CVT,AWD,Grey,Black,5,4,Gas,"8,8","7,6",27500
2023,Kia,Forte,150,Sedan,4,CVT,FWD,Steel Grey (MET),Black,5,4,Gas,"8,345","6,1675",24195
2023,Kia,Forte,100,Sedan,4,CVT,FWD,Sporty Blue (MET),Black,5,4,Gas,"8,345","6,1675",24195
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Snow White (Pearl),Black,5,4,Gas,"8,486666667","6,886666667",24745
2020,Kia,Forte,41049,Sedan,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"7,9","5,9",24880
2023,Kia,Forte,150,Sedan,4,CVT,FWD,Steel Grey (MET),Black,4,4,Gas,"8,345","6,1675",25745
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Steel Grey (MET),Black,5,4,Gas,"7,455","5,79",25803
2023,Kia,Rio,150,Hatchback,4,CVT,FWD,Sporty Blue (MET),Black,5,4,Gas,"7,455","5,79",25803
2019,Kia,Sorento,95100,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"11,2",9,25995
2022,Kia,Soul,45550,Hatchback,4,CVT,FWD,Onyx,Black,5,4,Gas,"8,5",7,26490
2020,Kia,Soul,9693,Wagon,4,CVT,FWD,White,Black,5,4,Gas,"8,6","7,1",25999
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Surf Blue,Black,5,4,Gas,"8,486666667","6,886666667",26645
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Inferno Red (MET),Black,5,4,Gas,"8,486666667","6,886666667",26645
2019,Kia,Sorento,93370,SUV,4,6 Speed Automatic,AWD,Ebony Black,Black,5,4,Gas,"11,2",9,26995
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Snow White (Pearl),Black,5,4,Gas,"8,486666667","6,886666667",27445
2018,Kia,Sedona,125935,Minivan,6,6 Speed Automatic,FWD,Bronze,Beige,8,4,Gas,"13,2","9,7",27880
2023,Kia,Seltos,20,SUV,4,CVT,FWD,Dark Ocean Blue,Black,5,4,Gas,"8,2","7,1",27995
2023,Kia,Forte,150,Sedan,4,CVT,FWD,Aurora Black,Black,5,4,Gas,"8,345","6,1675",28153
2023,Kia,Forte,150,Sedan,4,CVT,FWD,Snow White Pearl,Black,5,4,Gas,"8,345","6,1675",28403
2023,Kia,Forte,150,Sedan,4,CVT,FWD,Sporty Blue (MET),Black,5,4,Gas,"8,345","6,1675",28403
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Surf Blue,Black,5,4,Gas,"8,486666667","6,886666667",29345
2023,Kia,Soul,150,Hatchback,4,CVT,FWD,Inferno Red (MET),Black,5,4,Gas,"8,486666667","6,886666667",29345
2022,Kia,Seltos,24975,SUV,4,CVT,AWD,Blue,Black,5,4,Gas,"8,8","7,6",29880
2023,Kia,Sportage,150,SUV,4,Automatic,FWD,Steel Grey,Black,5,4,Gas,"10,88202247","8,819101124",30645
2011,Kia,Soul,117389,Hatchback,4,Manual,FWD,Gray,Grey,5,4,Gas,"8,5","6,5",6988
2023,Kia,Sportage,150,SUV,4,Automatic,FWD,Vesta Blue,Black,5,4,Gas,"10,88202247","8,819101124",30645
2023,Kia,Soul,150,Hatchback,4,Automatic,FWD,Fusion Black,Black,5,4,Gas,"8,486666667","6,886666667",31395
2023,Kia,Soul,12301,Hatchback,4,CVT,FWD,Lunar Orange,Black,5,4,Gas,"8,5",7,32375
2023,Kia,Sportage,100,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"10,88202247","8,819101124",32395
2023,Kia,Forte,150,Sedan,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"8,345","6,1675",32645
2023,Kia,Sportage,150,SUV,4,Automatic,AWD,Snow White Pearl,Black,5,4,Gas,"10,88202247","8,819101124",32645
2021,Kia,Soul,16650,Hatchback,4,Automatic,FWD,Gravity Grey,Black,5,4,Gas,"8,5",7,23977
2021,Kia,K5,36852,Sedan,4,Automatic,AWD,Glacial White Pearl,Black,5,4,Gas,"8,7","6,4",33495
2022,Kia,Niro,3684,SUV,4,6 Speed Automatic,FWD,Snow White Pearl,Black,5,4,Gasoline Hybrid,"4,4","4,9",33980
2023,Kia,Seltos,12912,SUV,4,CVT,AWD,Lunar Orange,Black,5,4,Gas,"8,8","7,6",35980
2023,Kia,Sportage,150,SUV,4,Automatic,AWD,Fusion Black,Black,5,4,Gas,"10,88202247","8,819101124",35995
2022,Kia,Carnival,100,Minivan,6,Automatic,FWD,Snow White (Pearl),Black,8,4,Gas,"12,04285714","8,9",37045
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Gravity Grey (MET),Black,7,4,Gas,"11,25555556","8,808547009",37753
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Ebony Black,Black,7,4,Gas,"11,25555556","8,808547009",37753
2018,Kia,Sportage,163435,SUV,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gas,"10,3","7,8",16957
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Glacial White (Pearl),Black,7,4,Gas,"11,25555556","8,808547009",37753
2023,Kia,Carnival,150,Minivan,6,Automatic,FWD,Thunder Grey (MET),Black,7,4,Gas,"12,04285714","8,9",38045
2023,Kia,Carnival,125,Minivan,6,Automatic,FWD,Snow White (Pearl),Black,7,4,Gas,"12,04285714","8,9",38045
2023,Kia,Sportage,150,SUV,4,Automatic,AWD,Fusion Black,Black,5,4,Gas,"10,88202247","8,819101124",39595
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Ebony Black,Black,7,4,Gas,"11,25555556","8,808547009",40253
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Pacific Blue (MET),Black,7,4,Gas,"11,25555556","8,808547009",40503
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Aruba Stone Green (MET),Black,7,4,Gas,"11,25555556","8,808547009",40503
2023,Kia,Carnival,125,Minivan,6,Automatic,FWD,Snow White (Pearl),Black,8,4,Gas,"12,04285714","8,9",41545
2022,Kia,K5,150,Sedan,4,Automatic,AWD,Wolf Gray (MET),Black,5,4,Gas,"9,357142857","6,971428571",42595
2023,Kia,Sorento,159,SUV,4,8 Speed Automatic,AWD,Ebony Black,Black,6,4,Gas,"10,9","8,7",42645
2023,Kia,Sportage,100,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"10,88202247","8,819101124",43245
2023,Kia,Sportage,150,SUV,4,Automatic,AWD,Dawning Red,Black,5,4,Gas,"10,88202247","8,819101124",43245
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Wolf Gray (MET),Black,6,4,Gas,"11,25555556","8,808547009",43603
2023,Kia,Sportage,150,SUV,4,Automatic,AWD,Shadow Matte Grey,Black,5,4,Gas,"10,88202247","8,819101124",43995
2023,Kia,K5,150,Sedan,4,Automatic,AWD,Glacial White (Pearl),Black,5,4,Gas,"9,357142857","6,971428571",44103
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Glacial White (Pearl),Black,6,4,Gas,"11,25555556","8,808547009",45103
2023,Kia,Carnival,125,Minivan,6,Automatic,FWD,Snow White (Pearl),Black,7,4,Gas,"12,04285714","8,9",45545
2022,Kia,Sorento,3114,SUV,4,6 Speed Automatic,AWD,Snow White Pearl,Black,6,4,Gasoline Hybrid,"6,5","7,1",45888
2017,Kia,Sorento,117290,SUV,4,Automatic,AWD,Snow White Pearl,Black,6,4,Gas,"12,3","9,4",17500
2023,Kia,Sorento,20,SUV,4,Automatic,AWD,Glacial White Pearl,Black,7,4,Gas,"10,9","8,7",47345
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Ebony Black,Black,6,4,Gas,"11,25555556","8,808547009",47853
2023,Kia,Carnival,125,Minivan,6,Automatic,FWD,Ultra Silver (MET),Black,6,4,Gas,"12,04285714","8,9",48845
2023,Kia,Carnival,150,Minivan,6,Automatic,FWD,Aurora Black,Black,6,4,Gas,"12,04285714","8,9",51595
2023,Kia,Sorento,150,SUV,4,Automatic,AWD,Aruba Stone Green (MET),Black,6,4,Gas,"11,25555556","8,808547009",51603
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Gravity Grey (b),Black,7,4,Gas,"12,62916667","9,683333333",52245
2020,Kia,Soul,83507,Hatchback,4,Automatic,FWD,Onyx,Black,5,4,Electric,"8,486666667","6,886666667",33999
2020,Kia,Forte5,79776,Hatchback,4,Automatic,FWD,Orange Delight,Black,5,4,Gas,"8,9","6,9",22994
2023,Kia,Seltos,20,SUV,4,CVT,AWD,Onyx,Black,5,4,Gas,"8,8","7,6",30295
2023,Kia,Seltos,104,SUV,4,Automatic,AWD,Gravity Grey,Black,5,4,Gas,"9,4","7,9",37082
2016,Kia,Sorento,95311,SUV,4,Automatic,FWD,Silver,Black,5,4,Gas,"11,1","8,2",18750
2023,Kia,Carnival,4524,Minivan,6,8 Speed Automatic,FWD,Ultra Silver,Grey,8,4,Gas,"12,1","8,9",55800
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Wolf Gray (MET),Black,7,4,Gas,"12,62916667","9,683333333",57245
2017,Kia,Sportage,150340,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"11,3","9,5",17999
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Gravity Grey (MET),Black,6,4,Gas,"12,62916667","9,683333333",63245
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Jungle Green,Black,6,4,Gas,"12,62916667","9,683333333",63245
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Gravity Grey (MET),Black,6,4,Gas,"12,62916667","9,683333333",64845
2015,Kia,Forte,118216,Sedan,4,6 Speed Automatic,FWD,Silver,Black,5,4,Gas,"8,8","6,1",13888
2009,Kia,Sedona,202996,Minivan,6,Automatic,FWD,Clear White,Grey,7,4,Gas,"13,2","8,8",3990
2021,Kia,Seltos,68825,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"8,8","7,6",27499
2012,Kia,Forte,149414,Sedan,4,Automatic,FWD,Silver,Black,5,4,Gas,8,"5,5",6990
2013,Kia,Rio,147000,Hatchback,4,Automatic,FWD,Chestnut Brown Pearl,Black,5,4,Gas,"6,8","5,3",7990
2015,Kia,Rio,165885,Wagon,4,Automatic,FWD,Graphite Pearl,Black,5,4,Gas,"8,7","6,4",7990
2015,Kia,Sorento,199900,SUV,6,Automatic,AWD,Titanium Silver Metallic,Black,7,4,Gas,"13,1","9,8",7999
2012,Kia,Rio,182588,Hatchback,4,6 Speed Automatic,FWD,Grey,Grey,5,4,Gas,"6,9","5,3",8499
2014,Kia,Forte,166656,Sedan,4,Automatic,FWD,Blue,Black,5,4,Gas,8,"5,3",8990
2010,Kia,Soul,140761,Hatchback,4,Automatic,FWD,Molten,Grey,4,4,Gas,"8,5","6,5",9800
2021,Kia,Seltos,75243,SUV,4,CVT,AWD,Grey,Black,5,4,Gas,"8,8","7,6",27500
2015,Kia,Forte,178467,Sedan,4,8 Speed Automatic,FWD,White,White,5,4,Gas,"8,8","6,1",9995
2015,Kia,Forte,143095,Sedan,4,6 Speed Automatic,FWD,White,Grey,5,4,Gas,"8,8","6,1",11888
2012,Kia,Optima,154834,Sedan,4,6 Speed Automatic,FWD,Silver,Black,5,4,Gas,"8,6","5,6",11980
2015,Kia,Forte,134997,Sedan,4,Automatic,FWD,Burgundy,Black,5,4,Gas,"8,8","6,1",11990
2012,Kia,Sportage,138000,SUV,4,Automatic,FWD,Techno Orange Metallic,Black,5,4,Gas,"9,7","6,5",12700
2017,Kia,Forte,148145,Sedan,4,Automatic,FWD,Hyper Blue Metallic,Black,5,4,Gas,"8,345","6,1675",14995
2018,Kia,Optima,165119,Sedan,4,Automatic,FWD,Ebony Black,Black,5,4,Gas,"9,3","6,6",14995
2016,Kia,Rio,62704,Sedan,4,Automatic,FWD,Polar,Black,5,4,Gas,"7,455","5,79",16299
2016,Kia,Sportage,141506,SUV,4,Automatic,AWD,Polar,Black,5,4,Gas,"12,4",9,16900
2017,Kia,Soul,100123,Hatchback,4,Automatic,FWD,Black,Black,5,4,Gas,"9,5","7,8",16995
2017,Kia,Sorento,167000,SUV,4,6 Speed Automatic,AWD,Sparkling Silver,Black,5,4,Gas,"11,5","9,3",16995
2023,Kia,Rio,150,Hatchback,4,Manual,FWD,Snow White Pearl,Black,5,4,Gas,"7,455","5,79",19545
2017,Kia,Optima,118989,Sedan,4,6 Speed Automatic,FWD,Snow Pearl White,Black,5,4,Gas,"9,3","6,6",21888
2020,Kia,Rio,31179,Hatchback,4,Automatic,FWD,Hyper Blue,Black,5,4,Gas,"7,455","5,79",22995
2023,Kia,Seltos,20,SUV,4,CVT,FWD,Steel Grey,Black,5,4,Gas,"8,2","7,1",25695
2021,Kia,Forte,23880,Sedan,4,CVT,FWD,Blue,Black,5,4,Gas,"7,8","5,9",25899
2023,Kia,Seltos,23,SUV,4,CVT,AWD,Snow White Pearl,Black,5,4,Gas,"8,8","7,6",29082
2022,Kia,Forte,17211,Sedan,4,Automatic,FWD,Steel Grey,Black,5,4,Gas,"8,345","6,1675",29995
2021,Kia,Sportage,26,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"10,7",9,33988
2023,Kia,Seltos,16098,SUV,4,Automatic,FWD,Blue,Black,5,4,Gas,"8,2","7,1",28999
2023,Kia,Forte,10,Sedan,4,Automatic,FWD,Gravity Grey,Black,5,4,Gas,"8,7","6,6",34881
2023,Kia,Forte,0,Sedan,4,Automatic,FWD,Gravity Grey,Black,5,4,Gas,"8,7","6,6",34881
2017,Kia,Sportage,90339,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"11,3","9,5",21500
2023,Kia,Telluride,20,SUV,6,8 Speed Automatic,AWD,Dawning Red,Black,8,4,Gas,"12,8","9,8",52973
2023,Kia,Stinger,220,Hatchback,6,8 Speed Automatic,AWD,HiChroma Red,Black,5,4,Gas,"13,7","9,6",53889
2023,Kia,Stinger,20,Sedan,6,Automatic,AWD,Ghost Grey,Black,5,4,Gas,"13,7","9,6",58068
2023,Kia,Stinger,102,Sedan,6,Automatic,AWD,California Red,Black,5,4,Gas,"13,7","9,6",58232
2023,Kia,Telluride,150,SUV,6,Automatic,AWD,Wolf Gray (MET),Black,6,4,Gas,"12,62916667","9,683333333",61245
2021,Kia,Sportage,26654,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"12,1","9,6",38950
2010,Kia,Forte,180334,Sedan,4,Manual,FWD,Dark Grey,Black,5,4,Gas,9,"6,2",4990
2013,Kia,Rio,196570,Sedan,4,Automatic,FWD,Bright Silver Metallic,Black,5,4,Gas,"6,8","5,3",5990
2009,Kia,Rondo,148103,Hatchback,4,Automatic,FWD,Dark Grey,Black,5,4,Gas,"10,33333333","7,277777778",6499
2012,Kia,Rio,156000,Hatchback,4,Manual,FWD,Bronze,Dark Grey,5,4,Gas,"6,9","5,3",6985
2013,Kia,Rio,198968,Sedan,4,Automatic,FWD,Clear White,Grey,5,4,Gas,"6,8","5,3",6990
2010,Kia,Soul,139200,Wagon,4,Manual,FWD,Denim Metallic,Grey,5,4,Gas,"8,5","6,5",6995
2010,Kia,Rondo,180000,Sedan,4,Automatic,FWD,Grey,Black,5,4,Gas,"10,6","7,5",6999
2010,Kia,Forte,137468,Sedan,4,Manual,FWD,Brown,Dark Grey,5,4,Gas,"8,1","5,8",7250
2010,Kia,Soul,109300,Wagon,4,Manual,FWD,Grey,Grey,5,4,Gas,"8,5","6,5",7495
2013,Kia,Rio,193000,Hatchback,4,Automatic,FWD,Grey,Black,5,4,Gas,"8,1","6,4",7995
2014,Kia,Forte,154500,Sedan,4,Manual,FWD,Blue,Black,5,4,Gas,8,"5,3",7995
2015,Kia,Optima,221000,Sedan,4,Automatic,FWD,Grey,Black,5,4,Gas,"10,2","6,9",8799
2012,Kia,Optima,196000,Sedan,4,Automatic,FWD,Black,Black,5,4,Gas,"9,052380952","6,385714286",8995
2011,Kia,Sportage,194178,SUV,4,Automatic,AWD,Signal Red Metallic,Black,5,4,Gas,10,"7,1",8995
2023,Kia,K5,3442,Sedan,4,Automatic,AWD,Grey,Black,5,4,Gas,"9,3",7,43999
2017,Kia,Sportage,103100,SUV,4,Automatic,FWD,Storm Blue,Black,5,4,Gas,"10,4",8,19999
2019,Kia,Niro,22016,Wagon,4,Automatic,FWD,Snow White Pearl,Black,5,4,Gasoline Hybrid,"4,9","5,3",37998
2023,Kia,Forte,26,Sedan,4,Automatic,FWD,Hyper Blue,Black,5,4,Gas,"8,2",6,25332
2015,Kia,Sorento,151808,SUV,6,Automatic,AWD,Snow White Pearl,Tan,5,4,Gas,"13,1","9,4",14990
2017,Kia,Forte,170831,Hatchback,4,7 Speed Automatic,FWD,Urban Grey Metallic,Black,5,4,Gas,"9,4","7,9",14888
2016,Kia,Sorento,149338,SUV,4,Automatic,AWD,Ebony Black,Black,5,4,Gas,"12,3","9,3",16990
2010,Kia,Rondo,149987,Wagon,4,4 Speed Automatic,FWD,Black Cherry Metallic,Black,5,4,Gas,"10,6","7,5",8999
2023,Kia,Forte,4227,Sedan,4,CVT,FWD,Blue,Black,5,4,Gas,"8,2",6,28418
2012,Kia,Forte,200000,Sedan,4,Automatic,FWD,White,Black,5,4,Gas,8,"5,5",9995
2014,Kia,Optima,203706,Sedan,4,Automatic,FWD,White,Black,5,4,Gas,"8,9","5,7",10995
2021,Kia,Sportage,26654,SUV,4,6 Speed Automatic,AWD,Black Cherry,Black,5,4,Gas,"12,1","9,6",38950
2015,Kia,Rondo,111000,Wagon,4,Automatic,FWD,Blue,Black,5,4,Gas,"10,6","7,4",12995
2017,Kia,Sportage,230000,SUV,4,Automatic,AWD,Red,Black,5,4,Gas,"11,3","9,5",13995
2015,Kia,Soul,128000,SUV,4,Automatic,FWD,Silver,Black,5,4,Gas,"8,486666667","6,886666667",13995
2023,Kia,Soul,8093,SUV,4,Automatic,FWD,White,Black,5,4,Gas,"8,5",7,14535
2014,Kia,Sorento,194718,SUV,4,6 Speed Automatic,AWD,Beige,Black,5,4,Gas,"10,9","7,8",14999
2014,Kia,Sportage,102000,SUV,4,Automatic,AWD,Red,Black,5,4,Gas,"10,88202247","8,819101124",14999
2021,Kia,Sorento,26740,SUV,4,Automatic,AWD,Runway Red,Black,6,4,Gas,"11,1","8,4",40888
2022,Kia,Seltos,13033,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"9,4","7,9",28535
2017,Kia,Sportage,150340,SUV,4,Automatic,AWD,Grey,Black,5,4,Gas,"11,3","9,5",17999
2013,Kia,Forte,218931,Hatchback,4,Automatic,FWD,Red,Black,5,4,Gas,8,"5,5",5990
2019,Kia,Forte,130060,Sedan,4,Automatic,FWD,Aurora Black,Black,5,4,Gas,"7,7","5,9",18900
2019,Lamborghini,Urus,53556,SUV,8,Automatic,AWD,Blue,Brown,5,4,Gas,"19,6","13,8",279800
2019,Lamborghini,Urus,33000,SUV,8,Automatic,AWD,White,Red,5,4,Gas,"19,6","13,8",299800
2019,Lamborghini,Urus,53556,SUV,8,Automatic,AWD,Blue,Brown,5,4,Gas,"19,6","13,8",279800
2019,Lamborghini,Urus,33000,SUV,8,Automatic,AWD,White,Red,5,4,Gas,"19,6","13,8",299800
2021,Lamborghini,Urus,15000,SUV,8,Automatic,AWD,Nero Noctis Matt,Black,5,4,Gas,"19,6","13,8",358888
2022,Lamborghini,Urus,4553,SUV,8,Automatic,AWD,White,Red,5,4,Gas,"19,6","13,8",378888
2022,Lamborghini,Urus,3000,SUV,8,Automatic,AWD,Grigio Hati,Red,5,4,Gas,"19,6","13,8",418888
2022,Lamborghini,Urus,2000,SUV,8,Automatic,AWD,Nero Nemesis,Red,5,4,Gas,"19,6","13,8",428888
2021,Lamborghini,Urus,17000,SUV,4,Automatic,AWD,Black,Black,4,4,Gas,"19,6","13,8",369888
2021,Lamborghini,Urus,12472,SUV,8,Automatic,AWD,Nero Noctis,Black,5,4,Gas,"19,6","13,8",369998
2021,Lamborghini,Urus,32922,SUV,8,8 Speed Automatic,AWD,Black,Black,4,4,Gas,"19,6","13,8",379000
2018,Nissan,Murano,47108,SUV,6,Automatic,AWD,Magnetic Black Metallic,Black,5,4,Gas,"11,2","8,4",28990
2017,Nissan,Pathfinder,95329,SUV,6,CVT,4x4,Magnetic Black Metallic,Black,7,4,Gas,"12,1","8,9",28888
2017,Nissan,Sentra,146613,Sedan,4,CVT,FWD,Gun Metallic,Black,5,4,Gas,"8,9","7,3",16888
2013,Nissan,Rogue,146000,SUV,4,CVT,AWD,Gray,Black,5,4,Gas,"9,6","7,7",10990
2017,Nissan,Rogue,189279,SUV,4,Automatic,FWD,White,Black,5,4,Gas,"9,2",7,13499
2014,Nissan,Rogue,144580,SUV,4,CVT,AWD,Cayenne Red Metallic,Black,5,4,Gas,"8,2","6,2",14800
2016,Nissan,Rogue,151398,SUV,4,CVT,AWD,Brilliant Silver Metallic,Black,5,4,Gas,"9,5","7,4",15900
2021,Nissan,Rogue,45443,SUV,4,Automatic,AWD,Glacier White,Charcoal,5,4,Gas,"9,2","7,2",29950
2016,Nissan,Rogue,149599,SUV,4,CVT,AWD,Magnetic Black Metallic,Black,5,4,Gas,"9,5","7,4",15900
2016,Nissan,Rogue,136000,SUV,4,CVT,AWD,Gun Metallic,Black,5,4,Gas,"9,5","7,4",15990
2018,Nissan,Altima,135500,Sedan,4,Automatic,FWD,Storm Blue Metallic,Charcoal,5,4,Gas,"8,7","6,3",17999
2019,Nissan,Versa,49040,Hatchback,4,CVT,FWD,Gun Metallic,Charcoal,5,4,Gas,"7,6","6,2",18785
2016,Nissan,Murano,160001,SUV,6,CVT,AWD,Arctic Blue Metallic,Beige,5,4,Gas,"11,2","8,3",18900
2017,Nissan,Rogue,114054,SUV,4,Automatic,FWD,White,Black,5,4,Gas,"9,2",7,18990
2016,Nissan,Juke,56301,Wagon,4,CVT,AWD,Super Black,Black,5,4,Gas,"8,8","7,5",19988
2017,Nissan,Murano,137448,SUV,6,CVT,FWD,Pearl White,Black,5,4,Gas,11,"8,3",19990
2016,Nissan,Juke,45986,Wagon,4,Automatic,AWD,Pearl White,Black,5,4,Gas,"8,8","7,5",20498
2016,Nissan,Murano,130129,SUV,6,Automatic,AWD,Pacific Sunset Metallic,Beige,5,4,Gas,"11,2","8,3",20590
2017,Nissan,Qashqai,37329,SUV,4,Automatic,AWD,Magnetic Black Metallic,Black,5,4,Gas,"9,1","7,5",20990
2021,Nissan,Sentra,21333,Sedan,4,Manual,FWD,Fresh Powder,Black,5,4,Gas,8,6,22995
2016,Nissan,Maxima,84845,Sedan,6,Automatic,FWD,Super Black Metallic,Black,5,4,Gas,"10,9","7,8",21985
2019,Nissan,Rogue,76139,SUV,4,Automatic,FWD,Caspian Blue Metallic,Black,5,4,Gas,"9,1","7,1",21989
2020,Nissan,Sentra,85139,Sedan,4,Automatic,FWD,Electric Blue Metallic,Charcoal,5,4,Gas,"7,928971963","5,986915888",21989
2020,Nissan,Kicks,90326,Hatchback,4,CVT,FWD,Aspen White Tricoat,Charcoal,5,4,Gas,"7,7","6,6",21995
2017,Nissan,Pathfinder,150000,SUV,6,Automatic,4x4,Magnetic Black Metallic,Black,7,4,Gas,"12,1","8,9",21995
2017,Nissan,Rogue,75000,SUV,4,Automatic,AWD,White,Black,5,4,Gas,"9,6","7,4",22180
2019,Nissan,Qashqai,57489,SUV,4,CVT,FWD,Magnetic Black Metallic,Charcoal,5,4,Gas,"8,6","7,2",22385
2019,Nissan,Rogue,104000,SUV,4,Automatic,FWD,White,Black,5,4,Gas,"9,1","7,1",22450
2019,Nissan,Murano,105449,SUV,6,Automatic,FWD,Pearl White Pearl Metallic,Grey,5,4,Gas,"11,7","8,3",22495
2018,Nissan,Rogue,89132,SUV,4,Automatic,AWD,Magnetic Black Metallic,Black,5,4,Gas,"9,7","7,4",22499
2020,Nissan,Kicks,53167,SUV,4,CVT,FWD,GREY,Black,5,4,Gas,"7,7","6,6",22995
2023,Nissan,Murano,16380,SUV,6,CVT,AWD,Gun Metallic,Black,5,4,Gas,12,"8,5",46995
2018,Nissan,Rogue,116000,SUV,4,CVT,AWD,White,Black,5,4,Gas,"9,7","7,4",23450
2020,Nissan,Kicks,82000,SUV,4,CVT,FWD,Super Black,Black,5,4,Gas,"7,7","6,6",23450
2017,Nissan,Murano,76092,SUV,6,Automatic,FWD,Magnetic Black Metallic,Black,5,4,Gas,11,"8,3",23588
2019,Nissan,Qashqai,78993,SUV,4,CVT,AWD,Gun Metallic,Charcoal,5,4,Gas,"9,1","7,6",23995
2018,Nissan,Murano,136000,SUV,6,Automatic,AWD,Magnetic Black Metallic,Black,5,4,Gas,"11,2","8,4",23998
2019,Nissan,Rogue,91281,SUV,4,Automatic,AWD,White,Black,5,4,Gas,"9,6","7,5",24045
2022,Nissan,Pathfinder,12321,SUV,6,9 Speed Automatic,AWD,Gun Metallic,Black,7,4,Gas,"11,6","9,2",48868
2020,Nissan,Rogue,106000,SUV,4,Automatic,AWD,Magnetic Black Metallic,Black,5,4,Gas,"9,6","7,5",24250
2020,Nissan,Rogue,114444,SUV,4,Automatic,AWD,Gun Metallic,Black,5,4,Gas,"9,6","7,5",24489
2019,Nissan,Rogue,55787,SUV,4,CVT,FWD,Caspian Blue Metallic,Black,5,4,Gas,"9,1","7,1",24498
2020,Nissan,Qashqai,102000,SUV,4,CVT,AWD,Magnetic Black Metallic,Black,5,4,Gas,9,"7,7",24850
2019,Nissan,Rogue,83000,SUV,4,CVT,AWD,White,Black,5,4,Gas,"9,6","7,5",24850
2017,Nissan,Rogue,33167,SUV,4,CVT,AWD,White,Black,5,4,Gas,"9,6","7,4",24888
2021,Nissan,Sentra,53000,Sedan,4,CVT,FWD,Scarlet Ember Tintcoat,Black,5,4,Gas,8,6,24950
2018,Nissan,Pathfinder,80597,SUV,6,Automatic,4x4,White,Black,7,4,Gas,"12,1","8,9",24955
2020,Nissan,Rogue,46911,SUV,4,Automatic,AWD,White,Beige,5,4,Gas,"9,6","7,5",35990
