Fecha UTC,Fecha,profundidad (km),magnitud (M)
24/07/2003,jul-03,25,4.5
26/07/2003,jul-03,33,4.8
27/07/2003,jul-03,110,4.6
28/07/2003,jul-03,29,4.7
28/07/2003,jul-03,33,4.4
28/07/2003,jul-03,70,4.8
31/07/2003,jul-03,181,5.8
31/07/2003,jul-03,42,4.5
02/08/2003,ago-03,35,4.5
03/08/2003,ago-03,31,4.5
03/08/2003,ago-03,23,4.6
03/08/2003,ago-03,171,4.8
04/08/2003,ago-03,67,4.5
06/08/2003,ago-03,33,4.4
08/08/2003,ago-03,32,5.4
08/08/2003,ago-03,16,4.5
08/08/2003,ago-03,164,5.2
08/08/2003,ago-03,146,4.8
10/08/2003,ago-03,136,4.9
11/08/2003,ago-03,26,4.5
11/08/2003,ago-03,38,4.9
14/08/2003,ago-03,169,4.8
15/08/2003,ago-03,70,4.6
16/08/2003,ago-03,149,4.5
19/08/2003,ago-03,91,4.7
20/08/2003,ago-03,41,4.8
21/08/2003,ago-03,51,4.6
21/08/2003,ago-03,52,4.6
24/08/2003,ago-03,51,4.7
24/08/2003,ago-03,28,4.5
24/08/2003,ago-03,28,4.5
25/08/2003,ago-03,34,4.5
26/08/2003,ago-03,24,6
27/08/2003,ago-03,41,4.5
27/08/2003,ago-03,41,4.5
27/08/2003,ago-03,21,4.5
28/08/2003,ago-03,33,4.5
29/08/2003,ago-03,24,4.5
30/08/2003,ago-03,48,4.7
30/08/2003,ago-03,100,4.5
31/08/2003,ago-03,25,4.5
31/08/2003,ago-03,69,4.5
01/09/2003,Set-03,7,4.6
01/09/2003,Set-03,72,5.3
01/09/2003,Set-03,108,5.4
02/09/2003,Set-03,48,4.5
02/09/2003,Set-03,99,4.5
03/09/2003,Set-03,133,4.5
05/09/2003,Set-03,47,4.5
06/09/2003,Set-03,94,5.1
06/09/2003,Set-03,43,5
06/09/2003,Set-03,46,4.7
07/09/2003,Set-03,14,4.9
08/09/2003,Set-03,80,4.8
08/09/2003,Set-03,128,4.9
08/09/2003,Set-03,164,4.9
09/09/2003,Set-03,50,4.5
10/09/2003,Set-03,104,5
10/09/2003,Set-03,48,4.9
13/09/2003,Set-03,126,4.5
13/09/2003,Set-03,19,5.1
15/09/2003,Set-03,30,4.7
17/09/2003,Set-03,80,4.5
17/09/2003,Set-03,42,4.5
18/09/2003,Set-03,148,4.5
19/09/2003,Set-03,44,5.2
19/09/2003,Set-03,44,4.6
19/09/2003,Set-03,31,4.5
19/09/2003,Set-03,156,4.7
20/09/2003,Set-03,19,4.9
20/09/2003,Set-03,38,4.5
22/09/2003,Set-03,33,4.5
22/09/2003,Set-03,174,4.5
22/09/2003,Set-03,18,4.7
23/09/2003,Set-03,46,4.5
24/09/2003,Set-03,67,4.5
24/09/2003,Set-03,48,4.5
27/09/2003,Set-03,54,4.5
28/09/2003,Set-03,10,4.5
29/09/2003,Set-03,52,4.5
29/09/2003,Set-03,136,4.5
29/09/2003,Set-03,37,4.5
29/09/2003,Set-03,25,4.5
30/09/2003,Set-03,39,4.6
01/10/2003,oct-03,44,5
01/10/2003,oct-03,29,4.7
01/10/2003,oct-03,34,4.5
02/10/2003,oct-03,29,4.6
02/10/2003,oct-03,147,4.7
02/10/2003,oct-03,56,4.5
02/10/2003,oct-03,62,4.5
02/10/2003,oct-03,41,4.6
03/10/2003,oct-03,115,4.6
03/10/2003,oct-03,143,5.2
04/10/2003,oct-03,57,4.6
04/10/2003,oct-03,33,4.5
05/10/2003,oct-03,41,4.7
06/10/2003,oct-03,13,5.3
06/10/2003,oct-03,108,4.5
08/10/2003,oct-03,102,4.5
09/10/2003,oct-03,15,4.9
10/10/2003,oct-03,33,4.5
11/10/2003,oct-03,115,5.5
12/10/2003,oct-03,38,4.5
13/10/2003,oct-03,34,4.5
15/10/2003,oct-03,25,4.5
16/10/2003,oct-03,39,4.7
16/10/2003,oct-03,173,4.9
16/10/2003,oct-03,33,4.4
17/10/2003,oct-03,28,4.5
18/10/2003,oct-03,144,5.1
20/10/2003,oct-03,33,5.3
20/10/2003,oct-03,49,4.6
21/10/2003,oct-03,92,4.5
21/10/2003,oct-03,15,4.5
21/10/2003,oct-03,11,4.7
21/10/2003,oct-03,76,4.5
21/10/2003,oct-03,58,4.9
22/10/2003,oct-03,62,4.5
22/10/2003,oct-03,144,4.5
24/10/2003,oct-03,14,4.5
25/10/2003,oct-03,160,4.6
25/10/2003,oct-03,140,4.5
26/10/2003,oct-03,42,5.6
27/10/2003,oct-03,56,4.5
28/10/2003,oct-03,38,4.7
28/10/2003,oct-03,179,5.8
30/10/2003,oct-03,123,4.5
01/11/2003,nov-03,18,4.5
01/11/2003,nov-03,37,4.7
02/11/2003,nov-03,64,4.9
02/11/2003,nov-03,92,4.6
03/11/2003,nov-03,20,4.6
06/11/2003,nov-03,13,4.5
06/11/2003,nov-03,8,4.8
06/11/2003,nov-03,51,4.5
07/11/2003,nov-03,85,4.6
10/11/2003,nov-03,63,4.9
12/11/2003,nov-03,158,4.6
13/11/2003,nov-03,32,4.5
14/11/2003,nov-03,24,4.8
15/11/2003,nov-03,40,4.5
15/11/2003,nov-03,78,4.6
15/11/2003,nov-03,78,4.5
16/11/2003,nov-03,120,5.1
16/11/2003,nov-03,43,4.9
17/11/2003,nov-03,58,4.7
19/11/2003,nov-03,35,4.5
19/11/2003,nov-03,50,4.5
22/11/2003,nov-03,11,4.9
22/11/2003,nov-03,11,4.5
25/11/2003,nov-03,42,4.5
26/11/2003,nov-03,21,5.8
26/11/2003,nov-03,26,4.9
26/11/2003,nov-03,33,5.2
26/11/2003,nov-03,151,4.9
27/11/2003,nov-03,17,4.6
01/12/2003,dic-03,53,4.5
01/12/2003,dic-03,25,4.6
02/12/2003,dic-03,40,4.9
02/12/2003,dic-03,41,4.6
02/12/2003,dic-03,19,4.7
03/12/2003,dic-03,158,4.7
04/12/2003,dic-03,141,4.9
05/12/2003,dic-03,131,4.7
05/12/2003,dic-03,30,4.9
05/12/2003,dic-03,37,4.9
06/12/2003,dic-03,46,4.7
06/12/2003,dic-03,36,4.8
06/12/2003,dic-03,89,4.6
07/12/2003,dic-03,86,4.5
07/12/2003,dic-03,40,4.6
08/12/2003,dic-03,50,4.5
08/12/2003,dic-03,128,4.7
08/12/2003,dic-03,31,4.9
09/12/2003,dic-03,38,5
10/12/2003,dic-03,10,4.5
12/12/2003,dic-03,41,4.5
14/12/2003,dic-03,23,5
15/12/2003,dic-03,100,4.6
16/12/2003,dic-03,25,4.8
16/12/2003,dic-03,186,4.6
16/12/2003,dic-03,48,4.5
18/12/2003,dic-03,174,4.7
23/12/2003,dic-03,21,4.5
23/12/2003,dic-03,41,4.6
24/12/2003,dic-03,39,4.8
25/12/2003,dic-03,148,4.5
25/12/2003,dic-03,87,4.8
26/12/2003,dic-03,55,5
26/12/2003,dic-03,54,4.9
26/12/2003,dic-03,33,4.5
28/12/2003,dic-03,573,5.2
28/12/2003,dic-03,155,4.5
29/12/2003,dic-03,69,4.7
30/12/2003,dic-03,102,4.5
30/12/2003,dic-03,49,4.5
31/12/2003,dic-03,141,4.5
02/01/2004,ene-04,156,4.9
02/01/2004,ene-04,112,4.9
02/01/2004,ene-04,58,4.6
03/01/2004,ene-04,115,5.3
04/01/2004,ene-04,89,4.5
04/01/2004,ene-04,137,5.3
05/01/2004,ene-04,61,4.5
05/01/2004,ene-04,25,4.9
08/01/2004,ene-04,27,5.3
08/01/2004,ene-04,33,4.5
10/01/2004,ene-04,45,5.1
10/01/2004,ene-04,11,4.5
11/01/2004,ene-04,30,4.6
12/01/2004,ene-04,47,5.5
13/01/2004,ene-04,13,4.5
16/01/2004,ene-04,139,4.7
16/01/2004,ene-04,169,4.5
18/01/2004,ene-04,76,4.5
18/01/2004,ene-04,44,4.5
19/01/2004,ene-04,11,4.5
19/01/2004,ene-04,22,4.5
19/01/2004,ene-04,152,4.7
21/01/2004,ene-04,42,4.5
21/01/2004,ene-04,27,4.6
22/01/2004,ene-04,12,5
23/01/2004,ene-04,14,4.6
24/01/2004,ene-04,18,4.9
25/01/2004,ene-04,20,4.8
25/01/2004,ene-04,91,5.3
26/01/2004,ene-04,27,4.7
26/01/2004,ene-04,40,4.5
26/01/2004,ene-04,135,4.5
28/01/2004,ene-04,15,4.5
28/01/2004,ene-04,156,4.5
29/01/2004,ene-04,41,4.5
29/01/2004,ene-04,29,4.6
29/01/2004,ene-04,41,4.5
29/01/2004,ene-04,49,5
30/01/2004,ene-04,15,4.5
02/02/2004,feb-04,13,4.5
03/02/2004,feb-04,25,5
05/02/2004,feb-04,49,4.9
09/02/2004,feb-04,159,4.7
11/02/2004,feb-04,51,4.5
11/02/2004,feb-04,42,4.5
12/02/2004,feb-04,31,4.5
13/02/2004,feb-04,25,4.7
13/02/2004,feb-04,12,4.5
14/02/2004,feb-04,83,4.5
15/02/2004,feb-04,164,4.5
16/02/2004,feb-04,46,4.7
20/02/2004,feb-04,12,4.6
21/02/2004,feb-04,53,4.6
23/02/2004,feb-04,47,4.5
24/02/2004,feb-04,51,4.6
25/02/2004,feb-04,27,5.3
28/02/2004,feb-04,52,4.5
29/02/2004,feb-04,25,4.5
01/03/2004,mar-04,170,5.1
01/03/2004,mar-04,47,4.7
02/03/2004,mar-04,36,4.8
03/03/2004,mar-04,18,5.1
07/03/2004,mar-04,18,4.6
07/03/2004,mar-04,19,4.5
07/03/2004,mar-04,30,4.5
07/03/2004,mar-04,20,4.5
08/03/2004,mar-04,30,4.9
10/03/2004,mar-04,41,4.5
10/03/2004,mar-04,33,4.5
11/03/2004,mar-04,40,4.5
14/03/2004,mar-04,54,5.3
14/03/2004,mar-04,40,4.6
15/03/2004,mar-04,159,4.8
18/03/2004,mar-04,62,4.5
20/03/2004,mar-04,166,4.5
21/03/2004,mar-04,113,4.8
21/03/2004,mar-04,75,4.6
21/03/2004,mar-04,68,4.6
22/03/2004,mar-04,41,4.7
23/03/2004,mar-04,129,5.2
25/03/2004,mar-04,21,4.5
26/03/2004,mar-04,32,5.1
26/03/2004,mar-04,168,4.6
27/03/2004,mar-04,46,4.5
27/03/2004,mar-04,90,4.6
27/03/2004,mar-04,67,4.9
28/03/2004,mar-04,31,5.5
31/03/2004,mar-04,14,4.5
31/03/2004,mar-04,30,4.5
01/04/2004,abr-04,127,4.9
01/04/2004,abr-04,142,4.7
02/04/2004,abr-04,17,4.6
02/04/2004,abr-04,32,4.5
02/04/2004,abr-04,44,5.3
03/04/2004,abr-04,54,4.6
05/04/2004,abr-04,149,4.8
07/04/2004,abr-04,58,4.5
09/04/2004,abr-04,39,4.5
10/04/2004,abr-04,129,4.8
10/04/2004,abr-04,99,4.5
13/04/2004,abr-04,11,4.5
13/04/2004,abr-04,43,4.7
13/04/2004,abr-04,22,4.5
13/04/2004,abr-04,15,4.9
13/04/2004,abr-04,169,4.3
14/04/2004,abr-04,161,4.9
15/04/2004,abr-04,41,4.8
16/04/2004,abr-04,45,4.7
16/04/2004,abr-04,18,4.7
18/04/2004,abr-04,44,4.5
18/04/2004,abr-04,33,4.5
19/04/2004,abr-04,67,4.5
21/04/2004,abr-04,23,4.5
21/04/2004,abr-04,164,4.8
23/04/2004,abr-04,50,4.5
23/04/2004,abr-04,17,4.6
23/04/2004,abr-04,23,4.5
26/04/2004,abr-04,165,4.9
28/04/2004,abr-04,19,4.5
28/04/2004,abr-04,23,4.9
30/04/2004,abr-04,29,4.5
30/04/2004,abr-04,45,4.5
01/05/2004,may-04,75,5.1
04/05/2004,may-04,133,4.8
04/05/2004,may-04,139,5.2
06/05/2004,may-04,52,5.2
06/05/2004,may-04,27,5.1
06/05/2004,may-04,47,4.8
08/05/2004,may-04,38,4.8
08/05/2004,may-04,103,4.6
08/05/2004,may-04,86,4.8
12/05/2004,may-04,42,4.5
13/05/2004,may-04,10,4.8
13/05/2004,may-04,168,4.8
14/05/2004,may-04,50,4.6
19/05/2004,may-04,44,4.8
20/05/2004,may-04,166,4.5
22/05/2004,may-04,142,4.6
23/05/2004,may-04,44,4.6
23/05/2004,may-04,154,4.2
23/05/2004,may-04,91,4.9
25/05/2004,may-04,38,5.5
26/05/2004,may-04,164,5.5
26/05/2004,may-04,10,4.5
26/05/2004,may-04,122,4.8
26/05/2004,may-04,155,4.9
29/05/2004,may-04,34,4.6
29/05/2004,may-04,80,4.6
30/05/2004,may-04,41,4.5
30/05/2004,may-04,115,5.8
02/06/2004,jun-04,19,4.6
04/06/2004,jun-04,51,4.5
05/06/2004,jun-04,37,4.6
05/06/2004,jun-04,167,4.1
08/06/2004,jun-04,74,4.5
12/06/2004,jun-04,45,4.6
12/06/2004,jun-04,35,4.6
13/06/2004,jun-04,113,4.5
13/06/2004,jun-04,40,4.5
15/06/2004,jun-04,119,5.1
20/06/2004,jun-04,149,4
23/06/2004,jun-04,38,4.9
23/06/2004,jun-04,57,4.4
24/06/2004,jun-04,53,5.3
27/06/2004,jun-04,22,4.5
29/06/2004,jun-04,32,4.5
30/06/2004,jun-04,259,4
30/06/2004,jun-04,89,4.5
01/07/2004,jul-04,59,5
04/07/2004,jul-04,28,4.5
05/07/2004,jul-04,56,4.6
06/07/2004,jul-04,57,4.5
06/07/2004,jul-04,294,4.2
06/07/2004,jul-04,11,5
08/07/2004,jul-04,68,4.5
09/07/2004,jul-04,65,4.5
09/07/2004,jul-04,157,4.6
10/07/2004,jul-04,81,4.6
12/07/2004,jul-04,51,4.6
12/07/2004,jul-04,55,4.5
14/07/2004,jul-04,87,4.5
14/07/2004,jul-04,115,4.5
14/07/2004,jul-04,11,4.6
15/07/2004,jul-04,36,4.9
16/07/2004,jul-04,80,4.7
16/07/2004,jul-04,88,4.5
17/07/2004,jul-04,179,4.5
20/07/2004,jul-04,144,4.5
21/07/2004,jul-04,64,4.8
21/07/2004,jul-04,66,4.6
21/07/2004,jul-04,92,5
23/07/2004,jul-04,43,5.1
25/07/2004,jul-04,32,4.5
25/07/2004,jul-04,52,4.9
25/07/2004,jul-04,38,5.1
25/07/2004,jul-04,61,4.7
25/07/2004,jul-04,158,5.7
27/07/2004,jul-04,35,5
29/07/2004,jul-04,55,4.6
29/07/2004,jul-04,25,5.7
30/07/2004,jul-04,107,4.7
31/07/2004,jul-04,53,4.7
31/07/2004,jul-04,14,4.6
31/07/2004,jul-04,53,4.6
31/07/2004,jul-04,58,4.5
01/08/2004,ago-04,168,5.1
02/08/2004,ago-04,28,4.5
03/08/2004,ago-04,38,4.6
04/08/2004,ago-04,128,4.5
05/08/2004,ago-04,27,4.8
06/08/2004,ago-04,97,4.5
06/08/2004,ago-04,23,4.8
07/08/2004,ago-04,156,4.5
07/08/2004,ago-04,76,4.9
08/08/2004,ago-04,114,4.9
10/08/2004,ago-04,63,4.9
11/08/2004,ago-04,123,5
11/08/2004,ago-04,141,4.5
11/08/2004,ago-04,28,5.6
12/08/2004,ago-04,26,5.6
12/08/2004,ago-04,169,4.2
14/08/2004,ago-04,37,4.7
17/08/2004,ago-04,103,4.2
17/08/2004,ago-04,32,5
18/08/2004,ago-04,153,4.2
18/08/2004,ago-04,18,4.5
20/08/2004,ago-04,25,4.5
22/08/2004,ago-04,36,4.5
28/08/2004,ago-04,40,4.5
28/08/2004,ago-04,47,4.6
28/08/2004,ago-04,63,4.6
29/08/2004,ago-04,17,4.6
31/08/2004,ago-04,66,4.5
31/08/2004,ago-04,133,5.5
02/09/2004,Set-04,26,4.9
03/09/2004,Set-04,24,4.5
05/09/2004,Set-04,57,4.6
06/09/2004,Set-04,15,4.5
07/09/2004,Set-04,60,4.6
07/09/2004,Set-04,101,4.5
09/09/2004,Set-04,85,4.9
12/09/2004,Set-04,140,4.7
13/09/2004,Set-04,85,4.5
14/09/2004,Set-04,19,4.9
15/09/2004,Set-04,91,5.3
16/09/2004,Set-04,30,5.8
17/09/2004,Set-04,170,4.6
25/09/2004,Set-04,124,4.5
28/09/2004,Set-04,72,4.5
28/09/2004,Set-04,41,6
29/09/2004,Set-04,50,4.9
29/09/2004,Set-04,84,5.5
29/09/2004,Set-04,16,4.8
30/09/2004,Set-04,169,4.8
30/09/2004,Set-04,169,4.6
01/10/2004,oct-04,131,4.9
05/10/2004,oct-04,41,4.7
06/10/2004,oct-04,148,4.6
06/10/2004,oct-04,135,4.7
06/10/2004,oct-04,184,4.8
07/10/2004,oct-04,46,4.5
08/10/2004,oct-04,152,4.8
10/10/2004,oct-04,163,4.5
10/10/2004,oct-04,49,4.6
10/10/2004,oct-04,28,4.5
11/10/2004,oct-04,72,4.9
11/10/2004,oct-04,49,4.5
13/10/2004,oct-04,39,4.5
14/10/2004,oct-04,11,4.5
14/10/2004,oct-04,45,4.5
16/10/2004,oct-04,53,4.9
18/10/2004,oct-04,80,4.5
18/10/2004,oct-04,66,4.9
19/10/2004,oct-04,21,5.1
20/10/2004,oct-04,53,5.7
21/10/2004,oct-04,14,4.8
21/10/2004,oct-04,39,4.5
22/10/2004,oct-04,52,5.3
23/10/2004,oct-04,14,4.6
24/10/2004,oct-04,44,4.7
25/10/2004,oct-04,82,4.5
26/10/2004,oct-04,23,4.5
26/10/2004,oct-04,69,4.5
28/10/2004,oct-04,39,5.7
29/10/2004,oct-04,72,4.5
02/11/2004,nov-04,30,5.3
03/11/2004,nov-04,27,4.6
04/11/2004,nov-04,62,4.8
04/11/2004,nov-04,17,4.6
06/11/2004,nov-04,94,4.5
08/11/2004,nov-04,40,4.6
08/11/2004,nov-04,37,4.6
09/11/2004,nov-04,32,4.8
09/11/2004,nov-04,92,5
10/11/2004,nov-04,40,4.8
11/11/2004,nov-04,142,5.7
12/11/2004,nov-04,130,4.6
14/11/2004,nov-04,54,4.5
17/11/2004,nov-04,98,4.6
19/11/2004,nov-04,55,4.5
20/11/2004,nov-04,21,5
20/11/2004,nov-04,55,4.5
21/11/2004,nov-04,108,4.7
21/11/2004,nov-04,38,4.5
21/11/2004,nov-04,36,4.7
22/11/2004,nov-04,177,4.5
24/11/2004,nov-04,44,4.6
24/11/2004,nov-04,49,4.6
26/11/2004,nov-04,36,4.7
29/11/2004,nov-04,56,4.5
29/11/2004,nov-04,5,4.5
29/11/2004,nov-04,71,5
01/12/2004,dic-04,39,4.6
05/12/2004,dic-04,67,4.8
05/12/2004,dic-04,19,4.6
05/12/2004,dic-04,28,4.7
06/12/2004,dic-04,76,4.5
06/12/2004,dic-04,151,5.1
08/12/2004,dic-04,55,4.5
09/12/2004,dic-04,171,4.5
11/12/2004,dic-04,39,4.8
11/12/2004,dic-04,76,4.5
12/12/2004,dic-04,83,4.5
12/12/2004,dic-04,21,4.8
13/12/2004,dic-04,15,4.7
14/12/2004,dic-04,14,4.7
16/12/2004,dic-04,51,4.5
16/12/2004,dic-04,35,4.8
17/12/2004,dic-04,72,4.6
18/12/2004,dic-04,30,6
19/12/2004,dic-04,144,5.3
20/12/2004,dic-04,91,4.7
20/12/2004,dic-04,45,4.9
20/12/2004,dic-04,23,5.8
20/12/2004,dic-04,29,4.7
23/12/2004,dic-04,57,4.6
24/12/2004,dic-04,18,4.6
24/12/2004,dic-04,58,4.5
28/12/2004,dic-04,39,5
29/12/2004,dic-04,16,5.6
31/12/2004,dic-04,92,4.5
31/12/2004,dic-04,19,4.6
01/01/2005,ene-05,60,4.5
04/01/2005,ene-05,56,4.6
04/01/2005,ene-05,11,4.5
06/01/2005,ene-05,30,4.9
07/01/2005,ene-05,99,4.7
08/01/2005,ene-05,40,4.5
10/01/2005,ene-05,99,5
11/01/2005,ene-05,51,4.6
11/01/2005,ene-05,155,5
14/01/2005,ene-05,66,4.8
15/01/2005,ene-05,17,5.4
15/01/2005,ene-05,26,4.5
15/01/2005,ene-05,49,4.5
15/01/2005,ene-05,44,5.3
15/01/2005,ene-05,26,4.9
17/01/2005,ene-05,57,4.5
17/01/2005,ene-05,29,4.5
23/01/2005,ene-05,47,4.8
24/01/2005,ene-05,176,4.6
24/01/2005,ene-05,30,5.8
24/01/2005,ene-05,47,4.5
24/01/2005,ene-05,84,4.5
24/01/2005,ene-05,45,4.5
24/01/2005,ene-05,121,5.1
24/01/2005,ene-05,178,4.8
25/01/2005,ene-05,28,4.6
25/01/2005,ene-05,132,4.5
26/01/2005,ene-05,178,4.9
26/01/2005,ene-05,32,4.9
27/01/2005,ene-05,44,4.7
28/01/2005,ene-05,26,4.5
29/01/2005,ene-05,159,5.1
29/01/2005,ene-05,321,4.1
30/01/2005,ene-05,33,4.7
30/01/2005,ene-05,81,4.9
01/02/2005,feb-05,160,4.9
03/02/2005,feb-05,32,4.6
03/02/2005,feb-05,33,4.8
03/02/2005,feb-05,142,4.5
07/02/2005,feb-05,25,5.1
08/02/2005,feb-05,56,4.6
08/02/2005,feb-05,54,4.5
09/02/2005,feb-05,119,4.8
09/02/2005,feb-05,21,5.1
11/02/2005,feb-05,122,4.9
12/02/2005,feb-05,14,4.8
12/02/2005,feb-05,44,4.7
12/02/2005,feb-05,98,4.5
13/02/2005,feb-05,55,4.6
15/02/2005,feb-05,34,4.5
16/02/2005,feb-05,68,4.5
17/02/2005,feb-05,44,4.4
17/02/2005,feb-05,121,5.7
17/02/2005,feb-05,34,4.5
17/02/2005,feb-05,71,4.5
17/02/2005,feb-05,57,4.5
18/02/2005,feb-05,48,4.6
19/02/2005,feb-05,65,4.6
20/02/2005,feb-05,54,4.6
21/02/2005,feb-05,18,4.7
23/02/2005,feb-05,33,5.3
24/02/2005,feb-05,118,4.9
26/02/2005,feb-05,56,4.5
27/02/2005,feb-05,162,4.6
27/02/2005,feb-05,207,4
27/02/2005,feb-05,58,4.8
28/02/2005,feb-05,180,4.5
01/03/2005,mar-05,176,4.5
02/03/2005,mar-05,120,5.3
03/03/2005,mar-05,124,4.9
06/03/2005,mar-05,33,4.6
06/03/2005,mar-05,129,4.9
07/03/2005,mar-05,170,4.2
07/03/2005,mar-05,19,4.5
08/03/2005,mar-05,26,4.5
09/03/2005,mar-05,39,5.1
10/03/2005,mar-05,106,4.9
15/03/2005,mar-05,23,4.7
15/03/2005,mar-05,20,4.5
15/03/2005,mar-05,29,4.6
15/03/2005,mar-05,46,4.5
15/03/2005,mar-05,28,4.8
16/03/2005,mar-05,13,4.6
17/03/2005,mar-05,137,4.5
17/03/2005,mar-05,157,4.7
17/03/2005,mar-05,47,4.5
18/03/2005,mar-05,50,4.5
20/03/2005,mar-05,19,4.5
21/03/2005,mar-05,13,5
21/03/2005,mar-05,42,4.6
21/03/2005,mar-05,168,4.6
21/03/2005,mar-05,43,4.9
22/03/2005,mar-05,45,5
22/03/2005,mar-05,49,4.8
22/03/2005,mar-05,57,4.9
22/03/2005,mar-05,56,4.5
23/03/2005,mar-05,183,4.5
23/03/2005,mar-05,16,5.1
23/03/2005,mar-05,33,4.2
23/03/2005,mar-05,34,4.5
23/03/2005,mar-05,35,4.5
23/03/2005,mar-05,40,4.7
25/03/2005,mar-05,23,5.1
25/03/2005,mar-05,26,4.9
27/03/2005,mar-05,22,4.6
27/03/2005,mar-05,60,4.6
28/03/2005,mar-05,65,4.6
29/03/2005,mar-05,40,5
29/03/2005,mar-05,155,4.5
31/03/2005,mar-05,98,4.5
02/04/2005,abr-05,26,4.5
02/04/2005,abr-05,16,4.5
03/04/2005,abr-05,63,4.6
04/04/2005,abr-05,165,4.7
05/04/2005,abr-05,57,4.6
05/04/2005,abr-05,599,5.1
06/04/2005,abr-05,117,5.1
06/04/2005,abr-05,33,5.1
06/04/2005,abr-05,58,4.7
09/04/2005,abr-05,44,5.2
09/04/2005,abr-05,119,4.6
10/04/2005,abr-05,29,4.9
10/04/2005,abr-05,101,5.7
11/04/2005,abr-05,11,4.6
11/04/2005,abr-05,63,4.5
11/04/2005,abr-05,104,6.2
11/04/2005,abr-05,42,4.5
11/04/2005,abr-05,27,4.5
12/04/2005,abr-05,50,4.5
13/04/2005,abr-05,57,4.7
13/04/2005,abr-05,61,4.5
15/04/2005,abr-05,39,4.9
16/04/2005,abr-05,100,6
16/04/2005,abr-05,151,4.6
18/04/2005,abr-05,27,4.7
18/04/2005,abr-05,22,4.5
18/04/2005,abr-05,53,4.5
19/04/2005,abr-05,57,4.6
20/04/2005,abr-05,55,4.5
20/04/2005,abr-05,71,5.5
20/04/2005,abr-05,88,5
21/04/2005,abr-05,44,4.9
21/04/2005,abr-05,19,4.8
22/04/2005,abr-05,64,4.7
22/04/2005,abr-05,98,4.5
22/04/2005,abr-05,94,4.5
23/04/2005,abr-05,631,4.4
24/04/2005,abr-05,139,4.5
25/04/2005,abr-05,156,5.4
27/04/2005,abr-05,30,4.6
29/04/2005,abr-05,143,4.9
30/04/2005,abr-05,106,4.5
30/04/2005,abr-05,68,4.6
01/05/2005,may-05,19,5.1
02/05/2005,may-05,591,5.5
02/05/2005,may-05,68,4.8
02/05/2005,may-05,24,4.5
03/05/2005,may-05,145,5.2
03/05/2005,may-05,37,6.1
05/05/2005,may-05,97,4.2
05/05/2005,may-05,28,5.2
08/05/2005,may-05,10,5.2
08/05/2005,may-05,41,4.5
09/05/2005,may-05,40,4.8
09/05/2005,may-05,45,4.9
09/05/2005,may-05,30,4.6
13/05/2005,may-05,67,4.5
13/05/2005,may-05,33,5.3
15/05/2005,may-05,36,5.3
17/05/2005,may-05,26,4.6
20/05/2005,may-05,53,4.5
21/05/2005,may-05,12,6.4
21/05/2005,may-05,23,4.5
21/05/2005,may-05,30,4.5
21/05/2005,may-05,18,4.5
21/05/2005,may-05,51,4.5
21/05/2005,may-05,19,4.5
21/05/2005,may-05,39,4.7
21/05/2005,may-05,46,5.1
22/05/2005,may-05,166,4.7
22/05/2005,may-05,87,4.9
23/05/2005,may-05,27,4.8
25/05/2005,may-05,79,4.6
25/05/2005,may-05,33,4.8
27/05/2005,may-05,72,4.9
28/05/2005,may-05,23,5.1
28/05/2005,may-05,41,4.5
29/05/2005,may-05,37,5.4
30/05/2005,may-05,77,4.9
30/05/2005,may-05,50,4.5
30/05/2005,may-05,31,4.8
31/05/2005,may-05,30,4.5
02/06/2005,jun-05,56,4.5
02/06/2005,jun-05,164,5
03/06/2005,jun-05,25,4.6
03/06/2005,jun-05,118,5.3
04/06/2005,jun-05,68,4.9
04/06/2005,jun-05,55,4.9
06/06/2005,jun-05,17,4.6
06/06/2005,jun-05,27,4.9
07/06/2005,jun-05,130,5.6
07/06/2005,jun-05,103,4.7
10/06/2005,jun-05,16,4.8
11/06/2005,jun-05,40,4.9
12/06/2005,jun-05,109,4.5
12/06/2005,jun-05,27,5
12/06/2005,jun-05,27,4.7
13/06/2005,jun-05,17,4.8
14/06/2005,jun-05,26,5.5
14/06/2005,jun-05,163,4
16/06/2005,jun-05,27,5.2
18/06/2005,jun-05,189,4.3
18/06/2005,jun-05,92,4.5
19/06/2005,jun-05,44,4.7
19/06/2005,jun-05,30,4.5
21/06/2005,jun-05,37,4.5
24/06/2005,jun-05,23,5.6
24/06/2005,jun-05,39,4.9
26/06/2005,jun-05,56,4.5
27/06/2005,jun-05,90,4.5
29/06/2005,jun-05,209,4.5
01/07/2005,jul-05,81,4.8
03/07/2005,jul-05,126,5.1
04/07/2005,jul-05,92,4.6
04/07/2005,jul-05,89,4.6
09/07/2005,jul-05,78,4.5
10/07/2005,jul-05,40,4.8
10/07/2005,jul-05,107,4.5
11/07/2005,jul-05,31,4.8
12/07/2005,jul-05,110,4.5
12/07/2005,jul-05,21,4.9
13/07/2005,jul-05,94,6.1
13/07/2005,jul-05,55,4.9
14/07/2005,jul-05,11,4.9
14/07/2005,jul-05,25,4.5
14/07/2005,jul-05,46,4.6
15/07/2005,jul-05,56,4.6
15/07/2005,jul-05,63,4.7
15/07/2005,jul-05,98,4.5
17/07/2005,jul-05,14,4.6
17/07/2005,jul-05,15,4.9
19/07/2005,jul-05,50,4.6
22/07/2005,jul-05,33,4.8
