Precio,Dormitorios,Antiguedad,Luminosidad,Tipo,Area_total_m2,Area_constr_m2,NroBanios,Estado de Inmueble,Distrito,Cocheras,Uso_profesional,Uso_comercial,Nro_pisos,Piscina,Amoblado
135,5+,6,NoEspecifica,Casa,386,536,5,Remodelado,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,0
150,5+,3,NoEspecifica,Casa,300,500,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
39.5,4,1,Muy luminoso,Casa de Playa,220,310,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,0
53,4,1,NoEspecifica,Casa en condominio,207,277,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,1,0
18,4,9,NoEspecifica,Casa de Playa,115,220,2,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,3,0,1
140,3,2,NoEspecifica,Casa,400,450,3,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
41,4,1,NoEspecifica,Casa,294,348,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
27,4,1,NoEspecifica,Casa de Playa,252,237,3,Muy bueno,Lurin,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
93,3,1,NoEspecifica,Casa,1353,540,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
41,4,3,NoEspecifica,Casa,230,215,3,Remodelado,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
56,4,5,NoEspecifica,Casa,325,327,2,A Remodelar,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,0
69,5+,1,NoEspecifica,Casa de Playa,585,585,5,Muy bueno,Pucusana,5,NoEspecifica,NoEspecifica,3,1,1
115,5+,3,Muy luminoso,Casa,480,280,4,Muy bueno,SanBorja,4,Si,Si,2,NoEspecifica,NoEspecifica
125,4,5,NoEspecifica,Casa,425,335,4,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,3,0,0
126,4,1,NoEspecifica,Casa,624,422,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
126,4,1,NoEspecifica,Casa,624,414,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
42,5+,3,NoEspecifica,Casa,208,334,4,Muy bueno,SanMiguel,2,NoEspecifica,NoEspecifica,1,0,NoEspecifica
84.9,4,9,NoEspecifica,Casa,1021,380,3,NoEspecifica,Chorrillos,4,NoEspecifica,NoEspecifica,2,1,0
38,4,4,NoEspecifica,Casa,175,140,3,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
56,3,6,NoEspecifica,Casa,1098,280,4,NoEspecifica,Lurin,2,NoEspecifica,NoEspecifica,2,0,0
57.5,3,3,NoEspecifica,Casa,398,300,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
7.49,5+,6,Luminoso,Casa,71,164,2,Bueno,Caniete,0,Si,Si,3,NoEspecifica,NoEspecifica
53.8,3,1,NoEspecifica,Casa,180,250,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
130,3,4,NoEspecifica,Casa,800,390,5,Remodelado,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
140,4,2,NoEspecifica,Casa en condominio,1138,400,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
110,3,3,NoEspecifica,Casa,1200,374,3,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,3,1,0
139.5,5+,5,NoEspecifica,Casa,465,616,3,NoEspecifica,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
39.9,3,3,NoEspecifica,Casa en condominio,150,146,2,Bueno,Barranco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
69,3,3,NoEspecifica,Casa,800,383,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
58.5,3,5,NoEspecifica,Casa en condominio,300,260,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
95,4,1,NoEspecifica,Casa,750,450,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
39.5,5+,4,NoEspecifica,Casa,181,220,4,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
139,4,3,NoEspecifica,Casa,1000,500,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,1
74,3,1,NoEspecifica,Casa,465,357,3,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
67,4,3,NoEspecifica,Casa,385,420,2,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
89,4,1,NoEspecifica,Casa,238,312,4,Remodelado,Lince,2,NoEspecifica,NoEspecifica,2,0,0
44,5+,3,NoEspecifica,Casa,266,183,4,A Remodelar,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
69,3,1,NoEspecifica,Casa de Playa,215,215,3,NoEspecifica,Pucusana,2,NoEspecifica,NoEspecifica,3,1,1
120,5+,3,NoEspecifica,Casa,1235,447,4,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
40,5+,3,NoEspecifica,Casa,221,266,5,A Remodelar,SanMiguel,1,NoEspecifica,NoEspecifica,3,0,0
39.5,3,4,NoEspecifica,Casa,181,195,2,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
95,5+,5,NoEspecifica,Casa,660,660,5,Muy bueno,Asia,4,NoEspecifica,NoEspecifica,3,1,0
21,3,4,NoEspecifica,Casa,120,98,2,A Remodelar,MagdalenaDelMar,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
62,5+,2,Muy luminoso,Casa,650,650,5,NoEspecifica,JesusMaria,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
195,5+,4,NoEspecifica,Casa,1085,540,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,0,1
120,3,1,NoEspecifica,Casa,318,352,2,Remodelado,SanIsidro,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
80,4,2,NoEspecifica,Casa de Playa,300,340,4,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,0
159,4,1,NoEspecifica,Casa,1000,500,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
69,3,3,NoEspecifica,Casa,342,215,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,1,0,NoEspecifica
68,4,3,NoEspecifica,Casa,367,380,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
12.5,4,2,Muy luminoso,Casa de Playa en condominio,160,200,4,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
100,4,1,NoEspecifica,Casa,950,350,4,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,0
37,3,4,NoEspecifica,Casa,300,240,3,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
45,3,1,NoEspecifica,Casa en condominio,240,100,3,Muy bueno,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,0,0
55,3,8,NoEspecifica,Casa en condominio,300,250,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
160,4,1,NoEspecifica,Casa,1250,550,5,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,3,1,0
17.9,3,2,NoEspecifica,Casa,120,245,4,Muy bueno,SantaAnita,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
170,4,1,NoEspecifica,Casa,520,1000,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,5,0,1
145,4,2,NoEspecifica,Casa,1000,500,3,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,1,1,0
110,5+,2,Muy luminoso,Casa,475,475,5,Muy bueno,Miraflores,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
58,5+,3,NoEspecifica,Casa,314,450,4,A Remodelar,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,0
53,3,8,NoEspecifica,Casa en condominio,300,300,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
53,4,8,NoEspecifica,Casa en condominio,300,300,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
40,5+,5,NoEspecifica,Casa de Playa,180,400,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,1
51.8,4,2,NoEspecifica,Casa de Playa,300,177,3,Muy bueno,SanAntonio,2,NoEspecifica,NoEspecifica,2,1,0
23,2,1,NoEspecifica,Casa de Playa,600,100,1,A Remodelar,VillaElSalvador,5,NoEspecifica,NoEspecifica,1,0,NoEspecifica
120,4,2,NoEspecifica,Casa,1024,521,3,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,1,1,0
10,3,3,NoEspecifica,Casa,108,108,3,NoEspecifica,VillaElSalvador,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
29.9,4,6,NoEspecifica,Casa,174,174,3,NA,LaVictoria,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
22,4,1,NoEspecifica,Casa,200,260,3,Bueno,Lurigancho,1,NoEspecifica,NoEspecifica,2,0,0
35,3,1,NoEspecifica,Casa en condominio,150,217,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
93,4,2,NoEspecifica,Casa,671,412,4,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
129,3,2,NoEspecifica,Casa,1020,524,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
113,3,2,NoEspecifica,Casa,1091,350,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
140,4,1,NoEspecifica,Casa,781,455,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
34,5+,1,NoEspecifica,Casa de Playa,200,180,5,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,0
22.5,3,2,NoEspecifica,Casa,159,165,4,NoEspecifica,LaMolina,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
40,3,1,NoEspecifica,Casa,150,146,3,Bueno,Barranco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
40,3,1,NoEspecifica,Casa,150,146,3,Bueno,Miraflores,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
99.5,4,4,NoEspecifica,Casa,465,350,5,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,3,1,0
89,3,2,NoEspecifica,Casa,700,313,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,1,1,0
85,4,3,NoEspecifica,Casa,331,373,4,Remodelado,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,1,0
110,4,1,NoEspecifica,Casa,650,425,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
140,5+,2,NoEspecifica,Casa,413,750,5,NoEspecifica,Miraflores,3,NoEspecifica,NoEspecifica,3,0,0
35,3,1,NoEspecifica,Casa de Playa,120,120,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
25.6024,4,1,NoEspecifica,Casa de Playa,170,235,5,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,3,1,0
61,5+,3,NoEspecifica,Casa,300,320,3,NoEspecifica,SanBorja,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
30,3,3,NoEspecifica,Casa de Playa,180,180,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,1,1
70,4,3,NoEspecifica,Casa de Playa,216,130,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,2,0,0
55,4,5,NoEspecifica,Casa de Playa,330,300,5,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,2,1,1
69,4,1,NoEspecifica,Casa de Playa,300,330,5,NoEspecifica,Asia,4,NoEspecifica,NoEspecifica,3,1,NoEspecifica
100,5+,2,NoEspecifica,Casa de Playa,300,280,5,Remodelado,Asia,2,NoEspecifica,NoEspecifica,1,1,1
72,5+,1,NoEspecifica,Casa,326,462,5,Muy bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,3,1,0
14,4,2,NoEspecifica,Casa,185,185,3,Bueno,VillaElSalvador,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
135,4,1,NoEspecifica,Casa,700,450,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
75,5+,3,NoEspecifica,Casa,330,350,3,A Remodelar,SanIsidro,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
64,5+,5,NoEspecifica,Casa en condominio,335,335,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
108,3,1,NoEspecifica,Casa,564,595,3,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,2,1,1
200,4,2,NoEspecifica,Casa,1000,450,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
140,4,5,NoEspecifica,Casa,1200,1200,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
130,4,3,NoEspecifica,Casa,684,391,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
140.5,3,3,Muy luminoso,Casa,702,500,5,Excelente,SanBorja,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
130,4,2,NoEspecifica,Casa,800,420,5,NA,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
109,4,6,NoEspecifica,Casa,600,415,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
89,4,9,NoEspecifica,Casa,1000,350,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
130,4,7,NoEspecifica,Casa,700,450,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
180,4,1,NoEspecifica,Casa,1300,600,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
133.9,3,1,NoEspecifica,Casa,630,340,3,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,1,0
79,5+,1,NoEspecifica,Casa,458,371,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
40,4,1,NoEspecifica,Casa de Playa,288,350,5,Bueno,Pucusana,2,NoEspecifica,NoEspecifica,3,1,NoEspecifica
115,4,1,NoEspecifica,Casa,450,361,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
166,4,2,NoEspecifica,Casa,1295,800,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
120,4,1,NoEspecifica,Casa,640,450,5,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,1,0
62,3,1,NoEspecifica,Casa,525,300,5,Remodelado,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
12,5+,3,NoEspecifica,Casa,219,204,2,Bueno,Huaral,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
50,5+,3,NoEspecifica,Casa,250,250,4,Bueno,SantiagoDeSurco,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
50,4,2,NoEspecifica,Casa,312,220,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
37,2,3,NoEspecifica,Casa,252,180,1,NoEspecifica,Miraflores,1,NoEspecifica,NoEspecifica,1,0,NoEspecifica
33,3,1,NoEspecifica,Casa,176,229,3,Bueno,Chorrillos,3,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
48,4,4,NoEspecifica,Casa,220,328,3,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
115,4,3,NoEspecifica,Casa,340,550,3,Muy bueno,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
79.9,3,1,NoEspecifica,Casa,303,306,3,Muy bueno,Miraflores,3,NoEspecifica,NoEspecifica,3,0,0
85,5+,2,NoEspecifica,Casa,365,510,3,A Remodelar,Miraflores,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
145,4,3,NoEspecifica,Casa,776,600,5,Muy bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
145,4,3,NoEspecifica,Casa en condominio,776,600,5,Muy bueno,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
137.6,4,3,NoEspecifica,Casa en condominio,688,554,5,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
55,4,1,NoEspecifica,Casa de Playa,248,238,5,NoEspecifica,SanAntonio,2,NoEspecifica,NoEspecifica,2,1,0
23.5,2,1,NoEspecifica,Casa,180,180,3,Muy bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
168,3,8,NoEspecifica,Casa,330,360,4,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,2,0,0
43,5+,3,NoEspecifica,Casa de Playa,400,400,5,NoEspecifica,PuntaHermosa,4,NoEspecifica,NoEspecifica,3,0,1
32,3,3,NoEspecifica,Casa,170,200,3,A Remodelar,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
210,4,5,NoEspecifica,Casa,1281,325,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
210,4,7,NoEspecifica,Casa,1140,735,4,NoEspecifica,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,3,1,0
34.9,4,2,NoEspecifica,Casa,240,180,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
53.5,4,1,NoEspecifica,Casa,400,420,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
79.69,3,1,NoEspecifica,Casa,634,320,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
76.7,4,3,NoEspecifica,Casa en condominio,308,374,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,1,NoEspecifica
63,3,7,NoEspecifica,Casa en condominio,309,258,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
73,3,3,NoEspecifica,Casa,566,380,3,A Remodelar,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
115,4,3,NoEspecifica,Casa,988,400,4,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
129,5+,1,NoEspecifica,Casa,990,560,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
57,4,3,NoEspecifica,Casa,459,355,2,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
110,3,4,NoEspecifica,Casa de Playa,160,261,3,Muy bueno,PuntaHermosa,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
66,3,1,NoEspecifica,Casa,529,348,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
105,4,3,NoEspecifica,Casa,1299,515,3,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
150,5+,2,NoEspecifica,Casa,1083,470,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
56,3,2,NoEspecifica,Casa,488,275,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,1,0,0
84,4,2,NoEspecifica,Casa en condominio,700,350,4,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,0,0
67,4,1,NoEspecifica,Casa en condominio,324,354,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
49,3,1,NoEspecifica,Casa en condominio,109,164,2,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
180,4,4,NoEspecifica,Casa,1014,420,3,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
79,4,3,NoEspecifica,Casa en condominio,480,383,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
79,4,3,NoEspecifica,Casa en condominio,467,397,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
67,4,1,NoEspecifica,Casa en condominio,339,346,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
159,4,2,NoEspecifica,Casa,1295,485,3,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
57.5,4,2,NoEspecifica,Casa,285,235,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,3,1,0
25,5+,3,NoEspecifica,Casa de Playa,140,244,4,Muy bueno,Mala,2,NoEspecifica,NoEspecifica,3,1,1
16,2,9,NoEspecifica,Casa en condominio,240,120,1,Bueno,Ate,2,NoEspecifica,NoEspecifica,1,0,0
20.5,5+,9,NoEspecifica,Casa de Playa,140,400,5,NoEspecifica,CerroAzul,2,NoEspecifica,NoEspecifica,4,0,1
66.5,3,3,Muy luminoso,Casa en condominio,411,318,4,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,1,1,0
18,5+,9,NoEspecifica,Casa en condominio,200,200,2,Bueno,Chaclacayo,2,NoEspecifica,NoEspecifica,1,0,0
73,4,9,NoEspecifica,Casa en condominio,450,370,5,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
20,5+,2,NoEspecifica,Casa,855,600,5,Bueno,Barranca,5,NoEspecifica,NoEspecifica,2,0,1
38.5,3,3,NoEspecifica,Casa en condominio,183,223,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
26,3,4,NoEspecifica,Casa de Playa,316,316,4,NoEspecifica,SanAntonio,2,NoEspecifica,NoEspecifica,2,1,1
24.64,4,1,NoEspecifica,Casa,176,248,3,NoEspecifica,Chorrillos,1,NoEspecifica,NoEspecifica,3,0,0
55,4,3,NoEspecifica,Casa,330,226,2,Bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
26.5,4,1,NoEspecifica,Casa,120,169,3,NoEspecifica,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
26.5,4,1,NoEspecifica,Casa,120,169,3,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
46.9,5+,4,NoEspecifica,Casa de Playa,240,430,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,4,1,0
120,5+,3,NoEspecifica,Casa,1023,300,5,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
180,4,1,NoEspecifica,Casa,1250,350,4,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
85,5+,1,NoEspecifica,Casa de Playa,970,400,5,Muy bueno,Lurin,4,NoEspecifica,NoEspecifica,2,1,0
50,4,6,NoEspecifica,Casa,360,290,3,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,1
20,3,6,NoEspecifica,Casa de Playa,115,254,2,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,0,1
140,5+,8,NoEspecifica,Casa en condominio,945,724,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,3,1,0
79,4,1,NoEspecifica,Casa en condominio,600,420,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
135,3,3,NoEspecifica,Casa,1064,700,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,0,0
47.9,5+,4,NoEspecifica,Casa,261,242,3,A Remodelar,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
45,4,6,NoEspecifica,Casa,200,360,2,A Remodelar,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
61,4,3,NoEspecifica,Casa,300,321,4,Bueno,SanBorja,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
75,5+,4,NoEspecifica,Casa de Playa,500,357,5,NoEspecifica,Lurin,5,NoEspecifica,NoEspecifica,3,1,0
200,5+,7,NoEspecifica,Casa,584,670,5,NoEspecifica,SanIsidro,3,NoEspecifica,NoEspecifica,3,1,1
36.5,4,4,NoEspecifica,Casa de Playa,250,413,4,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,2,1,1
97,3,2,NoEspecifica,Casa,1080,390,2,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,1,1,0
130,4,2,NoEspecifica,Casa,1114,550,5,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,3,0,NoEspecifica
48,4,4,NoEspecifica,Casa,220,338,3,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
65,5+,1,NoEspecifica,Casa de Playa,200,350,4,Muy bueno,Asia,4,NoEspecifica,NoEspecifica,2,1,0
68.5,4,3,NoEspecifica,Casa,250,360,4,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
43.9,4,2,NoEspecifica,Casa,220,180,3,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
100,5+,2,NoEspecifica,Casa de campo,1000,1200,5,NoEspecifica,Pachacamac,5,NoEspecifica,NoEspecifica,1,1,0
43.9,3,2,NoEspecifica,Casa,220,180,3,NoEspecifica,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,1,0,NoEspecifica
48,4,2,NoEspecifica,Casa,250,250,4,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,0
42,5+,7,NoEspecifica,Casa de Playa,180,300,5,NoEspecifica,Pucusana,2,NoEspecifica,NoEspecifica,3,1,1
119,5+,4,NoEspecifica,Casa,1013,620,5,NoEspecifica,Chorrillos,4,NoEspecifica,NoEspecifica,2,1,0
25,5+,3,NoEspecifica,Casa,146,394,5,Bueno,SantaAnita,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
59.5,5+,2,NoEspecifica,Casa en condominio,300,360,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
40,5+,1,NoEspecifica,Casa de Playa,259,251,5,NoEspecifica,CerroAzul,4,NoEspecifica,NoEspecifica,2,0,0
46.5,3,1,NoEspecifica,Casa de Playa,300,300,3,NoEspecifica,PuntaNegra,3,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
130,3,3,NoEspecifica,Casa,1168,1168,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
32,3,4,NoEspecifica,Casa,170,138,3,Muy bueno,SanMiguel,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
40,4,1,NoEspecifica,Casa,190,280,3,Bueno,LaMolina,0,NoEspecifica,NoEspecifica,3,0,0
72,4,1,NoEspecifica,Casa,1200,300,2,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,1,0,NoEspecifica
46,5+,2,NoEspecifica,Casa,157,397,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,1
45,5+,1,NoEspecifica,Casa,420,240,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
35,4,2,NoEspecifica,Casa,173,175,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
69,5+,1,Muy luminoso,Casa en condominio,380,380,5,Excelente,LaMolina,4,NoEspecifica,NoEspecifica,3,1,0
