CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20508,8,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,4,8.Otro pariente,1.Hombre,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20508,8,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,2,5,11.Otro no pariente,2.Mujer,22, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20505,18,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,2.Mujer,36, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20505,18,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,1.Hombre,31, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20505,18,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,1.Hombre,18, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,25,PUENTE PIEDRA,Lima,19286,20505,18,1,1,5.Alto,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,1,1.Jefe/a del hogar,1.Hombre,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,2,2.Esposo/a o compañero/a,2.Mujer,33, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,3,3.Hijo/a o hijastro/a,2.Mujer,14, ,6.Soltero/a,1.El Nº es,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,4,3.Hijo/a o hijastro/a,2.Mujer,12, ,6.Soltero/a, ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,5,3.Hijo/a o hijastro/a,2.Mujer,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19547,29898,52,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,6,3.Hijo/a o hijastro/a,1.Hombre,8, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19553,29875,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,36, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19553,29875,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,34, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19553,29875,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre, ,9, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19778,31559,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19778,31559,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,38, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19778,31559,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,1.Hombre,17, ,6.Soltero/a,1.El Nº es,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19778,31559,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,4,3.Hijo/a o hijastro/a,1.Hombre,8, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19967,32664,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,35, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19967,32664,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,40, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19967,32664,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,14, ,6.Soltero/a,3.No tiene,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19967,32664,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19967,32664,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,5,6.Padres/suegros,2.Mujer,62, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20024,33753,5,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,30, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20024,33753,5,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20024,33753,5,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20062,34306,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,1.Hombre,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20062,34306,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20308,26588,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,2.Mujer,45, ,4.Divorciado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20308,26588,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,3.Hijo/a o hijastro/a,2.Mujer,26, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20452,27141,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,1.Hombre,24, ,1.Conviviente,3.No tiene,2.No, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20452,27141,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,2.Mujer,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20452,27141,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,3,6.Padres/suegros,1.Hombre,55, ,3.Viudo/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20472,27688,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,40, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20472,27688,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,1.Hombre,50, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20472,27688,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20556,28236,21,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,58, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20556,28236,21,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,2.Mujer,27, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20556,28236,21,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,3,5.Nieto/a,1.Hombre,8, , , ,1.Sí,2.No, ,1.Perú,1.Sí,2, , , , , , , , , , ,79.8184115118666
11,ICA,01,ICA,01,ICA,Ica,34353,11452,1,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,5,4.Yerno/nuera,1.Hombre,20, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,26.9067517153988
11,ICA,01,ICA,01,ICA,Ica,34366,11532,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,107.627006861595
11,ICA,01,ICA,01,ICA,Ica,34366,11532,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,2,2.Esposo/a o compañero/a,2.Mujer,24, ,1.Conviviente,2.No quiso dar Nº,2.No, , , , , , , , , , , , , , , ,107.627006861595
11,ICA,01,ICA,01,ICA,Ica,34442,11712,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,1.Hombre,25, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34442,11712,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,2.Mujer,23, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42177,12399,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,36, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42177,12399,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,41, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42177,12399,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,8, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42177,12399,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,12, ,6.Soltero/a, ,1.Sí,2.No, ,1.Perú,1.Sí,2, , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,04,CERRO COLORADO,Arequipa,42177,12399,10,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,5,8.Otro pariente,2.Mujer,65, ,3.Viudo/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,01,AREQUIPA,Arequipa,42443,12963,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,03,CAYMA,Arequipa,42538,13165,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,37, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,03,CAYMA,Arequipa,42538,13165,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,1.Hombre,37, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,03,CAYMA,Arequipa,42538,13165,5,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13742,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,52, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13742,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,50, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13742,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer,32, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13742,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,1.Hombre,30, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13742,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13740,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,2.Mujer,29, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13740,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,1.Hombre,39, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13740,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,10,MIRAFLORES,Arequipa,42839,13740,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42884,13936,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,32, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42884,13936,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42884,13936,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,1.El Nº es,1.Sí,1.Sí,1, ,2.No, ,3.Otro país, , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42884,13936,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,2.Mujer,7, , , ,1.Sí,1.Sí,1, ,2.No, ,3.Otro país, , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42884,13936,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,2, , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42895,14119,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,34, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42895,14119,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,28, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,09,MARIANO MELGAR,Arequipa,42895,14119,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,8, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,66.3138289263227
15,LIMA,01,LIMA,16,LINCE,Lima,25849,41040,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,34, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,16,LINCE,Lima,25849,41040,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,6.Padres/suegros,2.Mujer,57, ,5.Separado o Ex conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,26042,41495,24,3,2,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,26042,41495,24,3,2,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,26042,41495,24,3,2,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,26098,42368,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,2.Mujer,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,26098,42368,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,1.Hombre,30, ,1.Conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,26621,44597,1,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,28, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,26621,44597,1,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,26635,44608,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,29, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,22,MIRAFLORES,Lima,26635,44608,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,2,7.Hermano/a,1.Hombre,31, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,41,SURQUILLO,Lima,26758,43710,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,22, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27564,61797,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,29, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27564,61797,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,2,11.Otro no pariente,1.Hombre,24, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,08,CHORRILLOS,Lima,27668,62693,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,25, ,6.Soltero/a,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12421,10814,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,29, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12421,10814,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,7, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,2, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,12421,10814,2,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,2,4,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,17.5677605416671
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17801,18601,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,39, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17801,18601,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,47, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,17801,18601,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,2.Mujer,25, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
