CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_500,P501A,P501,P501B,P502,P503,P504_1,P504_2,P504_3,P504_4,P505,P506,P506A,P507_1,P507_2,P507_3,P507_4,P508_1,P508_2,P508_3,P508_4,P509_1,P509_2,P509_3,P509_4,P509_5,P509_6,P509_7,P509_8,P510,P511,P512,P513,P514,P515,P516,factorfinal
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54586,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54586,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54586,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,3,2.PERU, ,5.Secundaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,3.Secundaria,1, ,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54586,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,1,2.PERU, ,3.Primaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,1.No hubo quien acompañe al niño/a mientras veía el programa (Falta de tiempo),0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0, , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54587,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,99999,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54587,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54587,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,4.Blanco,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , ,7.NO SABE,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,3,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,5,5,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54588,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,6,6,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,7.NO SABE,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54589,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54589,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,222116,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54589,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,1.Negro/a,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54590,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54590,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54590,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,3.Moreno,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,7.Técnico Superior Incompleta, ,716015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,3.Moreno,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,5,5,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,4.Blanco,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54592,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,7,7,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,1.Negro/a,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,3,3,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,4,4,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,5,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,2,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,3,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,6,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55114,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,7,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55115,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55115,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55115,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,3,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,0, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0, , , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55115,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,5,5,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24359,55115,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,6,6,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24360,55101,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24360,55101,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24360,55101,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24360,55102,4,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,214015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,5.Mestizo,1.Heterosexual,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24432,51462,10,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51457,7,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,526036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51457,7,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,121016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51457,7,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,0, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,0, ,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51449,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51449,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,121016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,1.Sí, ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51449,3,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,4,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,1,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51450,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,121016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51450,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,121016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51450,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,3,3,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,4, ,1.Estatal, , , , , , , , , , , , ,1.¿Aprobado?, , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51450,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,4,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,1,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24434,51450,16,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,5,2,2.PERU, ,1.Sin nivel, ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51985,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,331025,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51987,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51987,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51987,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51981,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51982,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,526036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51982,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.PERU, ,11.Superior Universitaria completa,199016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51982,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51988,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51989,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,524015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51989,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24458,51989,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51996,25,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51996,25,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,1,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,2, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,3, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , ,4.Blanco,1.Heterosexual,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51996,25,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,4,1,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,6,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51997,41,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,339015,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51997,41,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,5.Mestizo,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51998,42,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51998,42,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , ,3.Moreno,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51998,42,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,3,1,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51999,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,1.Negro/a,1.Heterosexual,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51999,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,79.8184115118666
